player_name,season,pitcher_effectiveness,pitcher_command,trusted_velocity_score,trusted_movement_score,trusted_tunneling_score,raw_tunneling_score,pitcher_effectiveness_contribution,pitcher_command_contribution,trusted_velocity_score_contribution,trusted_movement_score_contribution,paom_score,paom_confidence,effectiveness_confidence,movement_confidence,command_confidence,velocity_confidence
"Jax, Griffin",2023,99.78586723768737,81.37044967880087,58.67237687366167,75.37473233404711,,,69.2864559179606,4.258755585052962,9.341562810746769,7.092389583871453,89.97916389763178,41.52046783625731,41.52046783625731,100.0,81.97039159503343,100.0
"Skubal, Tarik",2023,92.71948608137045,78.80085653104925,99.14346895074947,55.46038543897216,,,64.37990431862004,4.124268566577605,15.785195552466256,5.218548017678143,89.50791645534206,28.045458198101713,28.045458198101713,100.0,85.08587105624143,100.0
"López, Pablo",2023,94.21841541755889,95.28907922912205,68.09421841541756,83.29764453961455,,,65.42068799120742,4.9872269351278105,10.841667787655009,7.8378964435397585,89.08747915753,44.92865300351486,44.92865300351486,100.0,99.99999999999999,100.0
"Wheeler, Zack",2023,88.43683083511777,88.6509635974304,88.86509635974305,94.00428265524626,,,61.40623668265606,4.639802137399806,14.148717395839087,8.845338145794228,89.04009436168919,47.57615090832664,47.57615090832664,100.0,99.99999999999999,100.0
"Soriano, José",2023,96.57387580299786,28.4796573875803,94.86081370449678,54.389721627408996,,,67.05620519098761,1.4905644547685366,15.1033296538716,5.117803847452697,88.76790314708043,20.634920634920636,20.634920634920636,100.0,62.50485436893204,100.0
"Avila, Pedro",2023,96.35974304068522,13.9186295503212,89.50749464668094,70.44967880085653,,,66.9075218091894,0.7284713500748488,14.250997280628283,6.628966400834398,88.51595684072694,22.48062015503876,22.48062015503876,100.0,75.6335963923337,100.0
"Strider, Spencer",2023,98.28693790149893,77.73019271948608,73.44753747323341,45.82441113490364,,,68.2456722453732,4.06823230887954,11.694000160898328,4.311850485649122,88.31975520080019,61.55078800964047,61.55078800964047,75.0,98.27061156334796,75.0
"Puk, A.J.",2023,96.78800856531049,88.22269807280514,57.17344753747323,71.30620985010707,,,67.2048885727858,4.61738763432058,9.10290974623864,6.709561737014756,87.63474769035977,31.609744917509126,31.609744917509126,50.0,100.0,50.0
"Lodolo, Nick",2023,97.00214132762312,73.23340471092077,61.9914346895075,60.17130620985011,,,67.353571954584,3.8328800265476652,9.870008882157627,5.661822366670109,86.7182832299594,21.568627450980397,21.568627450980397,100.0,65.66150670794634,100.0
"Brash, Matt",2023,94.86081370449678,7.494646680942184,80.51391862955032,72.69807280513919,,,65.86673813660201,0.392253803886457,12.819078893579508,6.840529158307837,85.9185999923758,35.62884830254692,35.62884830254692,75.0,90.94597514856834,75.0
"Abreu, Bryan",2023,98.7152034261242,0.6423982869379015,59.95717344753747,80.72805139186295,,,68.5430390089696,0.03362175461883917,9.546122580325166,7.596110434998686,85.71889377891229,40.25079131584349,40.25079131584349,50.0,100.0,50.0
"Duran, Jhoan",2023,91.64882226980728,53.53319057815846,88.22269807280514,54.17558886509636,,,63.63648740962904,2.8018128849032644,14.046437511049888,5.097655013407607,85.5823928189898,27.109075239899834,27.109075239899834,75.0,98.74443399184698,75.0
"Williams, Devin",2023,99.14346895074947,90.36402569593149,34.90364025695932,67.13062098501071,,,68.84040577256599,4.729460149716711,5.5572070735464365,6.3166594731355135,85.44373246896465,33.057559724226394,33.057559724226394,50.0,100.0,50.0
"Fairbanks, Pete",2023,93.57601713062098,40.04282655246253,68.52248394004282,74.7323340471092,,,64.97463784581282,2.0957560379076416,10.909854377514474,7.031943081736185,85.01219134297114,25.062802925766846,25.062802925766846,50.0,100.0,50.0
"Sale, Chris",2023,94.43254817987152,28.26552462526767,85.4389721627409,46.03854389721627,,,65.56937137300562,1.4793572032289237,13.603224676963361,4.331999319694211,84.98395257289212,41.4369045465979,41.4369045465979,100.0,92.40918163672654,100.0
"Devenski, Chris",2023,98.07280513918629,70.8779443254818,47.75160599571734,57.601713062098504,,,68.09698886357499,3.709600259611922,7.602804769330399,5.420036358129037,84.82943025064635,32.88590604026846,32.88590604026846,75.0,79.55199999999999,75.0
"Scott, Tanner",2023,99.57173447537473,76.87366167023555,36.402569593147746,60.81370449678801,,,69.13777253616239,4.023403302721087,5.7958601380545645,5.7222688688053776,84.67930484574342,39.13036270346291,39.13036270346291,50.0,100.0,50.0
"Nardi, Andrew",2023,92.93361884368309,96.78800856531049,47.21627408993576,77.94432548179871,,,64.52858770041823,5.0656776959051015,7.517571532006068,7.334175592412525,84.44601252074192,33.94375408763898,33.94375408763898,50.0,100.0,50.0
"Cabrera, Edward",2023,95.28907922912205,38.54389721627409,76.23126338329764,40.68522483940043,,,66.16410490019841,2.01730527713035,12.137212994984854,3.828278468566978,84.14690164088059,33.05552275803992,33.05552275803992,100.0,91.4568683957733,100.0
"Keller, Mitch",2023,81.37044967880087,56.102783725910065,95.50321199143468,99.57173447537473,,,56.499685083315505,2.9362999033786212,15.205609538660799,9.36920783096655,84.01080235632146,43.477883117465765,43.477883117465765,100.0,96.63500751234172,100.0
"García, Yimi",2023,91.86295503211991,80.29978586723769,78.58672376873662,37.04496788008566,,,63.785170791427234,4.202719327354896,12.512239239211913,3.485748289800459,83.9858776477945,27.660059239006607,27.660059239006607,100.0,81.69150209455417,100.0
"Muñoz, Andrés",2023,93.14775160599572,69.80728051391864,79.01498929336188,29.550321199143468,,,64.67727108221644,3.6535640019138573,12.580425829071379,2.7805390982223313,83.69180001142401,26.125744415413223,26.125744415413223,75.0,86.7357873210634,75.0
"Walker, Ryan",2023,97.4304068522484,20.12847965738758,48.394004282655246,75.58886509635975,,,67.6509387181804,1.0534816447236273,7.705084654119598,7.112538417916544,83.52204343494017,34.75050845568774,34.75050845568774,50.0,100.0,50.0
"Peralta, Freddy",2023,88.0085653104925,48.82226980728051,94.21841541755889,51.2847965738758,,,61.10886991905966,2.555253351031777,15.001049769082403,4.8256457537989,83.49081879297273,45.56496924709948,45.56496924709948,100.0,98.74927825893849,100.0
"Stephenson, Robert",2023,99.3576017130621,7.922912205567452,83.5117773019272,7.28051391862955,,,68.9890891543642,0.41466830696568313,13.296385022595768,0.6850603575330381,83.38520284145868,27.00729927007299,27.00729927007299,100.0,73.02570921985816,100.0
"Leiter Jr., Mark",2023,90.79229122055675,21.413276231263385,76.87366167023555,72.1627408993576,,,63.04175388243625,1.120725153961306,12.239492879774053,6.790157073195113,83.19212898936672,30.900994007790125,30.900994007790125,100.0,80.76199616122841,100.0
"Almonte, Yency",2023,88.86509635974305,87.15203426124198,82.3340471092077,39.61456102783726,,,61.70360344625246,4.561351376622515,13.108871900482235,3.727534298341531,83.10136102169874,26.33665977039471,26.33665977039471,100.0,78.00454357703428,100.0
"Pressly, Ryan",2023,83.94004282655246,69.37901498929337,65.52462526766595,99.14346895074947,,,58.28388566489388,3.6311494988346307,10.432548248498216,9.328910162876372,81.6764935751031,29.141913416673145,29.141913416673145,100.0,90.3060159607121,100.0
"Phillips, Evan",2023,88.22269807280514,92.29122055674517,70.8779443254818,44.53961456102783,,,61.257553300857865,4.830325413573227,11.284880621741536,4.190957481378586,81.56371681755122,30.6350114416476,30.6350114416476,100.0,80.17673149095872,100.0
"Morton, Charlie",2023,90.36402569593149,44.96788008565311,67.02355460385438,61.02783725910065,,,62.74438711883985,2.353522823318742,10.671201313006344,5.742417702850467,81.51152895801542,51.22396113353604,51.22396113353604,100.0,95.21674876847291,100.0
"Barlow, Scott",2023,85.65310492505354,79.65738758029978,68.73661670235546,71.5203426124197,,,59.473352719279475,4.1690975727360575,10.943947672444208,6.729710571059845,81.31610853551958,24.45277296440857,24.45277296440857,100.0,85.24783459066778,100.0
"Graterol, Brusdar",2023,87.79443254817987,92.71948608137045,83.72591006423983,19.914346895074946,,,60.96018653726146,4.852739916652454,13.330478317525499,1.87384156619331,81.01724633763273,33.993399339933994,33.993399339933994,100.0,80.6579861111111,100.0
"Bautista, Félix",2023,97.64453961456103,0.21413276231263384,66.70235546038545,22.269807280513916,,,67.79962209997859,0.011207251539613057,10.620061370611749,2.095478740689293,80.52636946281925,34.117078183081986,34.117078183081986,50.0,95.22670917463691,50.0
"Maton, Phil",2023,96.1456102783726,82.65524625267666,23.554603854389722,48.17987152034261,,,66.75883842739121,4.325999094290641,3.750262442270601,4.533487660145105,79.36858762409754,29.67290386982135,29.67290386982135,75.0,96.0427927927928,75.0
"Grove, Michael",2023,80.72805139186295,70.2355460385439,92.29122055674517,50.32119914346895,,,56.0536349379209,3.675978504993083,14.694210114714808,4.734976000595998,79.15879955822479,34.49737363889651,34.49737363889651,100.0,85.20990836197022,100.0
"Herget, Jimmy",2023,89.29336188436831,62.526766595289075,42.184154175588866,75.05353319057816,,,62.00097020984885,3.2725174495670126,6.716379101157349,7.06216633280382,79.05203309337702,21.25984251968504,21.25984251968504,75.0,55.1511879049676,75.0
"King, Michael",2023,85.22483940042827,48.17987152034261,69.80728051391864,65.8458244111349,,,59.175985955683075,2.521631596412938,11.114414147092873,6.195766468864977,79.00779816805385,30.99983182344185,30.99983182344185,100.0,97.29050168550465,100.0
"Romano, Jordan",2023,89.50749464668094,30.620985010706637,52.46252676659529,69.37901498929337,,,62.149653591647045,1.602636970164667,8.35285725778452,6.528222230608952,78.63337005020517,35.332157554379776,35.332157554379776,50.0,100.0,50.0
"Brazobán, Huascar",2023,97.21627408993577,38.75802997858672,55.6745182012848,2.355460385438972,,,67.5022553363822,2.028512528669963,8.864256681730511,0.2216371744959829,78.61666172127866,23.835307847847027,23.835307847847027,100.0,86.12163050624589,100.0
"Jackson, Luke",2023,98.50107066381156,17.77301927194861,21.199143468950748,62.098501070663815,,,68.3943556271714,0.9302018777878838,3.3752361980435404,5.843161873075913,78.54295557607873,31.74061433447099,31.74061433447099,50.0,85.39322916666667,50.0
"Hamilton, Ian",2023,100.0,22.91220556745182,34.475374732334046,25.267665952890795,,,69.43513929975879,1.1991759147385972,5.4890204836869705,2.377562417320544,78.50089811550491,37.10691823899371,37.10691823899371,75.0,87.89799446749655,75.0
"Eflin, Zach",2023,79.22912205567452,96.57387580299786,59.95717344753747,90.79229122055675,,,55.012851265333516,5.054470444365489,9.546122580325166,8.543105635117888,78.15654992514204,46.490181587779446,46.490181587779446,100.0,91.67258979206048,100.0
"Iglesias, Raisel",2023,91.22055674518201,90.5781584582441,49.67880085653105,20.770877944325484,,,63.33912064603264,4.740667401256323,7.909644423697994,1.9544369023736679,77.94386937336063,29.05050275471558,29.05050275471558,100.0,83.2310606060606,100.0
"Morgan, Eli",2023,86.93790149892934,87.58029978586723,46.895074946466806,56.102783725910065,,,60.36545301006866,4.5837658797017395,7.466431589611468,5.278994519813411,77.69464499919529,29.738367774459494,29.738367774459494,75.0,99.65531295487628,75.0
"Ohtani, Shohei",2023,86.29550321199143,31.049250535331907,88.0085653104925,22.698072805139187,,,59.91940286467407,1.6250514732438934,14.012344216120153,2.135776408779472,77.69257496281759,38.800563263942294,38.800563263942294,100.0,85.56876790830947,100.0
"Ginkel, Kevin",2023,94.00428265524626,60.17130620985011,37.47323340471092,34.90364025695932,,,65.27200460940922,3.149237682631269,5.966326612703228,3.2842599493495657,77.67182885409328,36.26883610661103,36.26883610661103,75.0,93.98560173865798,75.0
"Wright, Kyle",2023,95.50321199143468,75.80299785867237,17.77301927194861,46.25267665952891,,,66.3127882819966,3.967367045023022,2.829743479167817,4.352148153739301,77.46204695992675,25.0936329588015,25.0936329588015,75.0,69.55743879472692,75.0
