player_name,season,pitcher_effectiveness,pitcher_command,trusted_velocity_score,trusted_movement_score,trusted_tunneling_score,raw_tunneling_score,pitcher_effectiveness_contribution,pitcher_command_contribution,trusted_velocity_score_contribution,trusted_movement_score_contribution,paom_score,paom_confidence,effectiveness_confidence,movement_confidence,command_confidence,velocity_confidence
"deGrom, Jacob",2022,98.73417721518987,99.15611814345992,99.36708860759494,39.87341772151899,,,71.9236963302658,3.3610936419752813,20.76852032996386,1.1418560225025922,97.19516632470754,32.761473076065364,32.761473076065364,100.0,89.55389718076285,100.0
"Crismatt, Nabil",2022,99.15611814345992,60.970464135021096,77.63713080168776,96.41350210970464,,,72.23106255389942,2.066715026661396,16.226784461627812,2.7609957792787543,93.28555782146739,43.342776203966,43.342776203966,100.0,85.30618686868686,100.0
"Cole, Gerrit",2022,94.72573839662446,53.79746835443038,96.62447257383965,78.05907172995781,,,69.00371720574645,1.8235720823482906,20.19529153104766,2.2353795149521645,93.25796033409458,52.22160612653143,52.22160612653143,100.0,98.36141966946629,100.0
"McClanahan, Shane",2022,94.9367088607595,41.139240506329116,95.14767932489451,90.084388185654,,,69.15740031756327,1.39449629826634,19.88662987009278,2.5797487915799304,93.01827527750233,43.61475944024397,43.61475944024397,100.0,100.0,100.0
"Cease, Dylan",2022,98.94514767932489,14.978902953586498,86.28691983122363,80.37974683544303,,,72.0773794420826,0.5077396778303084,18.03465990436352,2.301836743775066,92.92161576805151,52.470335044985625,52.470335044985625,75.0,98.1659125188537,75.0
"Ohtani, Shohei",2022,93.45991561181435,45.358649789029535,100.0,73.52320675105484,,,68.08161853484563,1.5375215596269902,20.90080389894452,2.1054858404346737,92.62542983385181,44.7315627795089,44.7315627795089,100.0,92.75057054638208,100.0
"Leiter Jr., Mark",2022,96.83544303797468,30.37974683544304,86.49789029535864,91.77215189873418,,,70.54054832391454,1.029781881796682,18.078754427357072,2.62808132163295,92.27716595470123,26.32551110364804,26.32551110364804,100.0,71.03806015960713,100.0
"Rodón, Carlos",2022,95.35864978902954,73.62869198312237,83.75527426160338,81.22362869198312,,,69.4647665411969,2.495790810743347,17.505525628440875,2.3260030088015764,91.7920859891827,59.07307830972033,59.07307830972033,75.0,95.764631043257,75.0
"Burnes, Corbin",2022,94.30379746835443,67.72151898734177,93.67088607594937,37.447257383966246,,,68.69635098211285,2.2955554448384365,19.577968209137904,1.0723780105513763,91.64225264664057,52.09086883982975,52.09086883982975,100.0,97.39280818306442,100.0
"Pressly, Ryan",2022,99.36708860759494,86.07594936708861,65.82278481012658,78.37552742616035,,,72.38474566571622,2.917715331757265,13.757491173988797,2.244441864337106,91.30439403579939,27.27272727272727,27.27272727272727,75.0,88.33084267330842,75.0
