player_id,player_name,season,CH_usage_pct,CS_usage_pct,CU_usage_pct,EP_usage_pct,FA_usage_pct,FC_usage_pct,FF_usage_pct,FO_usage_pct,FS_usage_pct,KC_usage_pct,KN_usage_pct,PO_usage_pct,SC_usage_pct,SI_usage_pct,SL_usage_pct,ST_usage_pct,SV_usage_pct,UN_usage_pct,CH_avg_speed,CS_avg_speed,CU_avg_speed,EP_avg_speed,FA_avg_speed,FC_avg_speed,FF_avg_speed,FO_avg_speed,FS_avg_speed,KC_avg_speed,KN_avg_speed,PO_avg_speed,SC_avg_speed,SI_avg_speed,SL_avg_speed,ST_avg_speed,SV_avg_speed,UN_avg_speed,CH_avg_spin,CS_avg_spin,CU_avg_spin,EP_avg_spin,FA_avg_spin,FC_avg_spin,FF_avg_spin,FO_avg_spin,FS_avg_spin,KC_avg_spin,KN_avg_spin,PO_avg_spin,SC_avg_spin,SI_avg_spin,SL_avg_spin,ST_avg_spin,SV_avg_spin,UN_avg_spin,CH_whiff_rate,CS_whiff_rate,CU_whiff_rate,EP_whiff_rate,FA_whiff_rate,FC_whiff_rate,FF_whiff_rate,FO_whiff_rate,FS_whiff_rate,KC_whiff_rate,KN_whiff_rate,PO_whiff_rate,SC_whiff_rate,SI_whiff_rate,SL_whiff_rate,ST_whiff_rate,SV_whiff_rate,UN_whiff_rate,CH_avg_pfx_x,CS_avg_pfx_x,CU_avg_pfx_x,EP_avg_pfx_x,FA_avg_pfx_x,FC_avg_pfx_x,FF_avg_pfx_x,FO_avg_pfx_x,FS_avg_pfx_x,KC_avg_pfx_x,KN_avg_pfx_x,PO_avg_pfx_x,SC_avg_pfx_x,SI_avg_pfx_x,SL_avg_pfx_x,ST_avg_pfx_x,SV_avg_pfx_x,UN_avg_pfx_x,CH_avg_pfx_z,CS_avg_pfx_z,CU_avg_pfx_z,EP_avg_pfx_z,FA_avg_pfx_z,FC_avg_pfx_z,FF_avg_pfx_z,FO_avg_pfx_z,FS_avg_pfx_z,KC_avg_pfx_z,KN_avg_pfx_z,PO_avg_pfx_z,SC_avg_pfx_z,SI_avg_pfx_z,SL_avg_pfx_z,ST_avg_pfx_z,SV_avg_pfx_z,UN_avg_pfx_z
592346,chi chi gonzález,2020,13.54,,6.92,,,15.56,45.24,,,,,,,13.26,5.48,,,,87.04,,80.85,,,87.54,92.34,,,,,,,92.01,84.96,,,,1840.0,,2501.0,,,2431.0,2359.0,,,,,,,2288.0,2361.0,,,,0.1852,,0.0909,,,0.1935,0.117,,,,,,,0.0606,0.0,,,,-0.97,,0.35,,,0.17,-0.18,,,,,,,-0.88,0.05,,,,0.27,,-0.11,,,0.34,0.89,,,,,,,0.64,0.35,,,
592346,chi chi gonzález,2021,9.76,,5.0,,,10.05,45.86,,,,,0.06,,5.53,23.75,,,,84.39,,81.15,,,87.83,91.96,,,,,88.6,,90.6,85.73,,,,1650.0,,2587.0,,,2565.0,2341.0,,,,,2454.0,,2236.0,2513.0,,,,0.1373,,0.1111,,,0.1809,0.086,,,,,,,0.0645,0.1439,,,,-1.0,,0.39,,,0.24,-0.23,,,,,-0.14,,-0.93,0.29,,,,0.42,,-0.19,,,0.34,0.96,,,,,0.8,,0.64,0.24,,,
592346,chi chi gonzález,2022,15.16,,6.38,,,,30.59,,,,,,,20.21,27.66,,,,85.46,,80.63,,,,92.66,,,,,,,92.07,84.37,,,,1908.0,,2478.0,,,,2288.0,,,,,,,2168.0,2553.0,,,,0.1,,0.1,,,,0.0685,,,,,,,0.0909,0.1385,,,,-1.27,,0.84,,,,-0.34,,,,,,,-0.98,0.73,,,,0.54,,0.56,,,,1.0,,,,,,,0.61,0.39,,,
592351,jon gray,2020,13.07,,8.36,,,,48.33,,,,,,,1.06,29.18,,,,86.46,,77.76,,,,94.01,,,,,,,93.99,86.29,,,,1550.0,,2568.0,,,,2148.0,,,,,,,2108.0,2373.0,,,,0.1765,,0.1333,,,,0.0798,,,,,,,0.0,0.2869,,,,-0.85,,0.82,,,,-0.93,,,,,,,-1.36,0.24,,,,0.95,,-0.47,,,,0.93,,,,,,,1.0,0.33,,,
592351,jon gray,2021,8.09,,6.52,,,,46.43,,,,,,,1.0,37.96,,,,87.52,,76.02,,,,94.85,,,,,,,95.25,86.66,,,,1459.0,,2583.0,,,,2153.0,,,,,,,2115.0,2412.0,,,,0.1553,,0.1687,,,,0.1035,,,,,,,0.1111,0.2758,,,,-0.97,,0.95,,,,-1.07,,,,,,,-1.26,0.22,,,,0.64,,-0.77,,,,0.92,,,,,,,0.89,0.27,,,
592351,jon gray,2022,9.31,,4.07,,,,49.71,,,,,,,0.82,0.53,35.55,,,88.68,,77.78,,,,95.9,,,,,,,95.59,85.76,84.91,,,1455.0,,2597.0,,,,2018.0,,,,,,,1892.0,2212.0,2471.0,,,0.0648,,0.0682,,,,0.1069,,,,,,,0.1,0.6,0.3057,,,-1.19,,1.21,,,,-0.94,,,,,,,-1.09,-0.18,0.85,,,0.74,,-0.86,,,,1.06,,,,,,,0.82,0.71,0.45,,
592351,jon gray,2023,11.37,,6.18,,,,42.26,,,,,,,0.16,33.15,6.89,,,88.79,,78.27,,,,95.73,,,,,,,96.25,88.03,83.4,,,1454.0,,2502.0,,,,2014.0,,,,,,,2311.0,2381.0,2502.0,,,0.1676,,0.1235,,,,0.1107,,,,,,,0.0,0.2869,0.2727,,,-1.2,,1.02,,,,-0.83,,,,,,,-0.84,0.29,0.95,,,0.57,,-0.73,,,,1.09,,,,,,,1.15,0.26,0.34,,
592351,jon gray,2024,7.1,,4.57,,,,44.44,,,,,,,,43.89,,,,88.68,,78.85,,,,94.88,,,,,,,,88.64,,,,1517.0,,2384.0,,,,2029.0,,,,,,,,2303.0,,,,0.1622,,0.1143,,,,0.104,,,,,,,,0.2505,,,,-1.18,,0.63,,,,-0.86,,,,,,,,0.15,,,,0.56,,-0.45,,,,1.12,,,,,,,,0.45,,,
592351,jon gray,2025,7.62,,2.86,,,,47.14,,,,,,,,42.38,,,,88.27,,77.3,,,,94.75,,,,,,,,87.31,,,,1465.0,,2476.0,,,,2008.0,,,,,,,,2394.0,,,,0.3636,,0.5,,,,0.0769,,,,,,,,0.193,,,,-1.13,,1.09,,,,-0.81,,,,,,,,0.28,,,,0.36,,-0.73,,,,1.04,,,,,,,,0.21,,,
592390,heath hembree,2020,,,9.09,,,,57.85,,,,,,,,33.06,,,,,,80.9,,,,93.91,,,,,,,,87.53,,,,,,2725.0,,,,2501.0,,,,,,,,2729.0,,,,,,0.1667,,,,0.1765,,,,,,,,0.2436,,,,,,1.05,,,,-0.87,,,,,,,,0.26,,,,,,-0.7,,,,1.42,,,,,,,,0.53,,,
592390,heath hembree,2021,,,0.46,,,,52.29,,,,,,,,47.25,,,,,,83.02,,,,95.29,,,,,,,,86.54,,,,,,2983.0,,,,2452.0,,,,,,,,2861.0,,,,,,0.0,,,,0.1202,,,,,,,,0.2722,,,,,,1.06,,,,-0.79,,,,,,,,0.69,,,,,,-0.85,,,,1.48,,,,,,,,0.62,,,
592390,heath hembree,2022,,,2.8,,,,52.45,,,,,,,,44.76,,,,,,79.48,,,,94.27,,,,,,,,84.24,,,,,,2659.0,,,,2325.0,,,,,,,,2654.0,,,,,,0.1429,,,,0.0543,,,,,,,,0.1613,,,,,,0.84,,,,-0.74,,,,,,,,0.71,,,,,,-0.74,,,,1.44,,,,,,,,0.55,,,
592426,luke jackson,2020,,,19.47,,,1.23,35.66,,,,,,,,43.65,,,,,,83.29,,,89.78,94.36,,,,,,,,86.4,,,,,,2491.0,,,2441.0,2249.0,,,,,,,,2450.0,,,,,,0.1719,,,0.0,0.0654,,,,,,,,0.2462,,,,,,0.55,,,0.19,-0.66,,,,,,,,0.18,,,,,,-1.05,,,0.6,1.55,,,,,,,,-0.46,,,
592426,luke jackson,2021,,,12.79,,,,34.88,,,,,,,,52.33,,,,,,84.17,,,,95.83,,,,,,,,87.69,,,,,,2417.0,,,,2214.0,,,,,,,,2313.0,,,,,,0.1538,,,,0.1405,,,,,,,,0.2729,,,,,,0.44,,,,-0.59,,,,,,,,0.1,,,,,,-1.0,,,,1.47,,,,,,,,-0.46,,,
592426,luke jackson,2023,,,2.1,,,,27.05,,,,,,,0.38,70.48,,,,,,82.87,,,,94.44,,,,,,,93.95,87.23,,,,,,2270.0,,,,2210.0,,,,,,,1995.0,2182.0,,,,,,0.0,,,,0.284,,,,,,,1.0,0.2041,,,,,,0.14,,,,-0.42,,,,,,,-0.19,-0.05,,,,,,-0.84,,,,1.44,,,,,,,1.52,-0.38,,,
592426,luke jackson,2024,,,15.65,,,0.95,31.51,,,,,,,,51.89,,,,,,84.57,,,90.83,94.68,,,,,,,,87.29,,,,,,2403.0,,,2294.0,2292.0,,,,,,,,2263.0,,,,,,0.2292,,,0.3333,0.1436,,,,,,,,0.2516,,,,,,0.28,,,0.17,-0.43,,,,,,,,-0.02,,,,,,-1.01,,,0.78,1.5,,,,,,,,-0.46,,,
592426,luke jackson,2025,0.12,,16.78,,,0.71,32.98,,,,,,,0.35,49.05,,,,86.7,,84.11,,,90.48,94.18,,,,,,,93.87,87.25,,,,1298.0,,2428.0,,,2349.0,2319.0,,,,,,,2237.0,2290.0,,,,,,0.2159,,,0.25,0.0882,,,,,,,0.3333,0.1933,,,,-1.13,,0.34,,,0.1,-0.52,,,,,,,-0.92,-0.02,,,,0.19,,-1.03,,,0.85,1.54,,,,,,,1.06,-0.44,,,
592454,tommy kahnle,2022,74.66,,,,,,24.43,,,,,,,0.45,0.45,,,,89.95,,,,,,95.66,,,,,,,97.5,87.1,,,,1334.0,,,,,,2137.0,,,,,,,2210.0,2280.0,,,,0.2991,,,,,,0.1143,,,,,,,,0.0,,,,-1.09,,,,,,-0.41,,,,,,,-0.74,0.34,,,,0.2,,,,,,1.35,,,,,,,1.05,0.18,,,
592454,tommy kahnle,2023,75.62,,,,,,17.37,,,,,,,4.67,2.34,,,,88.82,,,,,,95.28,,,,,,,94.25,85.02,,,,1333.0,,,,,,2157.0,,,,,,,2082.0,2263.0,,,,0.2544,,,,,,0.2121,,,,,,,0.0952,0.3333,,,,-1.06,,,,,,-0.48,,,,,,,-1.33,0.4,,,,0.2,,,,,,1.27,,,,,,,1.02,0.06,,,
592454,tommy kahnle,2024,75.59,,,,,,17.81,,,,,,,1.68,4.93,,,,87.31,,,,,,94.19,,,,,,,93.42,86.34,,,,1250.0,,,,,,2148.0,,,,,,,2075.0,2274.0,,,,0.2705,,,,,,0.163,,,,,,,0.1429,0.1429,,,,-1.01,,,,,,-0.46,,,,,,,-1.31,0.37,,,,0.11,,,,,,1.28,,,,,,,0.93,0.36,,,
592454,tommy kahnle,2025,81.53,,,,,,16.79,,,,,,,,1.67,,,,86.83,,,,,,93.56,,,,,,,,85.29,,,,1279.0,,,,,,2194.0,,,,,,,,2264.0,,,,0.1704,,,,,,0.1085,,,,,,,,0.0909,,,,-0.98,,,,,,-0.51,,,,,,,,0.46,,,,0.11,,,,,,1.39,,,,,,,,0.33,,,
592464,mike kickham,2020,0.38,,30.92,,,,15.65,,,,,,,3.05,50.0,,,,82.8,,78.49,,,,89.26,,,,,,,90.49,85.18,,,,1715.0,,2459.0,,,,2359.0,,,,,,,2394.0,2403.0,,,,,,0.2909,,,,0.037,,,,,,,0.0,0.1875,,,,1.33,,-1.09,,,,0.17,,,,,,,1.22,-0.45,,,,0.6,,-0.51,,,,0.95,,,,,,,0.65,0.28,,,
592473,adam kolarek,2020,7.14,,,,,,3.11,,,,,,,81.06,8.7,,,,81.7,,,,,,91.2,,,,,,,89.25,77.77,,,,2169.0,,,,,,2166.0,,,,,,,2146.0,1879.0,,,,0.0714,,,,,,0.0,,,,,,,0.12,0.0833,,,,1.53,,,,,,1.01,,,,,,,1.44,-0.4,,,,-0.22,,,,,,1.12,,,,,,,-0.25,0.58,,,
592473,adam kolarek,2021,16.32,,,,,,1.05,,,,,,,72.11,10.53,,,,82.09,,,,,,88.65,,,,,,,88.38,75.85,,,,2194.0,,,,,,2137.0,,,,,,,2179.0,1946.0,,,,0.1053,,,,,,0.0,,,,,,,0.0652,0.1429,,,,1.55,,,,,,1.14,,,,,,,1.53,-0.79,,,,-0.15,,,,,,0.98,,,,,,,-0.04,0.43,,,
592473,adam kolarek,2022,8.46,,,,,,5.64,,,,,,,69.59,16.3,,,,81.28,,,,,,89.42,,,,,,,87.51,77.22,,,,2104.0,,,,,,2174.0,,,,,,,2162.0,2050.0,,,,0.1667,,,,,,0.0909,,,,,,,0.0559,0.1739,,,,1.48,,,,,,1.29,,,,,,,1.48,-0.68,,,,-0.29,,,,,,0.71,,,,,,,-0.17,0.15,,,
592612,josh osich,2020,,,,,,48.36,22.7,,,,,,,13.82,15.13,,,,,,,,,87.23,92.31,,,,,,,92.61,76.89,,,,,,,,,2206.0,2272.0,,,,,,,2313.0,2190.0,,,,,,,,,0.25,0.0435,,,,,,,0.1739,0.2917,,,,,,,,,-0.25,0.3,,,,,,,1.01,-0.13,,,,,,,,,0.34,0.8,,,,,,,0.6,-0.47,,,
592612,josh osich,2021,19.18,,,,,63.27,4.9,,,,,,,6.53,6.12,,,,81.92,,,,,87.27,94.04,,,,,,,93.64,75.28,,,,1613.0,,,,,2236.0,2339.0,,,,,,,2332.0,2212.0,,,,0.3333,,,,,0.1121,0.0,,,,,,,0.0,0.25,,,,1.01,,,,,-0.16,0.43,,,,,,,1.22,-0.13,,,,0.99,,,,,0.48,0.93,,,,,,,0.5,-0.43,,,
592644,adam plutko,2020,4.48,,12.11,,,30.49,50.22,,,,,,,,2.69,,,,84.36,,76.89,,,86.71,91.05,,,,,,,,81.14,,,,1635.0,,2950.0,,,2448.0,2293.0,,,,,,,,2629.0,,,,0.0769,,0.0882,,,0.1728,0.1801,,,,,,,,0.0,,,,-0.75,,0.94,,,0.31,-0.34,,,,,,,,0.63,,,,0.96,,-0.85,,,0.7,1.49,,,,,,,,-0.01,,,
592644,adam plutko,2021,,,6.82,,,33.33,49.81,,,,,,,,10.04,,,,,,76.92,,,87.73,91.57,,,,,,,,83.02,,,,,,2895.0,,,2378.0,2251.0,,,,,,,,2499.0,,,,,,0.2069,,,0.1884,0.1563,,,,,,,,0.2264,,,,,,0.95,,,0.24,-0.37,,,,,,,,0.4,,,,,,-0.85,,,0.85,1.58,,,,,,,,0.37,,,
592662,robbie ray,2020,2.58,,0.09,,,,46.8,,,16.28,,,,4.27,29.98,,,,89.47,,81.9,,,,93.83,,,83.58,,,,93.44,86.63,,,,2304.0,,2188.0,,,,2418.0,,,2194.0,,,,2350.0,2371.0,,,,0.0769,,1.0,,,,0.123,,,0.2897,,,,0.0333,0.3696,,,,0.7,,0.19,,,,0.8,,,-0.05,,,,1.21,-0.0,,,,1.36,,-0.09,,,,1.43,,,-0.15,,,,1.2,0.61,,,
592662,robbie ray,2021,3.7,,,,,,59.21,,,6.13,,,,0.25,30.71,,,,88.22,,,,,,94.81,,,82.53,,,,95.14,88.65,,,,1722.0,,,,,,2273.0,,,2123.0,,,,2293.0,2186.0,,,,0.2075,,,,,,0.1652,,,0.35,,,,0.1429,0.381,,,,0.86,,,,,,0.68,,,-0.1,,,,1.08,-0.08,,,,1.12,,,,,,1.43,,,-0.02,,,,1.22,0.59,,,
592662,robbie ray,2022,0.67,,,,,,39.25,,,1.86,,,,20.94,37.26,,,,86.92,,,,,,93.43,,,79.71,,,,93.37,87.23,,,,1759.0,,,,,,2285.0,,,2106.0,,,,2189.0,2192.0,,,,0.0,,,,,,0.1655,,,0.0278,,,,0.1335,0.3202,,,,0.88,,,,,,0.56,,,-0.21,,,,1.28,-0.12,,,,1.11,,,,,,1.51,,,-0.06,,,,1.06,0.63,,,
592662,robbie ray,2024,,,,,,,52.99,,,14.96,,,,,32.04,,,,,,,,,,94.08,,,83.54,,,,,88.38,,,,,,,,,,2320.0,,,2159.0,,,,,2168.0,,,,,,,,,,0.1827,,,0.434,,,,,0.3178,,,,,,,,,,0.73,,,-0.06,,,,,0.19,,,,,,,,,,1.5,,,-0.06,,,,,0.64,,,
592662,robbie ray,2025,15.1,,,,,,44.46,,,11.16,,,,5.46,23.6,0.22,,,85.42,,,,,,93.46,,,80.55,,,,92.51,86.97,80.0,,,1634.0,,,,,,2349.0,,,2183.0,,,,2222.0,2237.0,2206.0,,,0.2464,,,,,,0.15,,,0.2323,,,,0.043,0.2562,0.2,,,0.92,,,,,,0.71,,,-0.21,,,,1.19,-0.03,-0.84,,,0.93,,,,,,1.49,,,-0.5,,,,0.99,0.65,-0.38,,
592716,adrian sampson,2021,24.37,,,,,3.61,21.3,,,,,,,37.73,13.0,,,,85.4,,,,,85.74,92.21,,,,,,,91.63,83.51,,,,1713.0,,,,,2402.0,2027.0,,,,,,,1928.0,2541.0,,,,0.3247,,,,,0.2727,0.0641,,,,,,,0.0662,0.2128,,,,-1.32,,,,,0.02,-0.84,,,,,,,-1.2,0.67,,,,0.35,,,,,0.19,1.26,,,,,,,0.91,-0.04,,,
592716,adrian sampson,2022,13.4,,,,,5.31,31.29,,,,,,,34.18,15.82,,,,85.08,,,,,84.9,92.51,,,,,,,91.93,83.1,,,,1816.0,,,,,2493.0,2079.0,,,,,,,2003.0,2616.0,,,,0.2458,,,,,0.3922,0.1454,,,,,,,0.0594,0.2121,,,,-1.32,,,,,0.27,-0.84,,,,,,,-1.18,0.86,,,,0.51,,,,,0.04,1.23,,,,,,,0.94,-0.17,,,
592717,aaron sanchez,2021,20.17,,30.59,,,,18.66,,,,,,,30.59,,,,,83.29,,74.24,,,,90.1,,,,,,,89.78,,,,,1490.0,,2485.0,,,,2016.0,,,,,,,2030.0,,,,,0.1618,,0.2202,,,,0.0702,,,,,,,0.0569,,,,,-1.1,,1.18,,,,-0.8,,,,,,,-1.34,,,,,0.49,,-0.95,,,,1.14,,,,,,,0.8,,,,
592717,aaron sanchez,2022,10.74,,28.43,,,,20.58,,,,,,,40.26,,,,,87.79,,79.08,,,,92.37,,,,,,,92.13,,,,,1708.0,,2632.0,,,,2148.0,,,,,,,2127.0,,,,,0.129,,0.2,,,,0.1128,,,,,,,0.075,,,,,-1.31,,1.07,,,,-0.96,,,,,,,-1.37,,,,,0.51,,-0.89,,,,1.15,,,,,,,0.8,,,,
592741,chasen shreve,2020,,,,,,,51.18,,40.76,,,,,,6.64,1.42,,,,,,,,,91.66,,83.34,,,,,,79.83,79.63,,,,,,,,,2396.0,,1252.0,,,,,,2438.0,2088.0,,,,,,,,,0.1449,,0.5104,,,,,,0.15,0.0,,,,,,,,,0.86,,1.09,,,,,,-0.53,-0.42,,,,,,,,,1.5,,0.46,,,,,,-0.6,-0.58,,
592741,chasen shreve,2021,,,,,,,40.84,,37.25,,,,,,21.12,0.8,,,,,,,,,91.57,,82.83,,,,,,81.33,81.05,,,,,,,,,2322.0,,1032.0,,,,,,2246.0,2285.0,,,,,,,,,0.1138,,0.2816,,,,,,0.2222,0.25,,,,,,,,,0.79,,0.88,,,,,,-0.39,-0.45,,,,,,,,,1.44,,0.3,,,,,,-0.43,-0.31,,
592741,chasen shreve,2022,,,,,,,44.93,,36.71,,,,,,18.36,,,,,,,,,,90.62,,83.01,,,,,,80.99,,,,,,,,,,2338.0,,980.0,,,,,,2273.0,,,,,,,,,,0.1092,,0.3956,,,,,,0.1746,,,,,,,,,,0.89,,0.94,,,,,,-0.5,,,,,,,,,,1.49,,0.34,,,,,,-0.44,,,
592741,chasen shreve,2023,,,,,,,35.99,,41.47,,,,,0.12,1.0,21.42,,,,,,,,,90.52,,82.07,,,,,90.4,87.12,83.03,,,,,,,,,2294.0,,978.0,,,,,2009.0,2356.0,2263.0,,,,,,,,,0.1148,,0.2878,,,,,1.0,0.6,0.15,,,,,,,,,0.93,,0.86,,,,,0.91,-0.09,-0.44,,,,,,,,,1.34,,0.27,,,,,1.16,0.67,0.18,,
592761,caleb smith,2020,14.61,,7.49,,,,51.31,,,,,,,,26.59,,,,81.75,,77.15,,,,92.05,,,,,,,,83.44,,,,1906.0,,2706.0,,,,2498.0,,,,,,,,2526.0,,,,0.3333,,0.2,,,,0.141,,,,,,,,0.375,,,,1.14,,-0.51,,,,0.86,,,,,,,,-0.29,,,,1.16,,-0.43,,,,1.57,,,,,,,,0.29,,,
592761,caleb smith,2021,14.9,,7.61,,,,47.98,,,,,,,,29.51,,,,82.05,,77.8,,,,91.34,,,,,,,,84.76,,,,2010.0,,2609.0,,,,2424.0,,,,,,,,2403.0,,,,0.2745,,0.1684,,,,0.1287,,,,,,,,0.212,,,,1.17,,-0.58,,,,0.96,,,,,,,,-0.35,,,,1.18,,-0.52,,,,1.51,,,,,,,,0.54,,,
592761,caleb smith,2022,22.49,,3.15,,,,44.9,,,,,,,0.3,29.16,,,,83.56,,78.76,,,,91.87,,,,,,,93.23,85.38,,,,2129.0,,2412.0,,,,2434.0,,,,,,,1594.0,2333.0,,,,0.3105,,0.087,,,,0.1222,,,,,,,0.0,0.2383,,,,1.13,,-0.47,,,,0.9,,,,,,,0.91,-0.27,,,,1.28,,-0.37,,,,1.56,,,,,,,1.59,0.67,,,
592767,drew smyly,2020,,,,,,17.84,0.62,,,36.51,,,,45.02,,,,,,,,,,89.31,93.63,,,79.95,,,,93.76,,,,,,,,,,2314.0,2347.0,,,2173.0,,,,2242.0,,,,,,,,,,0.2157,0.3333,,,0.3421,,,,0.1391,,,,,,,,,,-0.05,0.56,,,0.28,,,,0.47,,,,,,,,,,0.86,1.63,,,-0.29,,,,1.52,,,,
592767,drew smyly,2021,,,,,,12.23,,,,43.13,,,,44.64,,,,,,,,,,87.64,,,,78.87,,,,92.07,,,,,,,,,,1961.0,,,,2098.0,,,,2087.0,,,,,,,,,,0.1709,,,,0.2904,,,,0.0897,,,,,,,,,,0.29,,,,0.24,,,,0.57,,,,,,,,,,0.93,,,,-0.0,,,,1.51,,,,
592767,drew smyly,2022,0.35,,,,,19.73,0.17,,,42.95,,,,36.8,,,,,82.6,,,,,88.61,92.33,,,78.71,,,,92.58,,,,,1300.0,,,,,2103.0,2384.0,,,2119.0,,,,2157.0,,,,,0.5,,,,,0.1058,0.0,,,0.2444,,,,0.146,,,,,0.5,,,,,0.3,0.8,,,0.22,,,,0.67,,,,,0.89,,,,,0.93,1.42,,,-0.01,,,,1.43,,,,
592767,drew smyly,2023,,,,,,11.91,0.17,,,49.44,,,,38.48,,,,,,,,,,88.63,90.6,,,78.64,,,,91.94,,,,,,,,,,2071.0,2106.0,,,2119.0,,,,2055.0,,,,,,,,,,0.1316,,,,0.254,,,,0.1021,,,,,,,,,,0.31,0.69,,,0.26,,,,0.68,,,,,,,,,,0.71,1.32,,,-0.18,,,,1.37,,,,
592767,drew smyly,2024,,,,,,3.32,0.28,,,48.81,,,,47.58,,,,,,,,,,88.58,90.07,,,79.97,,,,92.64,,,,,,,,,,2122.0,2220.0,,,2279.0,,,,2157.0,,,,,,,,,,0.3,0.0,,,0.2614,,,,0.1012,,,,,,,,,,0.2,0.54,,,0.26,,,,0.6,,,,,,,,,,0.96,1.32,,,-0.28,,,,1.47,,,,
592773,ryne stanek,2020,,,,,,,44.96,,20.17,,,,,,34.87,,,,,,,,,,96.16,,88.74,,,,,,88.58,,,,,,,,,,2323.0,,1464.0,,,,,,2332.0,,,,,,,,,,0.2,,0.3929,,,,,,0.3409,,,,,,,,,,-0.75,,-0.89,,,,,,0.08,,,,,,,,,,1.51,,0.62,,,,,,0.32,,,
592773,ryne stanek,2021,,,,,,,57.59,,21.39,,,,,0.07,20.95,,,,,,,,,,97.55,,87.94,,,,,99.3,87.04,,,,,,,,,,2237.0,,991.0,,,,,2344.0,2431.0,,,,,,,,,,0.1833,,0.3161,,,,,,0.2443,,,,,,,,,,-0.84,,-0.9,,,,,-1.08,0.19,,,,,,,,,,1.37,,0.44,,,,,1.26,-0.09,,,
592773,ryne stanek,2022,,,,,,,58.9,,22.78,,,,,0.11,18.22,,,,,,,,,,98.32,,88.58,,,,,98.0,87.07,,,,,,,,,,2308.0,,1038.0,,,,,2231.0,2516.0,,,,,,,,,,0.2331,,0.377,,,,,0.0,0.1707,,,,,,,,,,-0.84,,-1.02,,,,,-1.45,0.19,,,,,,,,,,1.48,,0.33,,,,,1.28,-0.17,,,
592773,ryne stanek,2023,,,,,,,64.05,,18.41,,,,,,17.54,,,,,,,,,,98.08,,89.06,,,,,,88.49,,,,,,,,,,2345.0,,1046.0,,,,,,2482.0,,,,,,,,,,0.1834,,0.3933,,,,,,0.25,,,,,,,,,,-0.79,,-1.0,,,,,,0.22,,,,,,,,,,1.51,,0.45,,,,,,-0.02,,,
592773,ryne stanek,2024,,,,,,,60.43,,21.56,,,,,2.48,15.53,,,,,,,,,,97.71,,89.14,,,,,95.42,88.01,,,,,,,,,,2330.0,,964.0,,,,,2263.0,2431.0,,,,,,,,,,0.1987,,0.3676,,,,,0.0556,0.292,,,,,,,,,,-0.79,,-0.91,,,,,-1.26,0.24,,,,,,,,,,1.49,,0.32,,,,,1.07,-0.0,,,
592773,ryne stanek,2025,,,,,,,54.6,,13.57,,,,,4.58,21.95,5.3,,,,,,,,,98.3,,89.54,,,,,96.94,88.69,84.41,,,,,,,,,2339.0,,1071.0,,,,,2165.0,2460.0,2573.0,,,,,,,,,0.1694,,0.2835,,,,,0.1231,0.3249,0.1231,,,,,,,,,-0.73,,-0.93,,,,,-1.27,0.25,0.87,,,,,,,,,1.5,,0.42,,,,,0.88,0.04,0.07,,
592779,brock stewart,2023,8.84,,,,,21.41,39.1,,,,,,,10.41,,20.24,,,88.89,,,,,93.21,97.3,,,,,,,96.69,,84.74,,,1530.0,,,,,2435.0,2603.0,,,,,,,2385.0,,2533.0,,,0.1818,,,,,0.2464,0.3287,,,,,,,0.2683,,0.3077,,,-1.12,,,,,0.18,-0.67,,,,,,,-1.33,,1.3,,,0.26,,,,,0.72,1.29,,,,,,,0.45,,0.28,,
592779,brock stewart,2024,1.32,,,,,18.87,45.03,,,,,,,9.93,,24.83,,,89.78,,,,,93.44,97.03,,,,,,,96.39,,84.17,,,1479.0,,,,,2437.0,2593.0,,,,,,,2317.0,,2602.0,,,0.0,,,,,0.1579,0.2041,,,,,,,0.1,,0.3409,,,-1.13,,,,,0.21,-0.58,,,,,,,-1.19,,1.39,,,0.22,,,,,0.61,1.2,,,,,,,0.37,,0.05,,
592779,brock stewart,2025,12.52,,,,,9.23,49.09,,,,,,,12.15,,17.01,,,90.14,,,,,92.9,96.09,,,,,,,95.74,,84.43,,,1641.0,,,,,2469.0,2609.0,,,,,,,2328.0,,2538.0,,,0.2745,,,,,0.1111,0.2259,,,,,,,0.1571,,0.2769,,,-1.2,,,,,0.2,-0.51,,,,,,,-1.21,,1.28,,,0.07,,,,,0.65,1.19,,,,,,,0.38,,0.23,,
592789,noah syndergaard,2022,19.16,,14.94,,,1.5,14.71,,0.05,,,0.23,,31.93,17.48,,,,88.49,,77.72,,,85.77,94.14,,88.7,,,89.28,,93.64,85.36,,,,1539.0,,2139.0,,,2161.0,2142.0,,1438.0,,,2065.0,,2126.0,2146.0,,,,0.2256,,0.1937,,,0.0526,0.1342,,1.0,,,,,0.0676,0.1556,,,,-1.27,,0.88,,,0.49,-0.48,,-0.84,,,-0.69,,-1.18,0.45,,,,0.69,,-0.02,,,0.15,1.19,,0.88,,,1.29,,0.89,0.1,,,
