player_name,n_pitch_types,velocity_range,max_velo,min_velo,raw_velocity_index,velocity_score,confidence_score,trusted_velocity_score
"Hill, Jaden",4,12.308300000000003,96.95,84.6417,0.7566041201414884,81.16343490304709,100.0,81.16343490304709
"Domínguez, Seranthony",4,11.455399999999997,97.832,86.3766,0.7536564906704423,81.02493074792244,100.0,81.02493074792244
"Waldrep, Hurston",5,13.260199999999998,95.9204,82.6602,0.7530282987084742,80.88642659279779,100.0,80.88642659279779
"García, Luis",3,14.099199999999996,96.9778,82.8786,1.0481834580111429,90.99722991689751,75.0,80.76523545706372
"Bibee, Tanner",6,14.680700000000002,94.3733,79.6926,0.7460753112642582,80.60941828254848,100.0,80.60941828254848
"González, Wikelman",3,15.736199999999997,95.1083,79.3721,1.0270225073258035,90.7202216066482,75.0,80.55747922437673
"Muñoz, Andrés",3,12.552099999999996,98.3454,85.7933,1.0075713305222531,90.1662049861496,75.0,80.14196675900278
"Gore, MacKenzie",4,13.692099999999996,95.256,81.5639,0.721460218522872,79.91689750692521,100.0,79.91689750692521
"Sale, Chris",3,15.760799999999989,94.8346,79.0738,0.9894168267758993,89.75069252077562,75.0,79.8303324099723
"Suarez, Ranger",5,17.355999999999995,91.3694,74.0134,0.7192912109588186,79.6398891966759,100.0,79.6398891966759
"Roupp, Landen",4,16.037499999999994,92.756,76.7185,0.7182436466809119,79.50138504155125,100.0,79.50138504155125
"Gaddis, Hunter",3,15.862899999999996,94.6759,78.813,0.981705594827607,89.19667590027701,75.0,79.41481994459835
"Melton, Troy",5,11.732200000000006,97.2633,85.5311,0.711730930365676,79.3628808864266,100.0,79.3628808864266
"Montero, Keider",5,14.815399999999997,93.9837,79.1683,0.7085398934357305,79.22437673130193,100.0,79.22437673130193
"Baz, Shane",4,11.982500000000002,96.9581,84.9756,0.705557631960228,79.08587257617728,100.0,79.08587257617728
"Arrighetti, Spencer",6,15.597099999999998,93.1352,77.5381,0.7051490684952416,78.94736842105263,100.0,78.94736842105263
"Ort, Kaleb",4,12.492899999999992,96.4049,83.912,0.7034675429587971,78.80886426592798,100.0,78.80886426592798
"Houser, Adrian",5,13.557699999999997,95.2518,81.6941,0.6992574333716194,78.67036011080333,100.0,78.67036011080333
"Beck, Tristan",4,14.07050000000001,94.6726,80.6021,0.6936051411083148,78.53185595567868,100.0,78.53185595567868
"Halvorsen, Seth",3,10.58189999999999,100.0303,89.4484,0.947242896654414,87.95013850415513,75.0,78.47991689750694
"Fitts, Richard",5,12.9148,95.8667,82.9519,0.6894544766143104,78.39335180055402,100.0,78.39335180055402
"Greene, Hunter",3,11.059200000000004,99.4794,88.4202,0.9401909326366212,87.81163434903047,75.0,78.37603878116344
"Tidwell, Blade",4,12.937100000000001,95.8117,82.8746,0.6846825745693358,78.25484764542936,100.0,78.25484764542936
"Thornton, Trent",4,14.260099999999994,94.4134,80.1533,0.6846759033055231,78.1163434903047,100.0,78.1163434903047
"Barnett, Mason",3,15.866399999999999,94.3326,78.4662,0.930147709399103,87.3961218836565,75.0,78.06440443213296
"Pivetta, Nick",4,14.81880000000001,93.7964,78.9776,0.6806497333514863,77.97783933518005,100.0,77.97783933518005
"Rodríguez, Elvin",3,15.71180000000001,94.3961,78.6843,0.9149818835428436,87.1191135734072,75.0,77.85664819944598
"Kochanowicz, Jack",5,13.168999999999997,95.5205,82.3515,0.6776823717131126,77.70083102493075,100.0,77.70083102493075
"Boushley, Caleb",6,16.301699999999997,92.185,75.8833,0.6739471702158923,77.5623268698061,100.0,77.5623268698061
"Messick, Parker",5,15.68889999999999,92.8231,77.1342,0.67249610924541,77.42382271468145,100.0,77.42382271468145
