player_name,pitcher,pitch_type,pitch_name,p_throws,pitches,balls,velo,spin,spin_axis,HB,IVB,extension,release_x,release_z,swing_rate,whiff_rate,called_strike_rate,chase_rate,strike_rate,xwoba,xba,avg_exit_velocity,avg_launch_angle,hard_hit_rate,sweet_spot_rate,run_value,avg_run_value,swings,whiffs,contacts,balls_in_play,csw_rate,run_value_per_100,usage
"Adcock, Ty",686654,FF,4-Seam Fastball,R,34,34,97.1118,2172.0882,208.0588,-5.5906,17.0506,6.2647,-1.1197,6.0297,0.5294,0.0882,0.1765,0.0588,0.7059,0.2386,0.177,81.0154,36.6923,0.0294,0.1176,-0.359,-0.0106,18,3,15,1,0.2647,-1.0559,0.4146
"Adcock, Ty",686654,FS,Split-Finger,R,5,5,87.64,876.4,237.4,-8.88,5.256,6.0,-1.356,6.172,0.6,0.2,0.0,0.2,0.6,0.0,,47.4,-1.5,0.0,0.0,-0.154,-0.0308,3,1,2,0,0.2,-3.08,0.061
"Adcock, Ty",686654,SI,Sinker,R,1,1,94.9,2233.0,213.0,-12.6,10.56,6.2,-1.1,6.13,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.024,0.024,0,0,0,0,0.0,2.4,0.0122
"Adcock, Ty",686654,SL,Slider,R,25,25,86.9,2199.08,96.28,2.976,-1.4736,6.232,-1.2824,6.0516,0.52,0.16,0.04,0.08,0.56,0.1368,0.104,84.2,44.3333,0.08,0.08,1.476,0.059,13,4,9,4,0.2,5.904,0.3049
"Agnos, Zach",688642,CU,Curveball,R,2,2,82.2,2710.5,48.0,16.08,-7.92,6.05,-2.14,5.99,0.5,0.0,0.0,0.0,0.5,0.098,0.109,81.4,-8.0,0.0,0.0,-0.162,-0.081,1,0,1,1,0.0,-8.1,0.0038
"Agnos, Zach",688642,FC,Cutter,R,176,176,92.6688,2323.6591,202.9205,0.9798,7.2914,6.033,-1.872,5.8619,0.517,0.0966,0.1193,0.125,0.6364,0.432,0.3325,82.2559,16.7794,0.0966,0.1307,-0.57,-0.0032,91,17,74,41,0.2159,-0.3239,0.334
"Agnos, Zach",688642,FF,4-Seam Fastball,R,155,155,95.8245,2364.129,214.4516,-8.1546,14.6988,6.1161,-1.6354,5.9537,0.4387,0.0903,0.1226,0.0839,0.5613,0.395,0.3055,88.6458,29.4375,0.1097,0.0839,2.207,0.0142,68,14,54,28,0.2129,1.4239,0.2941
"Agnos, Zach",688642,FS,Split-Finger,R,108,108,86.7463,1429.2407,239.8333,-10.85,1.9689,6.1009,-1.873,5.8548,0.537,0.1852,0.0463,0.1759,0.5833,0.4338,0.3995,89.1257,6.7222,0.1389,0.1019,5.818,0.0539,58,20,38,24,0.2315,5.387,0.2049
"Agnos, Zach",688642,ST,Sweeper,R,86,86,84.9907,2647.6744,45.5465,9.9181,-4.5893,5.9581,-1.886,5.8978,0.4302,0.186,0.1047,0.2209,0.5349,0.1531,0.2275,76.2278,5.9444,0.0349,0.0349,-1.828,-0.0213,37,16,21,8,0.2907,-2.1256,0.1632
"Akin, Keegan",669211,CH,Changeup,L,211,211,86.5782,2067.0284,117.3934,16.8586,8.9977,5.8066,1.9012,5.7452,0.5592,0.1327,0.09,0.1754,0.6493,0.2008,0.1955,78.4864,19.9259,0.0616,0.1185,-5.703,-0.027,118,28,90,51,0.2227,-2.7028,0.1994
"Akin, Keegan",669211,FF,4-Seam Fastball,L,543,543,93.7136,2371.011,139.2597,11.872,17.2095,5.7306,1.8128,5.9527,0.5193,0.1105,0.1492,0.1234,0.6685,0.4197,0.3943,83.9125,31.3646,0.0792,0.1289,4.765,0.0088,282,60,222,76,0.2597,0.8775,0.5132
