player_name,pitcher,pitch_type,pitch_name,p_throws,pitches,balls,velo,spin,spin_axis,HB,IVB,extension,release_x,release_z,swing_rate,whiff_rate,called_strike_rate,chase_rate,strike_rate,xwoba,xba,avg_exit_velocity,avg_launch_angle,hard_hit_rate,sweet_spot_rate,run_value,avg_run_value,swings,whiffs,contacts,balls_in_play,csw_rate,run_value_per_100,usage
"Enns, Dietrich",608650,CU,Curveball,L,36,36,77.1833,2118.75,339.9444,-1.5,-10.2733,6.2194,1.605,6.3864,0.3333,0.1111,0.1389,0.1111,0.4722,0.1344,0.1938,91.4375,9.625,0.0833,0.0278,0.009,0.0003,12,4,8,5,0.25,0.025,0.0486
"Enns, Dietrich",608650,FC,Cutter,L,123,123,85.2382,2163.8158,243.9386,-2.478,0.9912,6.2561,1.8179,6.3088,0.3902,0.0732,0.1626,0.1057,0.5528,0.3133,0.3813,83.3944,9.0556,0.0976,0.1057,4.738,0.0385,48,9,39,23,0.2358,3.852,0.166
"Enns, Dietrich",608650,FF,4-Seam Fastball,L,340,340,93.9912,2123.5298,153.0408,5.8059,17.6354,6.3135,1.8223,6.3118,0.5794,0.1647,0.1676,0.1294,0.7471,0.2592,0.3268,79.4384,32.656,0.0559,0.1294,-4.462,-0.0131,197,56,141,51,0.3324,-1.3124,0.4588
"Enns, Dietrich",608650,SI,Sinker,L,23,23,93.1,2112.5,150.3636,11.8435,15.1304,6.3174,1.8822,6.2922,0.5652,0.0435,0.1304,0.087,0.6957,0.5959,0.5185,79.4818,29.6364,0.1304,0.2174,3.155,0.1372,13,1,12,6,0.1739,13.7174,0.031
"Enright, Nic",663671,CH,Changeup,R,1,1,85.6,1685.0,211.0,-13.8,10.56,6.6,-1.59,6.12,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.104,0.104,0,0,0,0,0.0,10.4,0.0019
"Enright, Nic",663671,CU,Curveball,R,43,43,82.6581,2426.9535,43.9767,5.76,-5.8744,6.2953,-1.566,6.1758,0.3488,0.093,0.0465,0.1628,0.3953,0.3476,0.4085,78.63,20.8,0.0233,0.0465,0.733,0.017,15,4,11,2,0.1395,1.7047,0.0808
"Enright, Nic",663671,FF,4-Seam Fastball,R,353,353,93.1703,2514.7394,197.2408,-4.645,19.8279,6.4813,-1.3737,6.2576,0.5127,0.0793,0.1473,0.1105,0.6601,0.3475,0.3238,82.3695,33.1631,0.085,0.136,-3.531,-0.01,181,28,153,61,0.2266,-1.0003,0.6635
"Enright, Nic",663671,SL,Slider,R,135,135,85.0215,2467.2741,118.7259,2.7511,4.1796,6.4704,-1.597,6.1092,0.5704,0.2296,0.0889,0.2741,0.6593,0.1858,0.2732,76.9024,9.8293,0.0296,0.0593,-1.738,-0.0129,77,31,46,20,0.3185,-1.2874,0.2538
"Eovaldi, Nathan",543135,CU,Curveball,R,379,379,75.8348,1913.321,45.7984,8.7065,-8.3579,6.8106,-2.3244,5.511,0.4538,0.1873,0.1689,0.2032,0.6227,0.1959,0.2369,76.8844,5.7667,0.0449,0.0501,-5.639,-0.0149,172,71,101,42,0.3562,-1.4879,0.1975
"Eovaldi, Nathan",543135,FC,Cutter,R,385,385,90.4945,2300.5849,202.5822,0.4289,11.4979,6.8499,-2.4844,5.3811,0.4935,0.0857,0.213,0.0649,0.7065,0.2727,0.2901,82.1292,23.6806,0.0805,0.1247,-12.958,-0.0337,190,33,157,65,0.2987,-3.3657,0.2006
"Eovaldi, Nathan",543135,FF,4-Seam Fastball,R,432,432,94.1157,2228.9112,229.5047,-13.3206,12.9911,6.869,-2.4369,5.295,0.4306,0.0463,0.2199,0.0556,0.6505,0.3219,0.3198,85.5205,25.3974,0.0926,0.1273,-0.116,-0.0003,186,20,166,78,0.2662,-0.0269,0.2251
"Eovaldi, Nathan",543135,FS,Split-Finger,R,603,603,87.6109,1512.5141,240.7022,-12.3787,0.2127,6.8461,-2.4279,5.4284,0.5804,0.1907,0.0912,0.199,0.6716,0.2631,0.3297,83.0191,-4.9137,0.0879,0.0713,-10.75,-0.0178,350,115,235,113,0.2819,-1.7828,0.3142
"Eovaldi, Nathan",543135,SI,Sinker,R,97,97,93.3423,2134.4021,226.9897,-17.6165,9.548,6.8804,-2.39,5.3444,0.6804,0.0619,0.134,0.2165,0.8144,0.3205,0.2872,77.9946,6.9643,0.0928,0.1649,-3.882,-0.04,66,6,60,34,0.1959,-4.0021,0.0505
"Eovaldi, Nathan",543135,SL,Slider,R,23,23,85.7435,2111.8261,147.6522,5.6765,3.6,6.8609,-2.4426,5.4409,0.3913,0.0,0.1304,0.0,0.5217,0.3536,0.3198,90.5444,27.2222,0.1739,0.087,1.168,0.0508,9,0,9,6,0.1304,5.0783,0.012
"Erceg, Lucas",668674,CH,Changeup,R,161,161,90.036,1932.4969,234.9814,-16.8671,6.8676,6.5248,-1.9782,5.9176,0.4783,0.1118,0.0621,0.1801,0.5404,0.3086,0.3355,81.5109,6.7818,0.087,0.0683,0.897,0.0056,77,18,59,33,0.1739,0.5571,0.1672
"Erceg, Lucas",668674,FF,4-Seam Fastball,R,289,289,97.5713,2144.7578,220.7958,-10.1477,14.4461,6.526,-1.8517,6.0033,0.4948,0.1211,0.1765,0.09,0.6713,0.2879,0.367,86.09,23.84,0.0969,0.1211,-3.151,-0.0109,143,35,108,40,0.2976,-1.0903,0.3001
"Erceg, Lucas",668674,SI,Sinker,R,230,230,97.4813,1909.8348,226.013,-14.8805,10.2334,6.5778,-1.782,6.0065,0.5174,0.0391,0.2348,0.1478,0.7522,0.3015,0.2781,84.321,0.47,0.087,0.0957,-4.789,-0.0208,119,9,110,61,0.2739,-2.0822,0.2388
"Erceg, Lucas",668674,SL,Slider,R,283,283,85.0,2063.0601,71.4452,0.1921,-1.3874,6.4117,-1.8659,5.9723,0.4594,0.159,0.1025,0.1767,0.5618,0.3212,0.3008,81.5641,13.3974,0.0636,0.0919,-1.094,-0.0039,130,45,85,45,0.2615,-0.3866,0.2939
"Espada, Jose",664744,FF,4-Seam Fastball,R,14,14,94.0214,2215.2857,208.0,-5.7771,19.5771,6.0643,-1.6607,6.4921,0.6429,0.1429,0.0,0.0714,0.6429,0.007,0.0093,89.9429,54.8571,0.2143,0.0,-0.347,-0.0248,9,2,7,3,0.1429,-2.4786,0.4828
"Espada, Jose",664744,FS,Split-Finger,R,9,9,89.8,1367.5556,224.3333,-12.8267,7.4933,6.2333,-1.8456,6.3,0.7778,0.4444,0.0,0.2222,0.7778,0.02,0.088,80.5,-14.0,0.0,0.0,-0.849,-0.0943,7,4,3,1,0.4444,-9.4333,0.3103
"Espada, Jose",664744,SL,Slider,R,6,6,83.4833,2333.3333,286.0,-2.82,-1.52,6.2333,-2.0383,6.0567,0.1667,0.0,0.6667,0.1667,0.8333,0.097,0.104,84.9,-8.0,0.0,0.0,-0.494,-0.0823,1,0,1,1,0.6667,-8.2333,0.2069
"Estes, Joey",683155,CH,Changeup,R,17,17,84.0176,1440.6471,236.5882,-14.1671,6.1059,5.9765,-2.0582,5.7018,0.5882,0.0588,0.0588,0.1765,0.6471,0.1932,0.2032,79.9222,37.6667,0.0588,0.0588,-0.345,-0.0203,10,1,9,4,0.1176,-2.0294,0.0914
"Estes, Joey",683155,FF,4-Seam Fastball,R,91,91,91.1132,2345.6154,209.3187,-6.8229,16.0774,6.0681,-2.1041,5.8287,0.5385,0.1099,0.0989,0.1099,0.6374,0.3611,0.239,84.5028,36.1944,0.0879,0.1209,2.786,0.0306,49,10,39,18,0.2088,3.0615,0.4892
"Estes, Joey",683155,SI,Sinker,R,21,21,89.8381,2173.1429,214.2381,-13.9886,14.0,6.0667,-2.0057,5.7967,0.4762,0.0476,0.0476,0.1429,0.5238,0.3902,0.4188,84.2889,14.7778,0.0476,0.1429,-0.196,-0.0093,10,1,9,5,0.0952,-0.9333,0.1129
"Estes, Joey",683155,SL,Slider,R,28,28,82.4893,2425.3929,133.7143,5.79,2.4557,6.0036,-2.1954,5.7775,0.5,0.0714,0.1429,0.0714,0.6429,0.3714,0.3373,83.4636,44.0909,0.1429,0.1071,1.059,0.0378,14,2,12,7,0.2143,3.7821,0.1505
"Estes, Joey",683155,ST,Sweeper,R,29,29,76.9379,2502.2414,73.069,15.9931,4.5393,5.9517,-2.2193,5.7034,0.4483,0.069,0.1379,0.2069,0.5862,0.4125,0.4167,79.88,13.7,0.069,0.1379,2.345,0.0809,13,2,11,8,0.2069,8.0862,0.1559
"Estrada, Jeremiah",669093,FF,4-Seam Fastball,R,712,712,97.8663,2196.1798,189.1503,-1.9925,19.6058,6.824,-0.4199,5.9316,0.5787,0.1517,0.118,0.1784,0.6966,0.2975,0.3269,83.4744,32.1348,0.0716,0.111,-2.738,-0.0038,412,108,304,105,0.2697,-0.3846,0.5624
"Estrada, Jeremiah",669093,FS,Split-Finger,R,301,301,83.6186,1429.4983,231.1761,-10.8343,9.9843,7.0844,-0.6294,5.671,0.4784,0.2159,0.1296,0.1528,0.608,0.1413,0.2442,78.7229,16.9286,0.0365,0.0432,-5.301,-0.0176,144,65,79,32,0.3455,-1.7611,0.2378
"Estrada, Jeremiah",669093,SL,Slider,R,253,253,88.4182,2199.1976,138.5178,4.3665,3.1157,6.8743,-0.7465,5.7725,0.3992,0.1581,0.2332,0.1383,0.6324,0.3144,0.2945,83.1093,15.6667,0.0593,0.0751,0.898,0.0035,101,40,61,33,0.3913,0.3549,0.1998
"Estrada, Lazaro",681751,CU,Curveball,R,13,13,75.2,2580.2308,33.1538,8.9077,-12.2585,6.1923,-0.9177,5.6646,0.4615,0.2308,0.1538,0.1538,0.6154,0.0025,0.005,87.35,60.5,0.0,0.0,-0.481,-0.037,6,3,3,1,0.3846,-3.7,0.1092
"Estrada, Lazaro",681751,FF,4-Seam Fastball,R,58,58,93.6603,2234.5,205.1552,-7.591,18.3476,6.1776,-0.8597,5.6207,0.6034,0.0862,0.1034,0.1034,0.7069,0.3941,0.4198,83.5615,26.9231,0.069,0.1724,4.111,0.0709,35,5,30,14,0.1897,7.0879,0.4874
"Estrada, Lazaro",681751,FS,Split-Finger,R,7,7,84.0429,687.0,211.5714,-4.0286,4.1829,6.4143,-0.8671,5.6014,0.4286,0.1429,0.0,0.1429,0.4286,0.4237,0.62,102.7,15.0,0.2857,0.2857,0.097,0.0139,3,1,2,2,0.1429,1.3857,0.0588
"Estrada, Lazaro",681751,SL,Slider,R,41,41,85.5976,2446.6829,163.9512,3.3454,5.2595,6.1902,-1.091,5.4939,0.4878,0.2195,0.1951,0.1951,0.6829,0.2551,0.3156,82.4444,17.5556,0.0488,0.0732,-0.912,-0.0222,20,9,11,5,0.4146,-2.2244,0.3445
"Estévez, Carlos",608032,CH,Changeup,R,163,163,87.8663,1616.8957,229.0736,-11.3286,9.7936,6.3785,-2.0123,5.9373,0.5153,0.092,0.1227,0.1472,0.638,0.19,0.2294,80.6,27.7031,0.0675,0.0982,-2.4,-0.0147,84,15,69,35,0.2147,-1.4724,0.1563
"Estévez, Carlos",608032,FF,4-Seam Fastball,R,558,558,95.8695,2163.7885,207.5842,-7.468,17.2417,6.3154,-1.8899,5.9355,0.5036,0.0789,0.1523,0.0968,0.6559,0.323,0.3063,83.811,32.9364,0.086,0.1308,-6.909,-0.0124,281,44,237,94,0.2312,-1.2382,0.535
"Estévez, Carlos",608032,SL,Slider,R,322,322,87.341,2243.6056,143.0497,5.3933,2.9952,6.1658,-1.8644,6.0433,0.4658,0.0839,0.1925,0.087,0.6584,0.3141,0.3094,82.0458,26.2627,0.0932,0.1242,-6.276,-0.0195,150,27,123,60,0.2764,-1.9491,0.3087
"Evans, Logan",688138,CH,Changeup,R,163,163,87.3221,2044.3006,250.3804,-17.9072,1.9848,5.7644,-2.3483,5.6782,0.4417,0.0859,0.092,0.1902,0.5337,0.2326,0.267,82.7404,10.7018,0.0675,0.0859,-0.134,-0.0008,72,14,58,31,0.1779,-0.0822,0.1218
"Evans, Logan",688138,CU,Curveball,R,131,131,81.6069,3055.374,45.8168,11.4458,-10.1927,5.7939,-2.0739,6.0793,0.4962,0.0763,0.1221,0.1145,0.6183,0.4466,0.4309,85.154,12.1,0.1374,0.1221,7.068,0.054,65,10,55,31,0.1985,5.3954,0.0979
"Evans, Logan",688138,FC,Cutter,R,356,356,87.8084,2548.1208,146.0646,1.4596,2.6285,5.834,-2.1198,6.0349,0.4775,0.1124,0.2079,0.1039,0.6854,0.3438,0.3078,83.35,14.431,0.0927,0.1011,-5.752,-0.0162,170,40,130,65,0.3202,-1.6157,0.2661
"Evans, Logan",688138,FF,4-Seam Fastball,R,147,147,92.8122,2088.2109,237.6871,-13.3339,11.3502,5.7626,-2.212,5.9641,0.4218,0.0612,0.1701,0.0272,0.5918,0.3803,0.2825,86.502,25.0588,0.0816,0.1429,3.966,0.027,62,9,53,26,0.2313,2.698,0.1099
"Evans, Logan",688138,SI,Sinker,R,226,226,92.9009,2002.3894,239.3274,-17.7011,5.2949,5.781,-2.2011,5.9431,0.4027,0.0221,0.2566,0.0752,0.6593,0.3575,0.3419,86.8152,10.8987,0.1327,0.1195,3.786,0.0168,91,5,86,50,0.2788,1.6752,0.1689
"Evans, Logan",688138,ST,Sweeper,R,315,315,84.1216,2842.727,52.3302,14.323,-0.2838,5.8489,-2.2662,5.8753,0.4508,0.0857,0.1556,0.1873,0.6063,0.3509,0.3676,82.6118,20.7353,0.0952,0.1111,1.16,0.0037,142,27,115,53,0.2413,0.3683,0.2354
"Fairbanks, Pete",664126,CH,Changeup,R,48,48,94.1854,1965.9111,212.2222,-11.32,8.595,6.3854,-0.3304,6.8481,0.5208,0.1458,0.0417,0.2083,0.5625,0.2418,0.3911,88.86,-9.7333,0.125,0.0833,1.651,0.0344,25,7,18,11,0.1875,3.4396,0.0486
"Fairbanks, Pete",664126,FC,Cutter,R,41,41,90.5537,2456.9756,107.9024,5.2712,3.4566,6.2878,-0.1529,6.9944,0.7805,0.2439,0.0244,0.3171,0.8049,0.0989,0.1488,78.175,22.25,0.122,0.0732,-3.457,-0.0843,32,10,22,9,0.2683,-8.4317,0.0415
"Fairbanks, Pete",664126,FF,4-Seam Fastball,R,504,504,97.3097,2433.1147,189.5915,-0.2738,17.2098,6.5008,-0.0401,6.9317,0.5357,0.1111,0.1329,0.1111,0.6687,0.3122,0.3107,82.9644,28.401,0.0972,0.1151,-3.757,-0.0075,270,56,214,91,0.244,-0.7454,0.5106
"Fairbanks, Pete",664126,SL,Slider,R,394,394,85.2944,2533.5656,48.509,5.2151,-5.4073,6.3396,0.1228,7.1078,0.4365,0.1294,0.231,0.132,0.6675,0.2519,0.2841,81.3748,14.9459,0.0482,0.0888,-0.161,-0.0004,172,51,121,55,0.3604,-0.0409,0.3992
"Falter, Bailey",663559,CU,Curveball,L,246,246,77.8252,1851.2439,283.7886,-3.4517,-2.2385,6.9654,1.532,5.8367,0.3699,0.0935,0.2195,0.0854,0.5894,0.3234,0.3031,81.6758,16.2424,0.0854,0.0854,2.635,0.0107,91,23,68,35,0.313,1.0711,0.1261
"Falter, Bailey",663559,FF,4-Seam Fastball,L,992,992,92.1426,2125.7702,167.6331,3.7996,18.5122,7.2477,1.379,5.8349,0.4859,0.0665,0.1734,0.1099,0.6593,0.3401,0.3068,84.644,27.2188,0.1109,0.123,-1.539,-0.0016,482,66,416,207,0.2399,-0.1551,0.5085
"Falter, Bailey",663559,FS,Split-Finger,L,151,151,85.2735,933.106,149.1523,3.7788,10.5195,7.2709,1.4107,5.7805,0.3907,0.0464,0.1457,0.0728,0.5364,0.422,0.3714,87.38,-0.56,0.1325,0.0795,2.019,0.0134,59,7,52,36,0.1921,1.3371,0.0774
"Falter, Bailey",663559,SI,Sinker,L,191,191,92.1895,2025.9686,170.3717,7.4978,18.2846,7.2251,1.3295,5.8309,0.4974,0.0628,0.2513,0.1361,0.7487,0.2845,0.3125,84.1359,26.5897,0.1099,0.1361,-4.068,-0.0213,95,12,83,42,0.3141,-2.1298,0.0979
"Falter, Bailey",663559,SL,Slider,L,354,354,85.0927,2048.2571,203.565,-4.74,6.4173,7.1449,1.6036,5.7836,0.5169,0.0989,0.0932,0.1638,0.6102,0.3444,0.3394,84.7417,15.2406,0.1158,0.1271,4.088,0.0115,183,35,147,69,0.1921,1.1548,0.1814
"Falter, Bailey",663559,SV,Slurve,L,17,17,80.2118,2128.6471,254.0588,-6.4376,0.4306,7.0118,1.7165,5.7671,0.3529,0.1765,0.0588,0.1176,0.4118,0.4892,0.233,77.6667,-19.0,0.0588,0.0588,0.329,0.0194,6,3,3,1,0.2353,1.9353,0.0087
"Farmer, Kyle",571657,EP,Eephus,R,7,7,42.5429,1192.1429,210.0,0.72,21.1029,3.8429,-2.1057,6.9629,0.7143,0.0,0.0,0.2857,0.7143,0.6002,0.417,95.28,19.0,0.2857,0.4286,1.271,0.1816,5,0,5,5,0.0,18.1571,1.0
"Farris, Mitch",815083,CH,Changeup,L,108,108,77.6241,1430.2778,89.5093,13.4822,-1.1256,6.4315,1.0558,5.9931,0.5,0.1944,0.0648,0.2685,0.5648,0.2536,0.3512,78.1032,19.2581,0.0463,0.0741,0.424,0.0039,54,21,33,16,0.2593,0.3926,0.2667
"Farris, Mitch",815083,FF,4-Seam Fastball,L,202,202,90.2975,2149.8267,141.9703,9.7123,15.7438,6.5545,0.9519,6.0806,0.4851,0.099,0.1535,0.0842,0.6386,0.4104,0.3817,85.7375,29.4583,0.1188,0.1584,1.201,0.0059,98,20,78,39,0.2525,0.5946,0.4988
"Farris, Mitch",815083,SL,Slider,L,95,95,81.5474,2231.5895,252.4105,-2.2762,0.8501,6.4221,1.1494,5.9794,0.4947,0.1158,0.1895,0.1263,0.6842,0.3975,0.4129,77.2515,19.8182,0.1053,0.1579,2.22,0.0234,47,11,36,16,0.3053,2.3368,0.2346
"Faucher, Calvin",676534,CH,Changeup,R,1,1,90.9,1816.0,219.0,-14.76,4.2,5.8,-1.42,5.97,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.029,0.029,0,0,0,0,0.0,2.9,0.0009
"Faucher, Calvin",676534,CU,Curveball,R,159,159,86.1296,2993.9371,28.7987,9.8906,-12.7321,5.9321,-1.2248,5.9213,0.3585,0.1321,0.1006,0.1698,0.4591,0.197,0.2841,84.77,-1.2581,0.044,0.044,-2.399,-0.0151,57,21,36,24,0.2327,-1.5088,0.1509
"Faucher, Calvin",676534,FC,Cutter,R,390,390,92.0797,2862.0205,135.0077,3.7572,2.0652,5.8867,-1.3543,5.8456,0.5026,0.0795,0.2051,0.0949,0.7077,0.3441,0.3547,82.0913,14.8456,0.0769,0.1231,-4.072,-0.0104,196,31,164,77,0.2846,-1.0441,0.37
"Faucher, Calvin",676534,FF,4-Seam Fastball,R,182,182,95.9566,2471.9341,221.1429,-7.7235,15.4662,5.9115,-1.4167,5.7562,0.3297,0.0385,0.2253,0.0714,0.5549,0.3855,0.397,86.5319,26.5957,0.0604,0.0934,0.845,0.0046,60,7,53,20,0.2637,0.4643,0.1727
"Faucher, Calvin",676534,SI,Sinker,R,131,131,95.8122,2306.1679,223.2901,-16.7176,6.1328,5.9115,-1.3466,5.7676,0.3435,0.0763,0.2366,0.145,0.5802,0.3577,0.4096,72.3867,5.7333,0.0076,0.0992,-0.223,-0.0017,45,10,35,13,0.313,-0.1702,0.1243
"Faucher, Calvin",676534,ST,Sweeper,R,191,191,87.5492,3004.7277,48.6806,13.8019,-1.4959,5.9476,-1.3846,5.7334,0.4712,0.1152,0.0838,0.1885,0.555,0.31,0.3643,80.0887,18.3065,0.0733,0.1361,1.483,0.0078,90,22,68,35,0.199,0.7764,0.1812
"Fedde, Erick",607200,CH,Changeup,R,281,281,87.6342,1807.5552,230.6655,-12.2122,2.5328,6.6149,-1.7015,5.763,0.4057,0.0534,0.0783,0.1708,0.484,0.3539,0.3217,84.4926,8.7872,0.0961,0.089,3.698,0.0132,114,15,99,62,0.1317,1.316,0.1186
"Fedde, Erick",607200,FC,Cutter,R,664,664,90.2943,2138.381,195.2545,1.2394,9.1379,6.6849,-1.4497,5.8546,0.4985,0.0949,0.1401,0.0994,0.6386,0.3482,0.3174,83.4494,25.8193,0.0949,0.1355,8.976,0.0135,331,63,268,142,0.2349,1.3518,0.2803
"Fedde, Erick",607200,FF,4-Seam Fastball,R,21,21,92.7571,2056.6667,210.381,-6.4857,12.8914,6.6238,-1.4567,5.9767,0.5238,0.0952,0.0,0.1429,0.5238,0.1811,0.1433,81.1333,33.4444,0.0476,0.0476,-0.604,-0.0288,11,2,9,3,0.0952,-2.8762,0.0089
"Fedde, Erick",607200,SI,Sinker,R,788,788,93.233,1972.3388,206.684,-11.8602,9.3385,6.7372,-1.2422,5.9616,0.4124,0.0343,0.2297,0.0939,0.6421,0.389,0.3615,86.304,17.276,0.1079,0.1294,4.179,0.0053,325,27,298,158,0.264,0.5303,0.3326
"Fedde, Erick",607200,ST,Sweeper,R,615,615,82.6,2437.0683,78.3073,12.8215,4.2798,6.6569,-1.6909,5.6373,0.4504,0.1106,0.1447,0.1772,0.5951,0.3207,0.285,78.934,19.9898,0.0715,0.0878,2.376,0.0039,277,68,209,105,0.2553,0.3863,0.2596
"Feltner, Ryan",663372,CH,Changeup,R,97,97,84.7041,1631.6392,202.2371,-4.7146,5.4235,6.3052,-1.4674,5.526,0.4639,0.1753,0.0412,0.2268,0.5052,0.2067,0.2304,80.7833,21.9583,0.0412,0.0722,1.184,0.0122,45,17,28,14,0.2165,1.2206,0.1858
"Feltner, Ryan",663372,CU,Curveball,R,33,33,78.6606,2675.3636,46.6667,10.2436,-11.6545,6.2061,-1.4294,5.5473,0.5455,0.1212,0.0606,0.1515,0.6061,0.4763,0.4806,87.8786,5.4286,0.1818,0.1818,2.401,0.0728,18,4,14,7,0.1818,7.2758,0.0632
"Feltner, Ryan",663372,FF,4-Seam Fastball,R,174,174,93.592,2412.2126,209.2644,-3.5331,11.3897,6.2494,-1.4377,5.5503,0.454,0.069,0.1782,0.0747,0.6322,0.3269,0.3027,86.5688,10.0938,0.1034,0.1034,0.412,0.0024,79,12,67,34,0.2471,0.2368,0.3333
"Feltner, Ryan",663372,SI,Sinker,R,65,65,93.38,2357.2462,211.3692,-10.3108,7.2665,6.2277,-1.4825,5.5029,0.5231,0.0462,0.1538,0.1077,0.6769,0.2724,0.2548,88.3038,26.3846,0.1385,0.0615,-1.387,-0.0213,34,3,31,17,0.2,-2.1338,0.1245
"Feltner, Ryan",663372,SL,Slider,R,89,89,87.9742,2514.3933,175.7528,5.3744,5.582,6.2326,-1.4891,5.5106,0.4944,0.1461,0.191,0.0899,0.6854,0.2859,0.2465,85.3621,25.6552,0.0674,0.1124,0.312,0.0035,44,13,31,16,0.3371,0.3506,0.1705
"Feltner, Ryan",663372,ST,Sweeper,R,64,64,81.4734,2580.8906,62.0156,14.4488,-1.3819,6.2422,-1.5408,5.4798,0.5156,0.2031,0.1094,0.2812,0.625,0.1797,0.2572,78.6111,6.8889,0.0312,0.0625,-1.487,-0.0232,33,13,20,10,0.3125,-2.3234,0.1226
"Ferguson, Caleb",657571,FC,Cutter,L,260,260,88.6069,2632.6538,201.2385,-2.8408,4.6357,6.3835,2.3152,5.8397,0.5385,0.1154,0.1154,0.15,0.6538,0.2989,0.3205,80.3535,12.8812,0.0808,0.1154,-5.284,-0.0203,140,30,110,53,0.2308,-2.0323,0.234
"Ferguson, Caleb",657571,FF,4-Seam Fastball,L,350,350,93.9337,2307.9314,148.8,4.8957,15.6761,6.3743,2.2604,5.9056,0.4971,0.0886,0.1457,0.1086,0.6429,0.2931,0.2947,80.8866,25.1732,0.06,0.1229,2.22,0.0063,174,31,143,61,0.2343,0.6343,0.315
"Ferguson, Caleb",657571,SI,Sinker,L,261,261,93.8644,2287.3755,150.3678,14.6524,11.2713,6.3881,2.2839,5.8711,0.4598,0.0613,0.2337,0.1571,0.6935,0.2934,0.3051,78.2784,7.701,0.0536,0.1379,-4.707,-0.018,120,16,104,53,0.295,-1.8034,0.2349
"Ferguson, Caleb",657571,SV,Slurve,L,240,240,80.4408,3014.2083,321.2042,-8.944,-12.0465,6.2833,2.2889,5.933,0.3958,0.1042,0.1708,0.1458,0.5667,0.3136,0.336,80.9938,-4.1538,0.0583,0.0792,-0.92,-0.0038,95,25,70,36,0.275,-0.3833,0.216
"Ferguson, Tyler",621053,CH,Changeup,R,40,40,86.3225,1585.425,244.875,-15.945,1.869,6.2625,-3.3348,5.7872,0.25,0.15,0.025,0.15,0.275,0.1835,0.408,70.775,18.25,0.0,0.025,0.241,0.006,10,6,4,1,0.175,0.6025,0.0404
"Ferguson, Tyler",621053,FC,Cutter,R,111,111,89.809,2392.4595,213.0901,1.6097,6.2,6.1036,-3.3232,5.8746,0.3604,0.0631,0.2252,0.027,0.5856,0.3353,0.3152,83.9393,17.2857,0.0631,0.0721,-1.502,-0.0135,40,7,33,12,0.2883,-1.3532,0.1121
"Ferguson, Tyler",621053,FF,4-Seam Fastball,R,380,380,94.7524,2304.9211,225.7026,-8.5443,14.4527,6.1929,-3.2442,5.9707,0.5737,0.1158,0.1421,0.1211,0.7158,0.3313,0.2849,82.5092,31.3882,0.0711,0.1237,0.417,0.0011,218,44,174,74,0.2579,0.1097,0.3838
"Ferguson, Tyler",621053,SI,Sinker,R,147,147,94.1837,2158.6735,232.2925,-16.2473,5.4049,6.2204,-3.2837,5.8633,0.4218,0.0884,0.1633,0.2313,0.585,0.2735,0.2398,77.1098,-13.1667,0.068,0.0612,-1.258,-0.0086,62,13,49,22,0.2517,-0.8558,0.1485
"Ferguson, Tyler",621053,ST,Sweeper,R,312,312,83.658,2537.8141,61.766,11.1065,1.215,6.1099,-3.2709,5.9175,0.4231,0.1154,0.1635,0.1891,0.5865,0.2474,0.2963,81.6954,18.4253,0.0577,0.0769,-1.255,-0.004,132,36,96,45,0.2788,-0.4022,0.3152
"Fermin, José",820862,CH,Changeup,R,2,2,93.1,1658.0,226.0,-14.7,5.88,6.2,-1.78,6.02,0.5,0.0,0.0,0.5,0.5,,,,,0.0,0.0,-0.01,-0.005,1,0,1,0,0.0,-0.5,0.0031
"Fermin, José",820862,FF,4-Seam Fastball,R,304,304,96.8227,2305.9901,213.5395,-8.7075,17.3511,6.2806,-1.6078,6.2282,0.4704,0.0987,0.1842,0.0855,0.6546,0.3949,0.3322,84.3135,35.6154,0.0724,0.0987,1.668,0.0055,143,30,113,41,0.2829,0.5487,0.4713
"Fermin, José",820862,SI,Sinker,R,22,22,96.5955,2342.5,212.3182,-15.3382,13.9418,6.2773,-1.7268,6.1682,0.5455,0.0,0.1818,0.0455,0.7273,0.232,0.164,90.4083,30.1667,0.2273,0.1364,-0.543,-0.0247,12,0,12,8,0.1818,-2.4682,0.0341
"Fermin, José",820862,SL,Slider,R,317,317,89.6148,2592.3186,197.0726,-0.2347,1.7016,5.9896,-1.8588,6.2936,0.4322,0.1861,0.1577,0.1609,0.5899,0.2607,0.2251,83.5556,13.7083,0.0662,0.0473,-0.757,-0.0024,137,59,78,40,0.3438,-0.2388,0.4915
"Fernandez, Ryan",681676,CH,Changeup,R,42,42,87.15,1434.7857,230.0476,-14.2943,5.3343,6.3833,-1.919,5.8419,0.5714,0.2857,0.119,0.2143,0.6905,0.3519,0.5536,78.5556,6.8889,0.0238,0.119,0.794,0.0189,24,12,12,5,0.4048,1.8905,0.0802
"Fernandez, Ryan",681676,FC,Cutter,R,37,37,91.3189,2354.7027,186.8649,1.7254,9.9957,6.3757,-1.8686,5.8786,0.4054,0.0811,0.0811,0.1081,0.4865,0.382,0.4425,90.26,11.1,0.0811,0.027,1.653,0.0447,15,3,12,6,0.1622,4.4676,0.0706
