player_name,season,p_throws,total_pitches,release_x,release_z,extension,avg_velo,map_x,map_y
"Adam, Jason",2020,R,260.0,-2.02010197019702,5.744621462146215,6.554983458345835,89.81862251225122,0.8741612917092084,-0.3220579637391867
"Akin, Keegan",2020,L,500.0,2.5894894000000006,5.752536600000001,5.8010350000000015,87.356829,-1.8916560996289726,0.554249879541298
"Alcala, Jorge",2020,R,403.0,-2.1549441099999997,6.67581411,5.775868239999999,92.5077524,0.8814656267590673,2.2362041718512313
"Alcantara, Sandy",2020,R,757.0,-2.1607775500000006,5.939060680000001,6.081383970000001,92.77735717000002,1.1849519488081417,0.8570273680753622
"Alexander, Scott",2020,L,202.0,1.57889049,5.74115284,6.04506534,92.19262581999999,-0.24547923223197632,0.7463239679745177
"Alexander, Tyler",2020,L,599.0,2.4763906099999997,5.70171393,6.32504141,87.02384763,-1.47426867621161,-0.19461076109795455
"Allard, Kolby",2020,L,658.0,1.9264828382838284,5.644247214721472,5.971413261326133,87.40818396839684,-1.5120779248547642,0.1672886735200271
"Almonte, Yency",2020,R,446.0,-1.7181608160816082,5.755060696069608,6.679165296529653,89.24897647764776,0.7521368568978244,-0.5071911309657563
"Altavilla, Dan",2020,R,407.0,-2.2018576,5.323964,5.6012688,93.596848,0.9446805543691592,0.6601079925120015
"Alvarado, José",2020,L,241.0,1.1917797579757976,6.491544234423442,6.822861686168617,95.27388176817682,1.2851268536786866,1.20031836911311
"Alzolay, Adbert",2020,R,387.0,-1.3606625262526253,6.009645284528452,6.206727602760275,88.59736899689969,0.0817263480974511,0.3667757055029609
"Anderson, Brett",2020,L,752.0,1.5298954109178164,6.314897310537892,5.973653789242152,85.51450815836833,-1.7815621835729911,0.8742689527691152
"Anderson, Chase",2020,R,652.0,-1.17692832,6.17346699,5.75444107,86.59808230000002,-0.8205269638344002,0.9246272753941451
"Anderson, Ian",2020,R,922.0,-1.4503143785621435,6.112136576342366,7.144274792520747,89.19125324467552,1.066290558743346,-0.557562131897383
"Anderson, Nick",2020,R,404.0,-0.6774616038396161,6.3621959204079594,6.242832246775321,91.20878712128787,0.48582453571960277,1.155892763445714
"Anderson, Shaun",2020,R,277.0,-2.53052555,5.9658771,6.712976359999999,90.68474094000001,1.3872322476433838,-0.12722482410020083
"Anderson, Tyler",2020,L,954.0,2.00200104,6.225337799999999,6.0293456999999995,85.81964697999999,-1.8261838394166539,0.7397383819645957
"Andriese, Matt",2020,R,500.0,-2.3313816,5.7505372,5.8474056,87.75060459999999,-0.10469278493052446,0.28784734466016043
"Antone, Tejay",2020,R,593.0,-2.37847891,5.68635611,6.4320177,87.9552764,0.46437196169686135,-0.48801914450531036
"Armstrong, Shawn",2020,R,237.0,-2.61668189,6.1937790900000005,6.59707403,90.06128985,1.1822153598584961,0.25876362157857824
"Arrieta, Jake",2020,R,729.0,-2.7798928,6.14162624,6.00686187,89.71969306,0.6441199066363448,0.850552574327992
