player_name,season,p_throws,total_pitches,release_x,release_z,extension,avg_velo,map_x,map_y
"Abad, Fernando",2021,L,299.0,0.6544223200000001,6.28358569,5.7886066,84.98343486000002,-1.8497839737101152,0.6945963222814883
"Abbott, Cory",2021,R,352.0,-2.63573519,5.622212849999999,6.094904489999999,89.93013019,0.5742359970970679,-0.3511870245351925
"Abreu, Albert",2021,R,651.0,-2.4722745825417456,5.6947622037796215,6.392046615338467,92.56600421957803,1.4587375509925087,-0.05523481615460731
"Abreu, Bryan",2021,R,738.0,-1.721669593040696,5.921354634536546,6.265187651234876,91.50768113188681,0.86885578322063,0.3414294477608393
"Adams, Austin",2021,R,936.0,-3.4198874999999997,5.3165375,5.8322875000000005,87.7835625,0.0074817559574846485,-1.0469761040409913
"Akin, Keegan",2021,L,1768.0,2.44037576,5.8213111799999995,5.90374216,87.91488541999999,-1.6632071516668712,0.6589453805998102
"Albers, Andrew",2021,L,365.0,1.8124618761876186,5.862829632963296,6.118921322132213,84.27614729472947,-2.0657543604815056,-0.03846195124311339
"Alcala, Jorge",2021,R,856.0,-2.6490730673067304,6.431578677867787,5.714842374237423,93.08056709670967,0.9838221182903291,1.5129506578826302
"Alcantara, Sandy",2021,R,3138.0,-2.34962072,5.95641047,5.94831857,94.23217527000001,1.3532840797699686,0.8768802269529241
"Alexander, Scott",2021,L,277.0,1.8055482400000002,5.70085684,6.05232669,90.21321324000002,-0.7888995296160948,0.5926956564231585
"Alexander, Tyler",2021,L,1674.0,2.06711674,5.78707475,6.24370977,86.80448524,-1.4378196273357073,0.16061209768822476
"Alexy, A.J.",2021,R,424.0,-1.1876290799999998,5.955757499999999,6.6938771,88.16985021999999,0.4016538362061107,-0.2704183149541905
"Allard, Kolby",2021,L,2054.0,2.1843553700000005,5.5251319699999994,6.0666039,87.17972878,-1.6096022786868984,-0.02632655549259017
"Allen, Logan",2021,L,832.0,2.2341879987998796,6.099528242824283,5.982102220222022,86.26641307130714,-1.8612689868901382,0.7450962620922811
"Almonte, Yency",2021,R,880.0,-2.80762959,5.673497189999999,6.7455615700000005,89.23211733,1.1771230554809713,-0.8452048272780613
"Alvarado, José",2021,L,1055.0,0.9081112600000001,6.475942020000001,6.8287474,98.01492478,2.2139775239647106,2.1132651394488895
"Alvarez, Jose",2021,L,968.0,2.412081591840816,5.62858504149585,6.480242735726428,87.21146421357865,-1.2145017182930118,-0.11416566834062605
"Alzolay, Adbert",2021,R,1955.0,-1.8481953504649533,6.118855284471553,6.267816678332167,89.81373671632836,0.5442989284389148,0.36952738023034054
"Anderson, Brett",2021,L,1534.0,1.4339418499999999,6.3436631,5.8831910700000005,84.89618614000001,-2.004880465193574,0.8389664829146409
"Anderson, Chase",2021,R,852.0,-0.8604951799999999,6.1144547,5.84929222,86.24167394,-1.0395652548837293,0.3226744356645889
"Anderson, Drew",2021,R,312.0,-1.533981238123812,5.962815931593158,6.334950235023501,87.59782319231921,-0.008778387267861882,-0.15484211449626084
"Anderson, Ian",2021,R,2365.0,-1.56033555,6.20031535,6.89942116,89.57133049000002,1.090765522180553,0.07408007816606865
"Anderson, Shaun",2021,R,421.0,-2.13538385,6.29851307,6.59565288,89.08165973999999,0.8409262833936326,0.25632373170575673
"Anderson, Tyler",2021,L,2602.0,2.3788949494949496,5.89369196919692,5.965944754475448,86.40601605160515,-1.9153837795274082,0.5021282551027678
"Andriese, Matt",2021,R,855.0,-2.2739059999999998,5.85746814,5.88233493,88.03841849999999,-0.17721012180580475,-0.06575471615074542
"Antone, Tejay",2021,R,529.0,-2.257547215278472,5.7912809019098095,6.459557344265574,86.36994148585141,0.05078330120403713,-0.7820002160589399
"Archer, Chris",2021,R,327.0,-0.92348477,6.28134839,6.30241373,89.15477353,0.1590389564225909,0.6487698165671733
"Arihara, Kohei",2021,R,696.0,-2.7019458054194585,5.750440075992402,6.674173552644737,86.5253500549945,0.45318366824005085,-1.041729951077252
"Armstrong, Shawn",2021,R,685.0,-2.34257128,6.012636539999999,6.5796931999999995,91.34246569999999,1.375881518214868,0.1305029790495679
"Arrieta, Jake",2021,R,1746.0,-2.7335270000000005,6.13340127,5.85426929,88.59556493,0.09589518058600913,0.3511869463139944
"Ashby, Aaron",2021,L,553.0,0.71364643,6.25877902,5.39042992,89.26790651000002,-1.3166496584358072,1.5323847113641411
"Baldonado, Alberto",2021,L,200.0,1.5807835,6.351436,6.4624760000000006,88.381492,-0.6220800358924601,0.9640646092804348
"Banda, Anthony",2021,L,592.0,1.9417432343234324,5.815681458145816,6.191023792379238,89.19709396939696,-0.9021333095223141,0.5474623958514774
"Baragar, Caleb",2021,L,358.0,1.9739393360663935,5.928506729327069,6.573994020597942,90.83330500949906,-0.10896614251095355,0.6825468211977078
"Bard, Daniel",2021,R,1202.0,-2.4905149800000004,5.46917844,6.126191009999999,92.27303936,1.0838957258099935,-0.24491875642604946
"Barlow, Joe",2021,R,446.0,-0.08684728472847286,5.9827499749975,6.061454565456546,89.12212316231623,-0.4050958161081525,0.5191009911026071
"Barlow, Scott",2021,R,1211.0,-1.8619397460253977,5.381040645935407,6.7435341465853424,87.22904144585543,0.38487294262400074,-1.3823495143104347
"Barnes, Charlie",2021,L,655.0,1.8996542200000002,5.44106776,5.54539058,84.37229438,-2.7392268700143805,-0.23121233847947203
"Barnes, Jacob",2021,R,586.0,-1.8194079600000002,5.777097649999999,6.7751017099999995,91.87415306000001,1.5188161148346058,-0.18008086054907924
"Barnes, Matt",2021,R,926.0,-1.59406206,6.241133,6.78443571,90.59195982,1.2162897187601904,0.34680212719523523
"Barraclough, Kyle",2021,R,267.0,-2.7543950400000003,5.5517090300000005,6.424705309999999,85.65961766000001,-0.021864276297964363,-1.2887987746880072
"Barria, Jaime",2021,R,917.0,-1.7687278,6.4776033,6.13075658,89.75351395000001,0.39813201008345955,0.9875140301825869
"Bass, Anthony",2021,R,959.0,-0.85251592,5.8791379500000005,6.29369139,90.56372198,0.40559154125862895,0.27937941531509375
"Bassitt, Chris",2021,R,2381.0,-1.269129817018298,5.546164703529646,6.33839305069493,88.39254730526947,0.04732816204223089,-0.6051589088875188
"Bauer, Trevor",2021,R,1787.0,-1.7059916400000001,5.66006027,6.423224340000001,87.88385327,0.171901482659031,-0.6432093196817485
"Baz, Shane",2021,R,245.0,-1.5417097409740974,5.616761476147614,6.677016901690169,91.95939498949896,1.3271137706297258,-0.28618534817062596
"Bednar, David",2021,R,958.0,-2.4085036996300366,5.7943154184581545,6.58602686731327,90.68657624237575,1.2277377636022118,-0.2920563736786796
"Bedrosian, Cam",2021,R,468.0,-1.8988535853585358,6.218549234923493,5.985266456645665,87.84903274327434,-0.18583571082493702,0.4253380424144988
"Bender, Anthony",2021,R,989.0,-1.40552018,5.72937489,5.884642309999999,91.1641062,0.2574188824409587,0.3287149339435346
"Benjamin, Wes",2021,L,482.0,1.83766932,6.40242889,5.959751010000001,86.78358657999999,-1.6078722103170366,1.2025015602777491
"Berríos, José",2021,R,2945.0,-3.250102169783022,5.500244525547446,6.396966343365664,89.37404969503051,0.95162617455022,-0.9154585951070244
"Bickford, Phil",2021,R,835.0,-2.57823017,5.30286758,6.86731678,90.27133413,1.4337455002058634,-1.2815257243428375
"Bieber, Shane",2021,R,1509.0,-1.2147434843484348,5.544976667666767,6.543042704270427,87.59465480548056,0.06803064673968155,-0.8470573138126618
"Bielak, Brandon",2021,R,835.0,-1.9676432656734324,6.205684551544845,5.555657724227576,89.70749774022596,-0.2030640909893512,0.9440780104640792
"Blackburn, Paul",2021,R,681.0,-0.8906523047695232,6.051084071592841,6.204827477252275,87.80228779122088,-0.2939638761723632,0.20007818616682238
"Bleier, Richard",2021,L,684.0,3.1756373562643736,6.028286921307869,6.559352214778522,87.82257330266974,-1.182126121543053,0.6264769451488797
