player_name,pitch_type,HB,IVB,usage,velo,pitches
"Canning, Griffin",FF,-9.56,15.7485,0.3507,94.0669,471
"Canning, Griffin",KC,13.2893,-5.4851,0.064,81.3128,86
"Canning, Griffin",SL,1.294,-4.4362,0.3053,87.7446,410
"Cannon, Jonathan",CH,-15.4628,1.2432,0.2136,85.5869,383
"Cannon, Jonathan",FC,0.3985,9.548,0.2331,89.3084,418
"Cannon, Jonathan",FF,-8.8375,14.9708,0.1813,93.7628,325
"Cannon, Jonathan",SI,-15.0638,5.1026,0.2192,93.0181,393
"Cannon, Jonathan",ST,15.099,2.6204,0.15,81.5903,269
"Cano, Yennier",CH,-17.8937,1.9951,0.1247,91.8398,123
"Cano, Yennier",FF,-13.68,7.4219,0.1146,94.9088,113
"Cano, Yennier",FS,-13.1577,-4.2625,0.072,90.6282,71
"Cano, Yennier",SI,-17.0097,-1.3205,0.4584,95.1303,452
"Cano, Yennier",ST,12.2987,-0.2752,0.1866,86.0745,184
"Cantillo, Joey",CH,10.256,12.3807,0.307,78.3136,516
"Cantillo, Joey",CU,-8.1348,-18.0092,0.1868,77.2774,314
"Cantillo, Joey",FF,7.0548,16.8706,0.4188,91.7384,704
"Cantillo, Joey",SL,-4.9004,5.6155,0.0874,85.098,147
"Carrasco, Carlos",CH,-7.5116,1.2824,0.2131,84.8771,166
"Carrasco, Carlos",CU,7.9785,-5.5908,0.1001,77.7872,78
"Carrasco, Carlos",FF,-5.4096,11.9933,0.208,91.4753,162
"Carrasco, Carlos",SI,-13.7505,4.7417,0.2272,90.3429,177
"Carrasco, Carlos",SL,2.4699,4.1691,0.249,84.4021,194
"Casparius, Ben",CU,10.218,-14.5193,0.144,80.7822,180
"Casparius, Ben",FC,5.3982,6.9639,0.2192,92.0916,274
"Casparius, Ben",FF,-2.8222,17.8877,0.2992,96.1473,374
"Casparius, Ben",ST,13.9856,-0.884,0.3248,85.2667,406
"Castillo, José",FF,6.4252,13.2444,0.1492,93.3444,81
"Castillo, José",SI,15.5283,5.528,0.3886,93.0009,211
"Castillo, José",SL,-5.2349,-1.1504,0.4365,84.162,237
"Castillo, Luis",CH,-17.6866,-0.5752,0.111,87.1586,348
"Castillo, Luis",FF,-12.9804,12.3906,0.463,94.9855,1452
"Castillo, Luis",SI,-18.576,3.6929,0.22,94.8268,690
"Castillo, Luis",SL,0.9853,-0.349,0.206,84.5111,646
"Castillo, Luis F.",FF,-12.7184,9.9413,0.4583,92.1844,77
"Castro, Miguel",FF,-17.2536,7.0152,0.4762,95.1,50
"Cavalli, Cade",CH,-17.6972,6.111,0.1358,89.8084,107
"Cavalli, Cade",FC,0.4057,8.7505,0.0799,93.6429,63
"Cavalli, Cade",FF,-4.3588,15.0672,0.2944,97.1504,232
"Cavalli, Cade",KC,6.2895,-12.8415,0.3046,86.1471,240
"Cavalli, Cade",SI,-13.6266,7.8485,0.1853,96.863,146
"Cease, Dylan",FF,-3.7204,18.5288,0.4227,97.1462,1316
"Cease, Dylan",KC,3.0148,-15.5049,0.0835,82.295,260
"Cease, Dylan",SL,1.2326,3.3315,0.4076,89.0973,1269
"Cecconi, Slade",CH,-14.1059,3.2496,0.0768,84.421,162
"Cecconi, Slade",CU,9.2379,-12.7661,0.164,75.5168,346
"Cecconi, Slade",FF,-10.7538,15.8379,0.4346,94.3678,917
"Cecconi, Slade",SI,-16.2825,8.6331,0.1076,93.6555,227
"Cecconi, Slade",SL,5.3013,0.4004,0.1815,84.2611,383
"Chafin, Andrew",FF,8.318,16.5054,0.2003,89.5472,123
"Chafin, Andrew",SI,14.6074,12.5122,0.4072,89.718,250
"Chafin, Andrew",SL,-0.8658,-2.0506,0.386,80.4924,237
"Chandler, Bubba",CH,-16.7204,6.7858,0.2256,91.7346,104
"Chandler, Bubba",FF,-8.8814,17.3108,0.5401,98.8827,249
"Chandler, Bubba",SL,1.986,1.044,0.1735,89.0388,80
"Chapman, Aroldis",FF,3.4447,18.4768,0.4009,98.3783,374
"Chapman, Aroldis",FS,5.1863,3.912,0.1125,91.181,105
"Chapman, Aroldis",SI,10.9635,17.0254,0.3344,99.4103,312
"Chapman, Aroldis",SL,-10.3538,4.68,0.1522,86.6648,142
"Chavez, Jesse",FC,-1.9527,12.52,0.386,87.8515,66
"Chavez, Jesse",SI,-16.1776,7.4339,0.345,89.5508,59
"Chivilli, Angel",CH,-11.7058,7.0383,0.3659,88.6634,374
"Chivilli, Angel",FF,-14.2603,9.5174,0.4589,97.0518,469
"Chivilli, Angel",SL,0.9486,4.0505,0.1751,90.2223,179
"Civale, Aaron",CU,12.3716,-14.9641,0.1948,77.8521,351
"Civale, Aaron",FC,4.6328,11.156,0.3468,89.2667,625
"Civale, Aaron",FF,-7.3401,17.8704,0.1593,92.146,287
"Civale, Aaron",FS,-13.5388,5.9941,0.0566,85.6951,102
"Civale, Aaron",SI,-14.3915,11.7624,0.1643,92.2882,296
"Civale, Aaron",SL,9.1271,-5.0684,0.0749,83.3296,135
"Clarke, Taylor",CH,-14.4518,1.1209,0.2035,89.6597,176
"Clarke, Taylor",FF,-6.7727,16.9848,0.2185,94.8265,189
"Clarke, Taylor",SI,-13.8223,10.7585,0.1803,94.6782,156
"Clarke, Taylor",SL,4.8516,2.6874,0.3977,87.5064,344
"Clase, Emmanuel",FC,4.0732,12.5043,0.689,98.92,514
"Clase, Emmanuel",SL,8.2544,1.7579,0.3016,88.5089,225
"Cleavinger, Garrett",FF,8.1189,15.5737,0.1201,97.12,105
"Cleavinger, Garrett",SI,16.1431,9.1348,0.3719,96.3169,325
"Cleavinger, Garrett",SL,-6.1051,-0.2276,0.3879,87.1292,339
"Cleavinger, Garrett",ST,-17.14,-1.4707,0.103,81.1922,90
"Contreras, Luis",FF,0.0372,18.9908,0.5045,91.0664,113
"Contreras, Roansy",FF,-7.7624,16.8983,0.4213,95.1675,83
"Corbin, Patrick",CH,12.477,8.834,0.0927,81.5567,240
"Corbin, Patrick",FC,-0.8522,6.5713,0.2504,87.5276,648
"Corbin, Patrick",SI,15.1614,11.057,0.289,91.5664,748
"Corbin, Patrick",SL,-2.3735,0.4877,0.3354,80.3715,868
"Cortes, Nestor",CH,12.5436,6.5913,0.1386,82.2422,83
"Cortes, Nestor",FC,-4.7751,11.2238,0.3456,86.6512,207
"Cortes, Nestor",FF,4.4779,19.3132,0.3806,90.1268,228
"Cortes, Nestor",ST,-13.4385,2.823,0.1336,78.0838,80
"Coulombe, Danny",FC,-5.2669,2.5684,0.3964,85.2463,285
"Coulombe, Danny",FF,0.2272,14.6477,0.1961,90.2929,141
"Coulombe, Danny",SI,10.7409,13.2017,0.1919,90.2275,138
"Coulombe, Danny",ST,-11.7672,-4.9119,0.1864,80.7672,134
"Cox, Austin",CU,-2.408,-8.4144,0.1756,80.3507,75
"Cox, Austin",FF,3.87,18.1389,0.356,92.7454,152
"Cox, Austin",SL,-4.6075,4.3295,0.3255,86.5633,139
"Crismatt, Nabil",CH,-11.1795,2.0979,0.3801,81.3985,203
"Crismatt, Nabil",CU,12.6766,-12.0665,0.1554,73.8072,83
"Crismatt, Nabil",FF,-8.3827,14.692,0.1554,89.0518,83
"Crismatt, Nabil",SI,-14.2507,10.2231,0.2528,89.1615,135
"Criswell, Cooper",CH,-12.9628,-5.5493,0.3116,84.4058,86
"Criswell, Cooper",FC,-0.5707,8.2244,0.2971,86.9341,82
"Criswell, Cooper",SI,-15.0499,-1.5226,0.279,89.4143,77
"Crochet, Garrett",FC,-3.6537,6.2116,0.2774,90.8797,874
"Crochet, Garrett",FF,8.0274,15.9539,0.3593,96.4084,1132
"Crochet, Garrett",SI,16.1715,8.1847,0.1603,95.9937,505
"Crochet, Garrett",ST,-13.7631,-2.975,0.1599,82.7583,504
"Cruz, Fernando",FF,-6.0267,17.5347,0.214,94.0233,180
"Cruz, Fernando",FS,-4.5735,0.0789,0.5898,80.6393,496
"Cruz, Fernando",SI,-14.228,13.645,0.1344,93.0442,113
"Cruz, Fernando",SL,8.2108,0.2931,0.0618,82.3404,52
"Cruz, Omar",FF,10.8264,17.8296,0.6173,92.658,50
"Cruz, Steven",FC,0.3454,9.2773,0.2555,93.6744,164
"Cruz, Steven",FF,-9.799,15.0164,0.5016,98.2012,322
"Cruz, Steven",SL,5.2231,3.9631,0.243,89.3462,156
"Curtiss, John",FC,2.5507,8.0607,0.3083,90.494,168
"Curtiss, John",FF,-7.4099,17.4837,0.5339,94.3289,291
"Curvelo, Luis",FF,-12.6689,13.8071,0.3108,96.2673,101
"Curvelo, Luis",SI,-16.2928,10.9952,0.2308,95.5227,75
"Curvelo, Luis",SL,3.0696,2.9249,0.4031,84.5412,131
"Dana, Caden",CH,-13.6547,6.0176,0.194,87.045,109
"Dana, Caden",FF,-10.7018,15.9045,0.4502,94.8917,253
"Dana, Caden",SL,5.2119,-0.4792,0.2758,85.5535,155
"Daniel, Davis",FF,-6.5303,17.3368,0.5082,89.7731,93
"Darnell, Dugan",FF,-7.2612,14.5053,0.5269,93.6643,98
"Darnell, Dugan",FS,-3.8184,6.7344,0.2688,84.498,50
"Darrell-Hicks, Michael",FC,3.3057,3.1472,0.3354,87.4226,53
"Darrell-Hicks, Michael",SI,-17.2341,9.8224,0.4304,94.2706,68
"Darvish, Yu",CU,11.7247,-13.7607,0.1527,71.0839,180
"Darvish, Yu",FC,-1.4029,10.6161,0.1179,90.7288,139
"Darvish, Yu",FF,-10.6667,14.4188,0.1679,93.8874,198
"Darvish, Yu",FS,-5.8512,1.2942,0.1026,86.3397,121
"Darvish, Yu",SI,-16.1522,6.6193,0.2002,93.3873,236
"Darvish, Yu",SL,5.5215,1.6395,0.1383,85.8546,163
"Darvish, Yu",ST,13.8431,2.841,0.0992,82.806,117
"Davis, Noah",SI,-18.1342,7.3523,0.3705,94.4118,93
"Davis, Noah",ST,17.3256,-0.4678,0.3147,79.8684,79
"De Los Santos, Enyel",CH,-16.2971,7.6343,0.152,87.6256,168
"De Los Santos, Enyel",FF,-10.6722,12.9851,0.4887,96.1581,540
"De Los Santos, Enyel",SL,1.3403,6.3422,0.3593,88.3491,397
"De los Santos, Yerry",CH,-14.0687,0.4528,0.2763,88.2497,163
"De los Santos, Yerry",FF,-13.9477,12.9951,0.1102,95.1831,65
"De los Santos, Yerry",SI,-17.3027,8.1431,0.5186,95.5297,306
"De los Santos, Yerry",SL,4.1186,1.23,0.0949,85.0857,56
"DeSclafani, Anthony",FF,-12.5274,15.2284,0.1798,93.9158,114
"DeSclafani, Anthony",FS,-8.3833,0.0288,0.2035,83.5992,129
"DeSclafani, Anthony",KC,14.9682,-0.7041,0.2145,83.2081,136
"DeSclafani, Anthony",SI,-16.6227,9.6627,0.1782,94.0549,113
"DeSclafani, Anthony",SL,4.3294,4.8754,0.2208,88.1664,140
"Detmers, Reid",CU,-10.0748,-16.1801,0.2113,73.59,229
"Detmers, Reid",FF,7.7685,18.1424,0.4539,95.837,492
"Detmers, Reid",SL,-2.7046,-2.7,0.3118,88.3337,338
"Devenski, Chris",CH,-17.7506,2.3918,0.3893,83.0824,102
"Devenski, Chris",FF,-12.4864,16.3864,0.2137,92.425,56
"Devenski, Chris",ST,14.664,-0.0785,0.2099,78.5982,55
"Dobbins, Hunter",CU,7.0511,-11.5189,0.1203,78.658,112
"Dobbins, Hunter",FF,-2.0511,15.7534,0.4049,95.5353,377
"Dobbins, Hunter",FS,-12.5985,5.0622,0.087,90.5457,81
"Dobbins, Hunter",SL,6.3581,1.0129,0.2707,87.6651,252
"Dobbins, Hunter",ST,14.74,1.0988,0.1031,81.3042,96
"Dodd, Dylan",FC,1.4529,5.3809,0.5392,86.8965,289
"Dodd, Dylan",SI,11.4286,15.9333,0.3526,93.7857,189
"Dollander, Chase",CH,-15.6922,4.593,0.0776,89.2899,138
"Dollander, Chase",CU,13.995,-7.3764,0.2132,79.2029,379
"Dollander, Chase",FF,-11.4685,12.394,0.4876,97.9516,867
"Dollander, Chase",SI,-15.5328,4.8837,0.0984,97.1817,175
"Dollander, Chase",SL,4.2575,3.6734,0.1232,89.6425,219
"Domínguez, Seranthony",FF,-5.0468,15.6269,0.4419,97.6249,563
"Domínguez, Seranthony",FS,-8.5383,3.0817,0.1648,86.9371,210
"Domínguez, Seranthony",SI,-14.7579,10.0235,0.135,97.832,172
"Domínguez, Seranthony",ST,10.1288,4.4703,0.2143,86.3766,273
"Doval, Camilo",FC,-2.7264,10.4778,0.3984,98.2031,457
"Doval, Camilo",SI,-7.4487,5.2148,0.1203,96.5638,138
"Doval, Camilo",SL,7.4291,-0.4171,0.4804,89.0615,551
"Dreyer, Jack",CU,-6.7782,-16.3747,0.0856,78.9059,101
"Dreyer, Jack",FF,7.0338,19.626,0.4517,92.6944,533
"Dreyer, Jack",SL,-2.5789,3.8352,0.4627,88.0513,546
"Dubin, Shawn",CH,-14.2305,-2.493,0.1452,87.7175,80
"Dubin, Shawn",CU,10.6455,-14.808,0.1452,81.7238,80
"Dubin, Shawn",FF,-11.2893,13.8609,0.3503,94.2725,193
"Dubin, Shawn",SI,-16.4063,8.261,0.1488,93.8793,82
"Dubin, Shawn",ST,16.3875,0.2412,0.1742,83.2792,96
"Dunning, Dane",CH,-16.6997,6.926,0.1801,85.494,67
"Dunning, Dane",FC,-0.8914,12.1396,0.3952,88.668,147
"Dunning, Dane",SI,-14.7395,8.4746,0.2984,90.2324,111
"Duran, Jhoan",FF,-13.2739,12.6316,0.3565,100.5667,406
"Duran, Jhoan",FS,-14.0813,1.6355,0.4004,97.7868,456
"Duran, Jhoan",KC,5.6128,-10.3981,0.1861,87.6377,212
"Duran, Jhoan",ST,12.1809,-2.3686,0.0571,87.3015,65
"Díaz, Alexis",FF,-10.896,15.3148,0.5956,93.526,215
"Díaz, Alexis",SL,2.8504,5.2882,0.4044,87.5164,146
"Díaz, Edwin",FF,-13.0759,12.893,0.5258,97.228,561
"Díaz, Edwin",SL,1.6733,3.8229,0.4733,89.1232,505
"Early, Connelly",CH,13.1934,-1.4236,0.182,84.0877,73
"Early, Connelly",CU,-9.8449,-9.8104,0.182,80.6164,73
"Early, Connelly",FF,9.4726,15.4568,0.2843,94.057,114
"Early, Connelly",SI,18.332,8.566,0.1496,93.1667,60
"Eder, Jake",CH,15.0226,4.8679,0.1755,84.5132,53
"Eder, Jake",FF,8.9813,14.4951,0.447,93.0659,135
"Eder, Jake",SL,-3.576,6.6698,0.1821,87.7964,55
"Eder, Jake",ST,-10.141,0.3986,0.1954,82.9847,59
"Effross, Scott",SI,-17.46,-3.7589,0.4744,89.1811,74
"Effross, Scott",ST,8.2408,2.5362,0.3333,78.7885,52
"Eflin, Zach",CH,-15.5961,1.1301,0.1659,86.5952,187
"Eflin, Zach",CU,12.596,-6.9786,0.1606,78.0243,181
"Eflin, Zach",FC,0.9673,8.3608,0.2174,88.4657,245
"Eflin, Zach",FF,-9.7635,11.4137,0.1322,91.9685,149
"Eflin, Zach",SI,-16.1713,2.3713,0.1819,91.7171,205
"Eflin, Zach",ST,13.0387,2.1008,0.142,79.2325,160
"Eisert, Brandon",CH,12.7672,1.8661,0.2928,83.6034,356
"Eisert, Brandon",FF,10.0523,15.1683,0.3166,89.6873,385
"Eisert, Brandon",SL,-2.4459,5.0823,0.3569,85.1048,434
"Elder, Bryce",CH,-11.8385,4.6868,0.1046,86.6034,263
"Elder, Bryce",FF,-3.5627,15.2711,0.1229,92.7903,309
"Elder, Bryce",SI,-14.4205,8.2156,0.4212,91.4687,1059
"Elder, Bryce",SL,1.8593,-0.1489,0.3512,84.2683,883
"Ellard, Fraser",FF,11.1586,14.6857,0.5106,94.9458,168
"Ellard, Fraser",SL,-6.8979,-2.0584,0.2584,85.0176,85
"Englert, Mason",CH,-12.6803,0.7413,0.3425,87.521,248
"Englert, Mason",CU,12.5016,-13.2374,0.0843,76.8787,61
"Englert, Mason",FC,2.7969,3.2786,0.1934,87.7371,140
"Englert, Mason",FF,-7.821,16.8252,0.1975,93.9203,143
"Englert, Mason",SI,-14.4029,7.4361,0.1713,92.8548,124
"Enns, Dietrich",CH,11.4838,4.3934,0.2955,84.5881,219
"Enns, Dietrich",FC,-2.478,0.9912,0.166,85.2382,123
"Enns, Dietrich",FF,5.8059,17.6354,0.4588,93.9912,340
"Enright, Nic",FF,-4.645,19.8279,0.6635,93.1703,353
"Enright, Nic",SL,2.7511,4.1796,0.2538,85.0215,135
"Eovaldi, Nathan",CU,8.7065,-8.3579,0.1975,75.8348,379
"Eovaldi, Nathan",FC,0.4289,11.4979,0.2006,90.4945,385
"Eovaldi, Nathan",FF,-13.3206,12.9911,0.2251,94.1157,432
"Eovaldi, Nathan",FS,-12.3787,0.2127,0.3142,87.6109,603
"Eovaldi, Nathan",SI,-17.6165,9.548,0.0505,93.3423,97
"Erceg, Lucas",CH,-16.8671,6.8676,0.1672,90.036,161
"Erceg, Lucas",FF,-10.1477,14.4461,0.3001,97.5713,289
"Erceg, Lucas",SI,-14.8805,10.2334,0.2388,97.4813,230
"Erceg, Lucas",SL,0.1921,-1.3874,0.2939,85.0,283
"Estes, Joey",FF,-6.8229,16.0774,0.4892,91.1132,91
"Estrada, Jeremiah",FF,-1.9925,19.6058,0.5624,97.8663,712
"Estrada, Jeremiah",FS,-10.8343,9.9843,0.2378,83.6186,301
"Estrada, Jeremiah",SL,4.3665,3.1157,0.1998,88.4182,253
"Estrada, Lazaro",FF,-7.591,18.3476,0.4874,93.6603,58
"Estévez, Carlos",CH,-11.3286,9.7936,0.1563,87.8663,163
"Estévez, Carlos",FF,-7.468,17.2417,0.535,95.8695,558
"Estévez, Carlos",SL,5.3933,2.9952,0.3087,87.341,322
"Evans, Logan",CH,-17.9072,1.9848,0.1218,87.3221,163
"Evans, Logan",CU,11.4458,-10.1927,0.0979,81.6069,131
"Evans, Logan",FC,1.4596,2.6285,0.2661,87.8084,356
"Evans, Logan",FF,-13.3339,11.3502,0.1099,92.8122,147
"Evans, Logan",SI,-17.7011,5.2949,0.1689,92.9009,226
"Evans, Logan",ST,14.323,-0.2838,0.2354,84.1216,315
"Fairbanks, Pete",FF,-0.2738,17.2098,0.5106,97.3097,504
"Fairbanks, Pete",SL,5.2151,-5.4073,0.3992,85.2944,394
"Falter, Bailey",CU,-3.4517,-2.2385,0.1261,77.8252,246
"Falter, Bailey",FF,3.7996,18.5122,0.5085,92.1426,992
"Falter, Bailey",FS,3.7788,10.5195,0.0774,85.2735,151
"Falter, Bailey",SI,7.4978,18.2846,0.0979,92.1895,191
"Falter, Bailey",SL,-4.74,6.4173,0.1814,85.0927,354
"Farris, Mitch",CH,13.4822,-1.1256,0.2667,77.6241,108
"Farris, Mitch",FF,9.7123,15.7438,0.4988,90.2975,202
"Farris, Mitch",SL,-2.2762,0.8501,0.2346,81.5474,95
"Faucher, Calvin",CU,9.8906,-12.7321,0.1509,86.1296,159
"Faucher, Calvin",FC,3.7572,2.0652,0.37,92.0797,390
"Faucher, Calvin",FF,-7.7235,15.4662,0.1727,95.9566,182
"Faucher, Calvin",SI,-16.7176,6.1328,0.1243,95.8122,131
"Faucher, Calvin",ST,13.8019,-1.4959,0.1812,87.5492,191
"Fedde, Erick",CH,-12.2122,2.5328,0.1186,87.6342,281
"Fedde, Erick",FC,1.2394,9.1379,0.2803,90.2943,664
"Fedde, Erick",SI,-11.8602,9.3385,0.3326,93.233,788
"Fedde, Erick",ST,12.8215,4.2798,0.2596,82.6,615
"Feltner, Ryan",CH,-4.7146,5.4235,0.1858,84.7041,97
"Feltner, Ryan",FF,-3.5331,11.3897,0.3333,93.592,174
"Feltner, Ryan",SI,-10.3108,7.2665,0.1245,93.38,65
"Feltner, Ryan",SL,5.3744,5.582,0.1705,87.9742,89
"Feltner, Ryan",ST,14.4488,-1.3819,0.1226,81.4734,64
"Ferguson, Caleb",FC,-2.8408,4.6357,0.234,88.6069,260
"Ferguson, Caleb",FF,4.8957,15.6761,0.315,93.9337,350
"Ferguson, Caleb",SI,14.6524,11.2713,0.2349,93.8644,261
"Ferguson, Caleb",SV,-8.944,-12.0465,0.216,80.4408,240
"Ferguson, Tyler",FC,1.6097,6.2,0.1121,89.809,111
"Ferguson, Tyler",FF,-8.5443,14.4527,0.3838,94.7524,380
"Ferguson, Tyler",SI,-16.2473,5.4049,0.1485,94.1837,147
"Ferguson, Tyler",ST,11.1065,1.215,0.3152,83.658,312
"Fermin, José",FF,-8.7075,17.3511,0.4713,96.8227,304
"Fermin, José",SL,-0.2347,1.7016,0.4915,89.6148,317
"Fernandez, Ryan",FF,-8.1848,17.4394,0.3779,95.2202,198
"Fernandez, Ryan",SL,2.7887,0.393,0.4714,86.6785,247
"Fernández, Julian",FF,-4.2738,15.6577,0.6842,97.3558,52
"Ferrer, José A.",CH,18.0494,0.5796,0.2194,87.8011,265
"Ferrer, José A.",FF,16.5351,8.1374,0.0877,97.8575,106
"Ferrer, José A.",SI,18.2948,6.5462,0.6184,97.7228,747
"Ferrer, José A.",SL,-0.288,3.4013,0.0745,89.7478,90
"Festa, David",CH,-12.7402,7.3298,0.2902,87.7617,256
"Festa, David",FF,-2.9542,18.3259,0.3152,94.114,278
"Festa, David",SI,-12.2636,14.6282,0.127,93.9375,112
"Festa, David",SL,1.62,2.8851,0.2676,87.5555,236
"Festa, Matt",FC,4.5407,8.1976,0.1418,90.6144,118
"Festa, Matt",FF,0.5982,11.6312,0.3918,92.0979,326
"Festa, Matt",SI,-10.8364,8.4691,0.0793,93.153,66
"Festa, Matt",ST,15.5933,0.6171,0.387,83.0978,322
"Finnegan, Kyle",FF,-10.2002,17.1292,0.5646,96.2826,546
"Finnegan, Kyle",FS,-8.9805,3.5893,0.395,87.3969,382
"Fisher, Braydon",CU,4.7187,-14.6462,0.3627,82.9674,350
"Fisher, Braydon",FF,-4.8758,17.6961,0.2083,95.5761,201
"Fisher, Braydon",SL,2.2368,2.4975,0.3917,88.0077,378
"Fitts, Richard",CU,5.8948,-9.3022,0.1102,82.9519,81
"Fitts, Richard",FF,-2.4038,17.0274,0.3878,95.8667,285
"Fitts, Richard",SI,-12.32,14.2455,0.0898,94.8409,66
"Fitts, Richard",SL,4.2751,0.4328,0.2803,87.816,206
"Fitts, Richard",ST,12.6892,1.2815,0.1061,85.0282,78
"Flaherty, Jack",FF,-5.855,15.8567,0.4633,92.9739,1401
"Flaherty, Jack",KC,12.1045,-8.6918,0.2513,77.903,760
"Flaherty, Jack",SL,6.4369,2.8785,0.2424,85.0801,733
"Flexen, Chris",CU,9.1565,-15.0313,0.1709,72.8426,115
"Flexen, Chris",FC,7.4312,8.1771,0.2823,89.0621,190
"Flexen, Chris",FF,-2.1622,17.7353,0.4116,92.426,277
"Flexen, Chris",SL,1.234,-11.2,0.0892,80.9883,60
"Fluharty, Mason",FC,-3.5291,10.3189,0.5717,90.2649,570
"Fluharty, Mason",ST,-16.2873,1.791,0.4273,81.7669,426
"Francis, Bowden",CU,15.5272,-7.3125,0.1402,73.7369,160
"Francis, Bowden",FF,-7.2443,18.3072,0.56,92.4693,639
"Francis, Bowden",FS,-8.543,5.4994,0.2244,82.1883,256
"Francis, Bowden",SL,5.6673,-0.1636,0.0578,82.7061,66
"Freeland, Kyle",CH,12.3004,6.6988,0.0592,86.3952,147
"Freeland, Kyle",FC,0.4806,6.1426,0.1563,87.2938,388
"Freeland, Kyle",FF,7.8991,15.0519,0.3336,91.5768,828
"Freeland, Kyle",KC,-2.0467,-6.5402,0.2611,82.5745,648
"Freeland, Kyle",SI,14.0321,8.1308,0.0612,91.3474,152
"Freeland, Kyle",ST,-9.6139,-3.1674,0.1285,83.606,319
"Fried, Max",CH,13.4188,3.6125,0.1095,85.2572,346
"Fried, Max",CU,-10.5253,-16.9182,0.1718,75.2589,543
"Fried, Max",FC,-1.4752,8.9385,0.2851,93.5708,901
"Fried, Max",FF,3.1396,15.0336,0.1222,95.9,386
"Fried, Max",SI,9.9925,4.308,0.1801,94.11,569
"Fried, Max",ST,-17.317,-3.6565,0.1149,81.5063,363
"Fuentes, Didier",FF,-9.3579,15.7356,0.5768,95.955,169
"Fuentes, Didier",ST,8.2545,-1.002,0.273,83.425,80
"Fulmer, Carson",CH,-13.9145,2.3594,0.282,86.9523,130
"Fulmer, Carson",FF,-8.88,16.0737,0.2473,92.7412,114
"Fulmer, Carson",SI,-14.4023,9.5615,0.2299,92.3,106
"Fulmer, Carson",SL,4.5556,4.1151,0.1779,86.5915,82
"Funderburk, Kody",CH,16.6193,-0.3697,0.12,89.0356,87
"Funderburk, Kody",FC,0.6489,12.4317,0.2469,92.0324,179
"Funderburk, Kody",SI,16.3711,7.4101,0.3269,93.3059,237
"Funderburk, Kody",SL,-4.1046,2.2154,0.1076,86.3115,78
"Funderburk, Kody",ST,-14.4083,-2.7842,0.1986,82.1111,144
"Gaddis, Hunter",CH,-17.0268,7.3537,0.1353,78.813,146
"Gaddis, Hunter",FF,-7.3944,16.971,0.3272,94.6759,353
"Gaddis, Hunter",SL,5.4333,4.9003,0.5375,88.7719,580
"Gage, Matt",FF,0.1866,14.8701,0.275,92.4836,146
"Gage, Matt",SI,12.1464,14.0976,0.0942,93.02,50
"Gage, Matt",SL,-5.0973,0.7071,0.5085,85.4111,270
"Gallen, Zac",CH,-12.2558,4.0537,0.1598,86.289,501
"Gallen, Zac",FF,-4.3043,17.1875,0.4498,93.5497,1410
"Gallen, Zac",KC,4.9048,-11.4515,0.2348,81.0618,736
"Gallen, Zac",SL,4.7394,6.4244,0.1295,88.6665,406
"Garcia, Brandyn",SI,16.9829,2.4472,0.5235,96.8531,145
"Garcia, Brandyn",ST,-15.7029,-1.7457,0.3032,85.2298,84
"Garcia, Luis",FF,-9.6208,17.6977,0.4906,91.0058,52
"Garcia, Rico",CH,-14.4521,14.4158,0.2201,86.4682,129
"Garcia, Rico",CU,0.1821,-9.9137,0.1945,85.2561,114
"Garcia, Rico",FF,-9.1091,19.6592,0.3942,95.5074,231
"Garcia, Rico",SL,0.9204,2.0968,0.1911,87.0,112
"Garcia, Robert",CH,16.4675,1.6735,0.2829,88.9222,275
"Garcia, Robert",FF,10.6748,13.7557,0.4486,94.4353,436
"Garcia, Robert",SL,-3.7577,3.0864,0.2685,86.8954,261
"García, Luis",FS,-9.1414,4.7571,0.225,88.6286,196
"García, Luis",SI,-13.9041,10.4563,0.4237,96.9778,369
"García, Luis",ST,11.9516,3.1771,0.333,82.8786,290
"García, Yimi",CU,11.3032,-1.2929,0.1727,84.5484,62
"García, Yimi",FF,-9.9102,15.7162,0.4429,96.0176,159
"García, Yimi",SI,-18.0578,6.7911,0.1504,95.2093,54
"García, Yimi",ST,13.6955,7.1323,0.1727,85.7242,62
"Garrett, Reed",FC,2.9722,7.3317,0.2819,92.4946,276
"Garrett, Reed",FS,-12.3003,0.6948,0.2237,89.0804,219
"Garrett, Reed",SI,-16.8333,7.2681,0.2431,96.9508,238
"Garrett, Reed",ST,12.8354,2.1733,0.2114,86.3531,207
"Gasser, Robert",FF,7.0272,14.2728,0.3086,93.542,50
"Gasser, Robert",ST,-13.0606,5.2142,0.3827,82.7145,62
"Gausman, Kevin",FF,-11.0428,16.7852,0.5257,94.4957,1822
"Gausman, Kevin",FS,-15.5312,4.2972,0.3823,84.8629,1325
"Gausman, Kevin",SL,1.6607,2.2039,0.0915,83.4647,317
"Gervase, Paul",FF,-5.8035,15.648,0.5882,93.8212,80
"Gibaut, Ian",FC,4.8067,9.9644,0.1392,90.5519,54
"Gibaut, Ian",FF,-5.4006,16.9833,0.5129,94.0055,199
"Gibaut, Ian",SL,6.1495,1.1495,0.1469,87.3193,57
"Gibaut, Ian",ST,15.6956,-0.78,0.1649,83.5109,64
"Gibson, Cade",CH,15.28,2.1209,0.1454,84.8591,132
"Gibson, Cade",CU,-12.777,-16.2097,0.2852,78.8189,259
