player_name,comp_player_name,rank,physical_distance
"Castillo, Luis","Richardson, Lyon",3,1.2762661885357933
"Castillo, Luis","Topa, Justin",4,1.2801250866780414
"Castillo, Luis","Santillan, Tony",5,1.3312220420537952
"Castillo, Luis","Altavilla, Dan",6,1.4085484475149237
"Castillo, Luis","Cano, Yennier",7,1.555729932351796
"Castillo, Luis","Morgan, David",8,1.5986867837290701
"Castillo, Luis","Sands, Cole",9,1.6230650372494746
"Castillo, Luis","Scott, Tayler",10,1.6384685208576724
"Cavalli, Cade","Martin, Chris",1,0.30401168258709677
"Cavalli, Cade","Bowlan, Jonathan",2,0.3727768540616811
"Cavalli, Cade","Brown, Hunter",3,0.4097348223776636
"Cavalli, Cade","Fitts, Richard",4,0.44530588187494297
"Cavalli, Cade","Erceg, Lucas",5,0.47981769374522043
"Cavalli, Cade","De los Santos, Yerry",6,0.4934865756787782
"Cavalli, Cade","Sauer, Matt",7,0.5002431694347835
"Cavalli, Cade","Green, Chad",8,0.5020531165740478
"Cavalli, Cade","Curtiss, John",9,0.5169379700362239
"Cavalli, Cade","Bivens, Spencer",10,0.6194559636025031
"Cease, Dylan","Bradley, Taj",1,0.19643152903617986
"Cease, Dylan","Green, Chad",2,0.262960632368465
"Cease, Dylan","Bivens, Spencer",3,0.31596392622540737
"Cease, Dylan","Cabrera, Edward",4,0.3978729020311209
"Cease, Dylan","Ashcraft, Braxton",5,0.40477445485647967
"Cease, Dylan","Molina, Anthony",6,0.40864378063260126
"Cease, Dylan","Estévez, Carlos",7,0.47050682290232143
"Cease, Dylan","Enright, Nic",8,0.4955905057533308
"Cease, Dylan","Graceffo, Gordon",9,0.5105826328805915
"Cease, Dylan","Severino, Luis",10,0.5328994733695614
"Cecconi, Slade","Bednar, David",1,0.22087368962999127
"Cecconi, Slade","Sulser, Cole",2,0.2270351067676931
"Cecconi, Slade","Brebbia, John",3,0.2318582879882295
"Cecconi, Slade","Phillips, Tyler",4,0.28921140394061307
"Cecconi, Slade","Keller, Mitch",5,0.30415123131644367
"Cecconi, Slade","Fedde, Erick",6,0.4618918692595939
"Cecconi, Slade","Bergert, Ryan",7,0.4684795351842854
"Cecconi, Slade","Moreta, Dauri",8,0.4746424358640819
"Cecconi, Slade","Mahle, Tyler",9,0.47592058324809655
"Cecconi, Slade","Wilson, Bryse",10,0.48462729417039346
"Chafin, Andrew","Alvarez, Andrew",1,0.5771096846710624
"Chafin, Andrew","Cameron, Noah",2,0.7435608554665686
"Chafin, Andrew","Gage, Matt",3,0.854003301801594
"Chafin, Andrew","Whisenhunt, Carson",4,0.9206066622470607
"Chafin, Andrew","Harris, Hogan",5,1.0089531008783366
"Chafin, Andrew","Lee, Dylan",6,1.0546110989805924
"Chafin, Andrew","Corbin, Patrick",7,1.091353448801807
"Chafin, Andrew","Springs, Jeffrey",8,1.111845686259113
"Chafin, Andrew","Farris, Mitch",9,1.1401654176330223
"Chafin, Andrew","Gomber, Austin",10,1.1425216693981493
"Chandler, Bubba","Klein, Will",1,0.44996960723037405
"Chandler, Bubba","Clase, Emmanuel",2,0.5306058288855732
"Chandler, Bubba","Morillo, Juan",3,0.5400561326427585
"Chandler, Bubba","Mey, Luis",4,0.5592302447140789
"Chandler, Bubba","Palencia, Daniel",5,0.6367464852936675
"Chandler, Bubba","Boyle, Joe",6,0.6530495992646049
"Chandler, Bubba","Greene, Hunter",7,0.7978946519801507
"Chandler, Bubba","Suarez, Robert",8,0.8302600450015727
"Chandler, Bubba","Vargas, Carlos",9,0.8549345512316816
"Chandler, Bubba","Slaten, Justin",10,0.9560389116595936
"Chapman, Aroldis","Taylor, Grant",1,0.9279005688828169
"Chapman, Aroldis","Alvarado, José",2,1.32308372509877
"Chapman, Aroldis","Headrick, Brent",3,1.4101868430454907
"Chapman, Aroldis","Suarez, Robert",4,1.4617773787948265
"Chapman, Aroldis","Slaten, Justin",5,1.4684288572016284
"Chapman, Aroldis","Mayza, Tim",6,1.5458287496852785
"Chapman, Aroldis","Montgomery, Mason",7,1.605819388672963
"Chapman, Aroldis","Sabrowski, Erik",8,1.6498429205817118
"Chapman, Aroldis","Clase, Emmanuel",9,1.7110182498331588
"Chapman, Aroldis","Nicolas, Kyle",10,1.7172163941047227
"Chivilli, Angel","Kerkering, Orion",1,0.2516359984046877
"Chivilli, Angel","Baz, Shane",2,0.4279940368297232
"Chivilli, Angel","Kochanowicz, Jack",3,0.4347945882948261
"Chivilli, Angel","Uribe, Abner",4,0.452372888757393
"Chivilli, Angel","Estévez, Carlos",5,0.4726839730309249
"Chivilli, Angel","Severino, Luis",6,0.5099019754673899
"Chivilli, Angel","Domínguez, Seranthony",7,0.5608355337448685
"Chivilli, Angel","Hill, Jaden",8,0.5698550596126156
"Chivilli, Angel","Matthews, Zebby",9,0.5756060407470539
"Chivilli, Angel","Ort, Kaleb",10,0.5762950541083871
"Civale, Aaron","Kelly, Michael",1,0.583249089688274
"Civale, Aaron","Kinley, Tyler",2,0.6674263060668912
"Civale, Aaron","Fisher, Braydon",3,0.7425071959261118
"Civale, Aaron","Johnson, Pierce",4,0.7587175029539317
"Civale, Aaron","Gonsolin, Tony",5,0.8936095218971122
"Civale, Aaron","Casparius, Ben",6,0.9248341432385029
"Civale, Aaron","Coulombe, Danny",7,1.0014323028531273
"Civale, Aaron","Martinez, Nick",8,1.0121009251404371
"Civale, Aaron","Holmes, Clay",9,1.05458912117107
"Civale, Aaron","Evans, Logan",10,1.1845380900503184
"Clarke, Taylor","Graceffo, Gordon",1,0.4803451408025697
"Clarke, Taylor","Englert, Mason",2,0.5186059641765234
"Clarke, Taylor","Trivino III, Lou",3,0.5388884673657258
"Clarke, Taylor","Mejia, Juan",4,0.6029481462517994
"Clarke, Taylor","Fernandez, Ryan",5,0.6054837597532793
"Clarke, Taylor","Waldrep, Hurston",6,0.6281448383972192
"Clarke, Taylor","Vasil, Mike",7,0.6394140441298807
"Clarke, Taylor","Cease, Dylan",8,0.6433403428704487
"Clarke, Taylor","Priester, Quinn",9,0.6494422880325095
"Clarke, Taylor","Mazur, Adam",10,0.6500566391560236
"Clase, Emmanuel","Slaten, Justin",1,0.5017168485069193
"Clase, Emmanuel","Chandler, Bubba",2,0.5306058288855732
"Clase, Emmanuel","Suarez, Robert",3,0.5837661597760327
"Clase, Emmanuel","Boyle, Joe",4,0.5916235467176635
"Clase, Emmanuel","Greene, Hunter",5,0.6419208070456115
"Clase, Emmanuel","Miller, Mason",6,0.6434309351385449
"Clase, Emmanuel","Mattson, Isaac",7,0.701605732198614
"Clase, Emmanuel","Mey, Luis",8,0.7211646546380159
"Clase, Emmanuel","Helsley, Ryan",9,0.7969565831309048
"Clase, Emmanuel","Seymour, Carson",10,0.8064623930415483
"Cleavinger, Garrett","Speier, Gabe",1,0.4690735631182039
"Cleavinger, Garrett","Pérez, Cionel",2,0.6791570422410335
"Cleavinger, Garrett","Peralta, Luis",3,0.8440981557578536
"Cleavinger, Garrett","Scott, Tanner",4,0.9057920697772652
"Cleavinger, Garrett","Alexander, Scott",5,1.0602004048909304
"Cleavinger, Garrett","King, John",6,1.086857601271542
"Cleavinger, Garrett","Banda, Anthony",7,1.1306081476616536
"Cleavinger, Garrett","Wrobleski, Justin",8,1.2830446249199003
"Cleavinger, Garrett","Zerpa, Angel",9,1.3877560537082103
"Cleavinger, Garrett","Luzardo, Jesús",10,1.4261963608775232
"Corbin, Patrick","Harris, Hogan",1,0.6915404423427752
"Corbin, Patrick","Whisenhunt, Carson",2,0.7449780055421622
"Corbin, Patrick","Kershaw, Clayton",3,0.8796983841750761
"Corbin, Patrick","Rolison, Ryan",4,0.9946364841708403
"Corbin, Patrick","Fluharty, Mason",5,1.0712452977211644
"Corbin, Patrick","Alvarez, Andrew",6,1.0825702944353344
"Corbin, Patrick","Chafin, Andrew",7,1.091353448801807
"Corbin, Patrick","Farris, Mitch",8,1.091876994065118
"Corbin, Patrick","Freeland, Kyle",9,1.0985584584401462
"Corbin, Patrick","Quintana, Jose",10,1.106147546326025
"Cortes, Nestor","Valdez, Framber",1,0.43120115366007333
"Cortes, Nestor","Akin, Keegan",2,0.8016636121661949
"Cortes, Nestor","Long, Sam",3,0.8350674250139924
"Cortes, Nestor","Matsui, Yuki",4,0.8674565063779964
"Cortes, Nestor","King, John",5,0.8966865380868216
"Cortes, Nestor","Seymour, Ian",6,0.9128664408987014
"Cortes, Nestor","Cabrera, Génesis",7,0.9290447034662754
"Cortes, Nestor","Pérez, Martín",8,0.959162678596149
"Cortes, Nestor","Veneziano, Anthony",9,1.018267276648051
"Cortes, Nestor","Lauer, Eric",10,1.0228033743801852
"Coulombe, Danny","Martinez, Nick",1,0.5542825264545762
"Coulombe, Danny","Gonsolin, Tony",2,0.6255261275179143
"Coulombe, Danny","Kriske, Brooks",3,0.6561563404790473
"Coulombe, Danny","Granillo, Andre",4,0.6636148105214454
"Coulombe, Danny","Bellozo, Valente",5,0.683647437879911
"Coulombe, Danny","Neris, Héctor",6,0.7607690247868901
"Coulombe, Danny","Littell, Zack",7,0.7956910084406967
"Coulombe, Danny","Thielbar, Caleb",8,0.8517349726770622
"Coulombe, Danny","Kelly, Michael",9,0.8841386525266948
"Coulombe, Danny","Ohl, Pierson",10,0.9400998995800225
"Cox, Austin","Enns, Dietrich",1,0.3044205395522379
"Cox, Austin","Sousa, Bennett",2,0.37251569925387884
"Cox, Austin","Ragans, Cole",3,0.5494662303289025
"Cox, Austin","Lee, Dylan",4,0.6350609419525384
"Cox, Austin","Detmers, Reid",5,0.6855393995562339
"Cox, Austin","Liberatore, Matthew",6,0.714145508461094
"Cox, Austin","Gage, Matt",7,0.7527526163284959
"Cox, Austin","Rodriguez, Eduardo",8,0.8146395107127594
"Cox, Austin","Fried, Max",9,0.824418813009507
"Cox, Austin","Rodón, Carlos",10,0.8406542787142526
"Crismatt, Nabil","Eflin, Zach",1,0.9322202604407421
"Crismatt, Nabil","Alexander, Jason",2,0.9522883507149358
"Crismatt, Nabil","Barlow, Scott",3,0.9612968326240982
"Crismatt, Nabil","Cruz, Fernando",4,0.9696348159841193
"Crismatt, Nabil","Wilson, Steven",5,0.9946635688756063
"Crismatt, Nabil","Darvish, Yu",6,1.0359185546280878
"Crismatt, Nabil","Irvin, Jake",7,1.0413754843660767
"Crismatt, Nabil","Eovaldi, Nathan",8,1.0697095164175616
"Crismatt, Nabil","Leiter Jr., Mark",9,1.0801902558876675
"Crismatt, Nabil","Francis, Bowden",10,1.142080208400137
"Crochet, Garrett","Burke, Brock",1,0.4238494237971332
"Crochet, Garrett","Miller, Erik",2,0.5658770886846711
"Crochet, Garrett","Mayza, Tim",3,0.7364029354973372
"Crochet, Garrett","Skubal, Tarik",4,0.8422023978516889
"Crochet, Garrett","Sabrowski, Erik",5,0.884097968735582
"Crochet, Garrett","Beeks, Jalen",6,0.9443502303364558
"Crochet, Garrett","Pilkington, Konnor",7,0.9533901798757092
"Crochet, Garrett","Soto, Gregory",8,0.9976525011157338
"Crochet, Garrett","Sánchez, Cristopher",9,1.0046532825539176
"Crochet, Garrett","Latz, Jacob",10,1.0508551663571963
"Cruz, Fernando","Francis, Bowden",1,0.6822017183012277
"Cruz, Fernando","Blanco, Ronel",2,0.78666328173161
"Cruz, Fernando","Ober, Bailey",3,0.8494898620327311
"Cruz, Fernando","Blewett, Scott",4,0.8532210153536812
"Cruz, Fernando","Irvin, Jake",5,0.8567051007677285
"Cruz, Fernando","Orze, Eric",6,0.9606713987210862
"Cruz, Fernando","Taillon, Jameson",7,0.9666344609100612
"Cruz, Fernando","Beck, Tristan",8,0.9667423950001377
"Cruz, Fernando","Crismatt, Nabil",9,0.9696348159841193
"Cruz, Fernando","Wilson, Steven",10,1.0363447121013951
"Cruz, Steven","Vargas, Carlos",1,0.6147313846109896
"Cruz, Steven","Varland, Louis",2,0.6997737237201278
"Cruz, Steven","Halvorsen, Seth",3,0.7484841186641097
"Cruz, Steven","Skenes, Paul",4,0.8390791284424921
"Cruz, Steven","Vodnik, Victor",5,0.884732929094458
"Cruz, Steven","Brown, McCade",6,0.9625481578989081
"Cruz, Steven","Kranick, Max",7,0.9876761027857208
"Cruz, Steven","Mey, Luis",8,0.9896238443444892
"Cruz, Steven","Gil, Luis",9,0.9964155174662774
"Cruz, Steven","Rodríguez, Randy",10,1.0198970591652825
"Curtiss, John","Cavalli, Cade",1,0.5169379700362239
"Curtiss, John","Martin, Chris",2,0.6453584722828898
"Curtiss, John","Green, Chad",3,0.6767369510550351
"Curtiss, John","Schlittler, Cam",4,0.6940650670985901
"Curtiss, John","Bivens, Spencer",5,0.7112533975155448
"Curtiss, John","Molina, Anthony",6,0.7189777751668579
"Curtiss, John","Bradley, Taj",7,0.760003963474077
"Curtiss, John","Cease, Dylan",8,0.7613463968917646
"Curtiss, John","Fermin, José",9,0.762014272441046
"Curtiss, John","Ribalta, Orlando",10,0.7697590103654426
"Curvelo, Luis","Gausman, Kevin",1,0.44920609437464765
"Curvelo, Luis","Robertson, David",2,0.527684191843668
"Curvelo, Luis","Gallen, Zac",3,0.568284077080923
"Curvelo, Luis","Warren, Will",4,0.649701178094686
"Curvelo, Luis","McGreevy, Michael",5,0.6981028256758391
"Curvelo, Luis","Ohtani, Shohei",6,0.7056310268624862
"Curvelo, Luis","Blubaugh, AJ",7,0.7056583612280983
"Curvelo, Luis","Gusto, Ryan",8,0.7324326347212109
"Curvelo, Luis","Wilson, Bryse",9,0.7389921133735355
"Curvelo, Luis","Williams, Gavin",10,0.7589305007236065
"Dana, Caden","Zeferjahn, Ryan",1,0.2042988790895878
"Dana, Caden","Brzykcy, Zach",2,0.3266629282806383
"Dana, Caden","Martin, Davis",3,0.34930087002652094
"Dana, Caden","Assad, Javier",4,0.3532144446020156
"Dana, Caden","Woodruff, Brandon",5,0.3862128933584351
"Dana, Caden","Ohtani, Shohei",6,0.38807885142994936
"Dana, Caden","Gusto, Ryan",7,0.43848296558125893
"Dana, Caden","Kittredge, Andrew",8,0.4481100455506651
"Dana, Caden","Blubaugh, AJ",9,0.45047392331432634
"Dana, Caden","Holderman, Colin",10,0.4506183757039637
"Darvish, Yu","Flaherty, Jack",1,0.3384128024026252
"Darvish, Yu","Kahnle, Tommy",2,0.5054129094639865
"Darvish, Yu","Eovaldi, Nathan",3,0.5149369771527363
"Darvish, Yu","Barlow, Scott",4,0.5317696717462355
"Darvish, Yu","Eflin, Zach",5,0.5838097409828874
"Darvish, Yu","DeSclafani, Anthony",6,0.6486704257027017
"Darvish, Yu","Alexander, Jason",7,0.7426578046482927
"Darvish, Yu","Nola, Aaron",8,0.781500858438163
"Darvish, Yu","Mahle, Tyler",9,0.7938310593129025
"Darvish, Yu","Henry, Cole",10,0.8015033434911164
"De Los Santos, Enyel","Bachman, Sam",1,0.2556833327864285
"De Los Santos, Enyel","Perkins, Jack",2,0.3249047228492852
"De Los Santos, Enyel","Buttó, José",3,0.35585099800695524
"De Los Santos, Enyel","Bello, Brayan",4,0.3696007934125437
"De Los Santos, Enyel","Mlodzinski, Carmen",5,0.45883367261975194
"De Los Santos, Enyel","Dollander, Chase",6,0.477222987863653
"De Los Santos, Enyel","Iglesias, Raisel",7,0.5139085927639766
"De Los Santos, Enyel","Domínguez, Seranthony",8,0.547042456985156
"De Los Santos, Enyel","Kirby, George",9,0.5964646147341326
"De Los Santos, Enyel","Meyer, Max",10,0.6088011573465528
"De los Santos, Yerry","Erceg, Lucas",1,0.20200248065961365
"De los Santos, Yerry","Kochanowicz, Jack",2,0.2446291033794568
"De los Santos, Yerry","Matthews, Zebby",3,0.3031010578557247
"De los Santos, Yerry","Rasmussen, Drew",4,0.325727760083004
"De los Santos, Yerry","Fitts, Richard",5,0.39944473047864704
"De los Santos, Yerry","Seymour, Carson",6,0.4799791393797455
"De los Santos, Yerry","Martin, Corbin",7,0.48905174602235274
"De los Santos, Yerry","Sauer, Matt",8,0.490978947431082
"De los Santos, Yerry","Cavalli, Cade",9,0.4934865756787782
"De los Santos, Yerry","Pérez, Eury",10,0.49724728660786577
"DeSclafani, Anthony","Mahle, Tyler",1,0.29964648116951037
"DeSclafani, Anthony","Kahnle, Tommy",2,0.4117840606745455
"DeSclafani, Anthony","Bieber, Shane",3,0.4135626111928271
"DeSclafani, Anthony","Pfaadt, Brandon",4,0.4371381965410669
"DeSclafani, Anthony","Henry, Cole",5,0.46900418079855477
"DeSclafani, Anthony","Buehler, Walker",6,0.49248153348613827
"DeSclafani, Anthony","Rea, Colin",7,0.516999155548025
"DeSclafani, Anthony","Berríos, José",8,0.5273577694790147
"DeSclafani, Anthony","Brebbia, John",9,0.5363229623922163
"DeSclafani, Anthony","Sulser, Cole",10,0.5949304753249886
"Detmers, Reid","Ragans, Cole",1,0.4131174300000442
"Detmers, Reid","Seymour, Ian",2,0.4687077912154945
"Detmers, Reid","Rodriguez, Eduardo",3,0.5397799976274884
"Detmers, Reid","Enns, Dietrich",4,0.5700120026817911
"Detmers, Reid","Fried, Max",5,0.5963523292086045
"Detmers, Reid","Abbott, Andrew",6,0.6839005441506227
"Detmers, Reid","Cox, Austin",7,0.6855393995562339
"Detmers, Reid","Povich, Cade",8,0.6979453362030117
"Detmers, Reid","Veneziano, Anthony",9,0.7044931748497698
"Detmers, Reid","Vesia, Alex",10,0.7085365652716558
"Dobbins, Hunter","Priester, Quinn",1,0.1506908254761305
"Dobbins, Hunter","Merryweather, Julian",2,0.27967597540925215
"Dobbins, Hunter","Pallante, Andre",3,0.285089994028677
"Dobbins, Hunter","Graceffo, Gordon",4,0.2907951336618828
"Dobbins, Hunter","Burrows, Mike",5,0.3347328198799
"Dobbins, Hunter","Trivino III, Lou",6,0.3444306691769165
"Dobbins, Hunter","Enright, Nic",7,0.3576618544895485
"Dobbins, Hunter","García, Luis",8,0.3692616210465369
"Dobbins, Hunter","Rutledge, Jackson",9,0.3917356609789373
"Dobbins, Hunter","Woodruff, Brandon",10,0.40768068123557877
"Dodd, Dylan","Ferguson, Caleb",1,0.20139103679813827
"Dodd, Dylan","Booser, Cam",2,0.37292285231229105
"Dodd, Dylan","Latz, Jacob",3,0.5559155410297661
"Dodd, Dylan","Matz, Steven",4,0.5620591156841392
"Dodd, Dylan","Dreyer, Jack",5,0.6443768126978435
"Dodd, Dylan","Fried, Max",6,0.6533700403074519
"Dodd, Dylan","Rodriguez, Eduardo",7,0.6649403494315049
"Dodd, Dylan","Zastryzny, Rob",8,0.6936013277748572
"Dodd, Dylan","Herrin, Tim",9,0.6936582758531633
"Dodd, Dylan","Castillo, José",10,0.7046472182238205
"Dollander, Chase","Hancock, Emerson",1,0.275718010780809
"Dollander, Chase","Perkins, Jack",2,0.31548873776428255
"Dollander, Chase","Iglesias, Raisel",3,0.3401607567658233
"Dollander, Chase","Morgan, David",4,0.34387661231942573
"Dollander, Chase","Bachman, Sam",5,0.47300523587947924
"Dollander, Chase","De Los Santos, Enyel",6,0.477222987863653
"Dollander, Chase","Garrett, Reed",7,0.5263964064389997
"Dollander, Chase","Mlodzinski, Carmen",8,0.5457818186094768
"Dollander, Chase","Buttó, José",9,0.5867096471698949
"Dollander, Chase","Weaver, Luke",10,0.609989044038701
"Domínguez, Seranthony","Hicks, Jordan",1,0.32466245140484307
"Domínguez, Seranthony","Vest, Will",2,0.453056979582647
"Domínguez, Seranthony","Kirby, George",3,0.48178894318800985
"Domínguez, Seranthony","Doval, Camilo",4,0.5303362074148553
"Domínguez, Seranthony","De Los Santos, Enyel",5,0.547042456985156
"Domínguez, Seranthony","Kerkering, Orion",6,0.5590352367530519
"Domínguez, Seranthony","Chivilli, Angel",7,0.5608355337448685
"Domínguez, Seranthony","Svanson, Matt",8,0.5689962774602515
"Domínguez, Seranthony","Finnegan, Kyle",9,0.6048512518315741
"Domínguez, Seranthony","Iglesias, Raisel",10,0.6151837506113793
"Doval, Camilo","Domínguez, Seranthony",1,0.5303362074148553
"Doval, Camilo","Iglesias, Raisel",2,0.6351200937785915
"Doval, Camilo","De Los Santos, Enyel",3,0.6364859388934162
"Doval, Camilo","Hicks, Jordan",4,0.6564010004861582
"Doval, Camilo","Vest, Will",5,0.6911233572565146
"Doval, Camilo","Woo, Bryan",6,0.7125991269320289
"Doval, Camilo","Rodríguez, Manuel",7,0.7438572071982165
"Doval, Camilo","Bello, Brayan",8,0.805520045759273
"Doval, Camilo","Kirby, George",9,0.8124833436925375
"Doval, Camilo","Perkins, Jack",10,0.8278556367138087
"Dreyer, Jack","Lynch IV, Daniel",1,0.33622537145949466
"Dreyer, Jack","Latz, Jacob",2,0.3899609197021229
"Dreyer, Jack","Fried, Max",3,0.4163541746818836
"Dreyer, Jack","Rodriguez, Eduardo",4,0.4873187997650142
"Dreyer, Jack","Matz, Steven",5,0.5274919521892247
"Dreyer, Jack","Rogers, Trevor",6,0.6347917752271347
"Dreyer, Jack","Dodd, Dylan",7,0.6443768126978435
"Dreyer, Jack","Holton, Tyler",8,0.6499615565221523
"Dreyer, Jack","Zastryzny, Rob",9,0.6587529531360317
"Dreyer, Jack","Ferguson, Caleb",10,0.7051900033987124
"Dunning, Dane","Gómez, Yoendrys",1,0.3262388946248755
"Dunning, Dane","Smith-Shawver, AJ",2,0.3741720400807274
"Dunning, Dane","Strider, Spencer",3,0.42448931364788745
"Dunning, Dane","Brasier, Ryan",4,0.44327944269560826
"Dunning, Dane","Gausman, Kevin",5,0.44790980362698807
"Dunning, Dane","Warren, Will",6,0.4669370644536048
"Dunning, Dane","Brogdon, Connor",7,0.4803479562676884
"Dunning, Dane","López, Pablo",8,0.5000035793923174
"Dunning, Dane","Mize, Casey",9,0.5259382478539208
"Dunning, Dane","McGreevy, Michael",10,0.5342594453170946
"Duran, Jhoan","Morillo, Juan",1,0.7598444315952777
"Duran, Jhoan","Barnett, Mason",2,0.8688573420286629
"Duran, Jhoan","Mey, Luis",3,0.9711141475001346
"Duran, Jhoan","Burns, Chase",4,1.0757886714197846
"Duran, Jhoan","Alvarado, Elvis",5,1.0782229588096826
"Duran, Jhoan","Martin, Corbin",6,1.092107368517925
"Duran, Jhoan","Schlittler, Cam",7,1.1295384861237283
"Duran, Jhoan","Chandler, Bubba",8,1.1423496289341228
"Duran, Jhoan","Vest, Will",9,1.1705615135574723
"Duran, Jhoan","Greene, Hunter",10,1.2017630839218034
"Díaz, Alexis","Wheeler, Zack",1,1.1455142022725964
"Díaz, Alexis","Williams, Devin",2,1.2179306216017272
"Díaz, Alexis","Díaz, Edwin",3,1.3892545660070892
"Díaz, Alexis","Ramírez, Yohan",4,1.415961676549816
"Díaz, Alexis","Oviedo, Johan",5,1.4661683241546104
"Díaz, Alexis","Miller, Shelby",6,1.6272436792622187
"Díaz, Alexis","Hodge, Porter",7,1.6645768181197942
"Díaz, Alexis","Schwellenbach, Spencer",8,1.809485755517043
"Díaz, Alexis","Misiorowski, Jacob",9,1.8292702272248675
"Díaz, Alexis","Lively, Ben",10,1.874685722206925
"Díaz, Edwin","Wheeler, Zack",1,0.7877611855945779
"Díaz, Edwin","Roycroft, Chris",2,0.8710111184498323
"Díaz, Edwin","Miller, Shelby",3,0.944832120191118
"Díaz, Edwin","González, Wikelman",4,1.0519916725440828
"Díaz, Edwin","Ortiz, Luis",5,1.1319989535136787
"Díaz, Edwin","Melton, Troy",6,1.1911892345516855
"Díaz, Edwin","O'Brien, Riley",7,1.2179836627098009
"Díaz, Edwin","Schwellenbach, Spencer",8,1.252777988164136
"Díaz, Edwin","Murdock, Noah",9,1.2750273593429113
"Díaz, Edwin","Legumina, Casey",10,1.2848705160012837
"Eflin, Zach","Alexander, Jason",1,0.5185764264345472
"Eflin, Zach","Bassitt, Chris",2,0.5221353314293454
"Eflin, Zach","Flaherty, Jack",3,0.533973305713816
"Eflin, Zach","Darvish, Yu",4,0.5838097409828874
"Eflin, Zach","Roupp, Landen",5,0.6320732976536426
"Eflin, Zach","Wilson, Steven",6,0.6594611852480241
"Eflin, Zach","Kahnle, Tommy",7,0.6759714374871229
"Eflin, Zach","Webb, Jacob",8,0.7258109442140808
"Eflin, Zach","Mahle, Tyler",9,0.7348568092335235
"Eflin, Zach","DeSclafani, Anthony",10,0.7574631878513549
"Eisert, Brandon","Lopez, Jacob",1,0.42615962425405807
"Eisert, Brandon","Manaea, Sean",2,0.6127197900023381
"Eisert, Brandon","Gordon, Colton",3,1.2405893743563583
"Eisert, Brandon","Palmquist, Carson",4,1.3837765234665005
"Eisert, Brandon","Sale, Chris",5,1.4321348888271483
"Eisert, Brandon","Fluharty, Mason",6,1.4578119214109972
"Eisert, Brandon","Kikuchi, Yusei",7,1.5263392808206766
"Eisert, Brandon","Backhus, Kyle",8,1.6631402453516844
"Eisert, Brandon","Walter, Brandon",9,1.7083121509355117
"Eisert, Brandon","Hall, DL",10,1.7157706566601754
"Elder, Bryce","Quantrill, Cal",1,0.6486327490904409
"Elder, Bryce","Granillo, Andre",2,0.6551009076664739
"Elder, Bryce","Holmes, Clay",3,0.6571651115715456
"Elder, Bryce","Walker, Taijuan",4,0.6609972330176229
"Elder, Bryce","Nance, Tommy",5,0.6628175889072224
"Elder, Bryce","Adam, Jason",6,0.7443471859080077
"Elder, Bryce","Littell, Zack",7,0.7915373815178732
"Elder, Bryce","Mikolas, Miles",8,0.7926240819346065
"Elder, Bryce","Waldrep, Hurston",9,0.7962646107837704
"Elder, Bryce","Flexen, Chris",10,0.8421478876381744
"Englert, Mason","Vasil, Mike",1,0.20274730858903298
"Englert, Mason","Fernandez, Ryan",2,0.3389758330747074
"Englert, Mason","Trivino III, Lou",3,0.42554381638372396
"Englert, Mason","Adams, Travis",4,0.43853277293209414
"Englert, Mason","Bergert, Ryan",5,0.4422445111569597
"Englert, Mason","Rodríguez, Yariel",6,0.44567222528697
"Englert, Mason","Priester, Quinn",7,0.48935855205661366
"Englert, Mason","Hatch, Thomas",8,0.5043355911255096
"Englert, Mason","Blackburn, Paul",9,0.5133074815694681
"Englert, Mason","Clarke, Taylor",10,0.5186059641765234
"Enns, Dietrich","Cox, Austin",1,0.3044205395522379
"Enns, Dietrich","Ragans, Cole",2,0.4733916097453829
"Enns, Dietrich","Lee, Dylan",3,0.5156216936093873
"Enns, Dietrich","Gage, Matt",4,0.5605457791853041
"Enns, Dietrich","Detmers, Reid",5,0.5700120026817911
"Enns, Dietrich","Rodón, Carlos",6,0.5996756156545286
"Enns, Dietrich","Sousa, Bennett",7,0.6251255585459495
"Enns, Dietrich","Ray, Robbie",8,0.6481688149562104
"Enns, Dietrich","Veneziano, Anthony",9,0.796586010974871
"Enns, Dietrich","Fried, Max",10,0.8116240433193329
"Enright, Nic","Merryweather, Julian",1,0.2850867760090483
"Enright, Nic","Dobbins, Hunter",2,0.3576618544895485
"Enright, Nic","Pallante, Andre",3,0.37011804336241644
"Enright, Nic","Graceffo, Gordon",4,0.3919261831041492
"Enright, Nic","Ribalta, Orlando",5,0.407144005874986
"Enright, Nic","Bradley, Taj",6,0.40735846065430786
"Enright, Nic","Bivens, Spencer",7,0.4170151169432074
"Enright, Nic","Cabrera, Edward",8,0.4475391329419706
"Enright, Nic","Green, Chad",9,0.44913021532478903
"Enright, Nic","Priester, Quinn",10,0.45137422214435136
"Eovaldi, Nathan","Kahnle, Tommy",1,0.47979943829143107
"Eovaldi, Nathan","Darvish, Yu",2,0.5149369771527363
"Eovaldi, Nathan","Singer, Brady",3,0.647917988050742
"Eovaldi, Nathan","Smith-Shawver, AJ",4,0.6761647171829819
"Eovaldi, Nathan","Gómez, Yoendrys",5,0.7143112910705673
"Eovaldi, Nathan","Irvin, Jake",6,0.7480068009832471
"Eovaldi, Nathan","Bieber, Shane",7,0.7898549961601492
"Eovaldi, Nathan","Flaherty, Jack",8,0.8015810506321338
"Eovaldi, Nathan","Henry, Cole",9,0.8106270229249629
