player_name,comp_player_name,season,p_throws,rank,physical_distance
"Abbott, Andrew","Latz, Jacob",2024,L,1,0.42362819282725495
"Abbott, Andrew","Lynch IV, Daniel",2024,L,2,0.42553746079950816
"Abbott, Andrew","Herrin, Tim",2024,L,3,0.4277364555255436
"Abbott, Andrew","Herz, DJ",2024,L,4,0.48391929180606186
"Abbott, Andrew","Paxton, James",2024,L,5,0.5155029618272805
"Abbott, Andrew","Freeland, Kyle",2024,L,6,0.5235551882150361
"Abbott, Andrew","Fried, Max",2024,L,7,0.5442894225664653
"Abbott, Andrew","Holton, Tyler",2024,L,8,0.5710507450600834
"Abbott, Andrew","Bubic, Kris",2024,L,9,0.5947747667209445
"Abbott, Andrew","Parker, Mitchell",2024,L,10,0.6025487851978479
"Akin, Keegan","Cabrera, Génesis",2024,L,1,0.40695969388229286
"Akin, Keegan","Luzardo, Jesús",2024,L,2,0.46867150461930357
"Akin, Keegan","Weathers, Ryan",2024,L,3,0.5607097163559049
"Akin, Keegan","Matsui, Yuki",2024,L,4,0.7357313175079325
"Akin, Keegan","Little, Brendon",2024,L,5,0.8291964355336306
"Akin, Keegan","Pérez, Cionel",2024,L,6,0.9476284953933487
"Akin, Keegan","Ellard, Fraser",2024,L,7,0.9621982401530332
"Akin, Keegan","Banks, Tanner",2024,L,8,0.9632460356372814
"Akin, Keegan","Ray, Robbie",2024,L,9,0.9791887191607347
"Akin, Keegan","Rodón, Carlos",2024,L,10,1.0152482934035563
"Aldegheri, Sam","Young, Alex",2024,L,1,0.5312276156409421
"Aldegheri, Sam","Matsui, Yuki",2024,L,2,0.6709893113038197
"Aldegheri, Sam","Rosenberg, Kenny",2024,L,3,0.7073384062551352
"Aldegheri, Sam","Rogers, Taylor",2024,L,4,0.7821190604529054
"Aldegheri, Sam","Cortes, Nestor",2024,L,5,0.8142457112237512
"Aldegheri, Sam","Keuchel, Dallas",2024,L,6,0.8321919106384921
"Aldegheri, Sam","Luzardo, Jesús",2024,L,7,0.838217228996971
"Aldegheri, Sam","Valdez, Framber",2024,L,8,0.890464734010328
"Aldegheri, Sam","Pennington, Walter",2024,L,9,0.9600379274412324
"Aldegheri, Sam","Pérez, Martín",2024,L,10,0.9633902894753881
"Alexander, Scott","Kerr, Ray",2024,L,1,0.2145055299215137
"Alexander, Scott","Rodriguez, Eduardo",2024,L,2,0.547680165357809
"Alexander, Scott","Suarez, José",2024,L,3,0.6941842147907519
"Alexander, Scott","King, John",2024,L,4,0.7506629968022897
"Alexander, Scott","Wicks, Jordan",2024,L,5,0.8129166937244152
"Alexander, Scott","Long, Sam",2024,L,6,0.820445916673644
"Alexander, Scott","Veneziano, Anthony",2024,L,7,0.8363891101496445
"Alexander, Scott","Matz, Steven",2024,L,8,0.8506832049646001
"Alexander, Scott","Booser, Cam",2024,L,9,0.8646602803610308
"Alexander, Scott","Matsui, Yuki",2024,L,10,0.8825888371681225
"Alexander, Tyler","Horn, Bailey",2024,L,1,0.4504348630481584
"Alexander, Tyler","Allard, Kolby",2024,L,2,0.45511167004195635
"Alexander, Tyler","Boyd, Matthew",2024,L,3,0.592209955150908
"Alexander, Tyler","Allen, Logan",2024,L,4,0.610060904165829
"Alexander, Tyler","Suarez, Ranger",2024,L,5,0.6141201232432708
"Alexander, Tyler","Sammons, Bryan",2024,L,6,0.6887411033638039
"Alexander, Tyler","Gonzales, Marco",2024,L,7,0.8329767777501481
"Alexander, Tyler","Guenther, Sean",2024,L,8,0.8615770244208212
"Alexander, Tyler","Povich, Cade",2024,L,9,0.9345785722759067
"Alexander, Tyler","Springs, Jeffrey",2024,L,10,0.9445976955079642
"Allard, Kolby","Alexander, Tyler",2024,L,1,0.45511167004195635
"Allard, Kolby","Horn, Bailey",2024,L,2,0.5170961390287153
"Allard, Kolby","Boyd, Matthew",2024,L,3,0.6271354939338035
"Allard, Kolby","Allen, Logan",2024,L,4,0.7732682371383462
"Allard, Kolby","Sammons, Bryan",2024,L,5,0.8128163615670017
"Allard, Kolby","Emanuel, Kent",2024,L,6,0.8232878210096827
"Allard, Kolby","Pérez, Martín",2024,L,7,0.9094576349278768
"Allard, Kolby","Guenther, Sean",2024,L,8,0.9587153692980909
"Allard, Kolby","Suarez, Ranger",2024,L,9,0.9817974646877802
"Allard, Kolby","Suarez, José",2024,L,10,0.996399719760637
"Allen, Logan","Sammons, Bryan",2024,L,1,0.21914526929563827
"Allen, Logan","Boyd, Matthew",2024,L,2,0.45011776966338973
"Allen, Logan","Gonzales, Marco",2024,L,3,0.551588151301168
"Allen, Logan","Imanaga, Shota",2024,L,4,0.6027303702945758
"Allen, Logan","Alexander, Tyler",2024,L,5,0.610060904165829
"Allen, Logan","Povich, Cade",2024,L,6,0.6168251704315438
"Allen, Logan","Suarez, Ranger",2024,L,7,0.6724543672712205
"Allen, Logan","Quintana, Jose",2024,L,8,0.6950307251462113
"Allen, Logan","Horn, Bailey",2024,L,9,0.7413725721498149
"Allen, Logan","Allard, Kolby",2024,L,10,0.7732682371383462
"Alvarado, José","Crochet, Garrett",2024,L,1,1.5132162041107113
"Alvarado, José","Burke, Brock",2024,L,2,1.5239837770249298
"Alvarado, José","Chapman, Aroldis",2024,L,3,1.7519448961063118
"Alvarado, José","Mayza, Tim",2024,L,4,1.8970491692617473
"Alvarado, José","Skubal, Tarik",2024,L,5,2.0130373153098198
"Alvarado, José","Miller, Erik",2024,L,6,2.0390498241670967
"Alvarado, José","Wilson, Justin",2024,L,7,2.1760846500853583
"Alvarado, José","Gore, MacKenzie",2024,L,8,2.202540018870117
"Alvarado, José","Liberatore, Matthew",2024,L,9,2.214340059562825
"Alvarado, José","Beeks, Jalen",2024,L,10,2.2145428857266345
"Anderson, Tyler","Smith, Will",2024,L,1,0.26652471400024785
"Anderson, Tyler","Means, John",2024,L,2,0.40745396372175624
"Anderson, Tyler","Kershaw, Clayton",2024,L,3,0.9538579355520082
"Anderson, Tyler","Keuchel, Dallas",2024,L,4,0.9540859798039516
"Anderson, Tyler","Thielbar, Caleb",2024,L,5,0.9780396352307554
"Anderson, Tyler","Irvin, Cole",2024,L,6,0.9919965466572382
"Anderson, Tyler","Lee, Dylan",2024,L,7,1.0996355814907561
"Anderson, Tyler","Smyly, Drew",2024,L,8,1.0999062306911656
"Anderson, Tyler","Rosenberg, Kenny",2024,L,9,1.1945258124696723
"Anderson, Tyler","Springs, Jeffrey",2024,L,10,1.1993601907872842
"Ashby, Aaron","Peralta, Wandy",2024,L,1,1.5430213673462112
"Ashby, Aaron","Little, Brendon",2024,L,2,1.5482823839160738
"Ashby, Aaron","Williamson, Brandon",2024,L,3,1.5703612578996138
"Ashby, Aaron","Luzardo, Jesús",2024,L,4,1.6566913152828997
"Ashby, Aaron","Wrobleski, Justin",2024,L,5,1.6576238757189263
"Ashby, Aaron","Aldegheri, Sam",2024,L,6,1.8258358643781507
"Ashby, Aaron","Valdez, Framber",2024,L,7,1.9419303531346603
"Ashby, Aaron","Akin, Keegan",2024,L,8,1.944960126086116
"Ashby, Aaron","Smyly, Drew",2024,L,9,2.042596025084916
"Ashby, Aaron","Cabrera, Génesis",2024,L,10,2.152859169356997
"Banda, Anthony","Minter, A.J.",2024,L,1,0.6701833895419385
"Banda, Anthony","Scott, Tanner",2024,L,2,0.6950912115662119
"Banda, Anthony","Quijada, José",2024,L,3,0.729576173638697
"Banda, Anthony","Strahm, Matt",2024,L,4,0.7403504076974212
"Banda, Anthony","Morejon, Adrian",2024,L,5,0.8296638587980325
"Banda, Anthony","Koenig, Jared",2024,L,6,0.9137348134789168
"Banda, Anthony","Soto, Gregory",2024,L,7,0.962786206363241
"Banda, Anthony","Ferguson, Caleb",2024,L,8,1.034207194759929
"Banda, Anthony","Diekman, Jake",2024,L,9,1.0377710690406292
"Banda, Anthony","Garcia, Robert",2024,L,10,1.0416469542641609
"Banks, Tanner","Ray, Robbie",2024,L,1,0.6729219901143262
"Banks, Tanner","Matsui, Yuki",2024,L,2,0.7238311485669551
"Banks, Tanner","Hurter, Brant",2024,L,3,0.7801474553513622
"Banks, Tanner","Steele, Justin",2024,L,4,0.7910126622765142
"Banks, Tanner","Rodón, Carlos",2024,L,5,0.7913171552882371
"Banks, Tanner","Detmers, Reid",2024,L,6,0.8052956088149437
"Banks, Tanner","Veneziano, Anthony",2024,L,7,0.8990038111640541
"Banks, Tanner","Ragans, Cole",2024,L,8,0.9456858141260885
"Banks, Tanner","Akin, Keegan",2024,L,9,0.9632460356372814
"Banks, Tanner","Long, Sam",2024,L,10,0.9797644801185712
"Basso, Brady","Lee, Dylan",2024,L,1,0.47814442651665034
"Basso, Brady","Muller, Kyle",2024,L,2,0.6863763186588726
"Basso, Brady","Chafin, Andrew",2024,L,3,0.7306577168182835
"Basso, Brady","Wentz, Joey",2024,L,4,0.8379512958769486
"Basso, Brady","Montgomery, Jordan",2024,L,5,0.9423552840053696
"Basso, Brady","Steele, Justin",2024,L,6,0.9988031087315123
"Basso, Brady","Moore, Matt",2024,L,7,1.0583864104951202
"Basso, Brady","Paxton, James",2024,L,8,1.0806676843706695
"Basso, Brady","Bush, Ky",2024,L,9,1.1689265204695307
"Basso, Brady","Corbin, Patrick",2024,L,10,1.179904295457622
"Beeks, Jalen","Vesia, Alex",2024,L,1,0.5272794522998264
"Beeks, Jalen","Lucas, Easton",2024,L,2,0.7259793858536522
"Beeks, Jalen","Skubal, Tarik",2024,L,3,0.7889951684789616
"Beeks, Jalen","Miller, Erik",2024,L,4,0.8008031760232014
"Beeks, Jalen","Mayza, Tim",2024,L,5,0.8009896964200913
"Beeks, Jalen","Rodriguez, Eduardo",2024,L,6,0.8333403910209599
"Beeks, Jalen","Latz, Jacob",2024,L,7,0.8420555686339342
"Beeks, Jalen","Soto, Gregory",2024,L,8,0.9347217694354576
"Beeks, Jalen","Matz, Steven",2024,L,9,0.9718217341148092
"Beeks, Jalen","Veneziano, Anthony",2024,L,10,1.002031571748008
"Bernardino, Brennan","Young, Danny",2024,L,1,0.718429473981095
"Bernardino, Brennan","Wood, Alex",2024,L,2,1.0568228226750722
"Bernardino, Brennan","Cosgrove, Tom",2024,L,3,1.170911682815813
"Bernardino, Brennan","Rogers, Taylor",2024,L,4,1.4518510674347116
"Bernardino, Brennan","McFarland, T.J.",2024,L,5,1.4590788766770795
"Bernardino, Brennan","Allard, Kolby",2024,L,6,1.477379035177002
"Bernardino, Brennan","Bummer, Aaron",2024,L,7,1.5208263906029367
"Bernardino, Brennan","Boyd, Matthew",2024,L,8,1.5875614245236134
"Bernardino, Brennan","Suarez, José",2024,L,9,1.6305496941640185
"Bernardino, Brennan","Pennington, Walter",2024,L,10,1.6359948017265449
"Blach, Ty","McFarland, T.J.",2024,L,1,1.3339132862154839
"Blach, Ty","Rogers, Taylor",2024,L,2,1.6138286063876692
"Blach, Ty","Rosenberg, Kenny",2024,L,3,1.7003236775795576
"Blach, Ty","Aldegheri, Sam",2024,L,4,1.7642590214727005
"Blach, Ty","Emanuel, Kent",2024,L,5,1.7932242872487374
"Blach, Ty","Young, Alex",2024,L,6,1.8477194022741807
