player_name,n_pitch_types,horizontal_coverage,horizontal_coverage_pre_dampening,vertical_coverage,vertical_coverage_pre_dampening,velocity_range,hull_area,hull_area_pre_dampening,hull_method,fastball_relative_break,fastball_relative_break_pre_dampening,anchor_type,no_anchor_available,avg_nn_distance,avg_nn_distance_pre_dampening,quadrant_coverage_count,confidence_score,raw_movement_score,movement_score,trusted_movement_score
"Keller, Mitch",6,24.31690848102466,31.5552,23.3139746317901,29.3769,16.669799999999995,385.605018015734,457.8185147699999,hull,20.576494814920082,21.666617320923848,FF,False,11.989822124504476,10.555229799588334,2,100.0,1.9124814883851453,91.27423822714681,91.27423822714681
"Strowd, Kade",5,25.706166280970884,30.128700000000002,26.33020486662175,30.034599999999998,13.242999999999995,305.019724568288,349.14154855500004,hull,21.09529800254028,21.76135345610077,FF,False,13.41581146939143,12.539287926042883,3,100.0,1.9012821727687388,91.13573407202216,91.13573407202216
"Junk, Janson",5,22.46506628097088,26.8876,26.24620486662175,29.950599999999998,11.73660000000001,345.0232256682879,389.145049655,hull,20.650497331080157,21.31655278464065,FF,False,13.25853984667332,12.382016303324773,3,100.0,1.8719722121821067,90.7202216066482,90.7202216066482
"Knack, Landon",4,19.6153240809171,21.2221,32.6341351014534,33.980000000000004,12.908200000000008,235.2792641808417,251.30941539999998,hull,23.393370426034476,23.63535882715169,FF,False,14.856301343295877,14.537846581514923,3,100.0,1.8681367430498983,90.30470914127424,90.30470914127424
"Gonsolin, Tony",4,18.7701240809171,20.3769,27.6539351014534,28.9998,11.781800000000004,264.36366465584183,280.3938158750001,hull,22.491427033303935,22.73341543442115,FF,False,17.378587708891594,17.06013294711064,4,100.0,1.860847194595001,90.1662049861496,90.1662049861496
"McCullers Jr., Lance",5,28.753166280970888,33.175700000000006,18.15750486662175,21.8619,9.540700000000001,410.396897048288,454.51872103500006,hull,18.713250452196423,19.379305905756915,SI,False,11.969858341029155,11.093334797680608,4,100.0,1.854081092026429,90.02770083102493,90.02770083102493
"Gibson, Cade",6,25.18070848102466,32.419,22.649074631790103,28.712000000000003,13.116,368.6652833057342,440.8787800600001,hull,20.219239113943974,21.30936161994774,SI,False,12.235376568855846,10.800784243939704,3,100.0,1.8337862293347273,89.75069252077562,89.75069252077562
"Gillispie, Connor",4,30.5332240809171,32.14,20.7896351014534,22.1355,10.146900000000002,242.5156943408417,258.54584556,hull,20.753238205570323,20.995226606687538,FF,False,16.11629144037999,15.797836678599035,3,100.0,1.7818763910840119,89.33518005540166,89.33518005540166
"Pressly, Ryan",4,27.9654240809171,29.5722,26.573635101453398,27.9195,12.043400000000005,226.7398477308417,242.76999894999997,hull,20.2300485202362,20.472036921353414,FF,False,15.788108050678101,15.469653288897147,3,100.0,1.7743680713118621,89.19667590027701,89.19667590027701
"Newcomb, Sean",6,26.493408481024666,33.731700000000004,24.3756746317901,30.4386,14.243099999999998,346.8099002707341,419.023397025,hull,20.771506750031104,21.86162925603487,FF,False,10.33001277799967,8.895420453083528,3,100.0,1.7676679626057457,89.05817174515236,89.05817174515236
"Buehler, Walker",7,22.11005068107844,32.1641,23.22564439695845,31.647100000000002,16.55510000000001,413.74849990318035,514.0536694250001,hull,18.59212690053909,20.106316458986132,FF,False,11.20493279803034,9.212271691546603,3,100.0,1.6947585206134672,87.53462603878116,87.53462603878116
"López, Jorge",4,24.3181240809171,25.9249,26.564635101453398,27.9105,13.448400000000007,251.05857754584176,267.08872876500004,hull,22.350476389526854,22.59246479064407,SI,False,12.57404933465072,12.255594572869766,3,100.0,1.6213708049434619,87.25761772853186,87.25761772853186
"Early, Connelly",4,26.570124080917104,28.176900000000003,23.921335101453398,25.2672,13.440600000000003,255.97597472084172,272.00612594,hull,19.86299602433875,20.104984425455964,FF,False,14.868102533252127,14.549647771471173,3,100.0,1.6111038854353048,87.1191135734072,87.1191135734072
"Mazur, Adam",5,23.95026628097088,28.372799999999998,24.522804866621755,28.227200000000003,12.363199999999992,287.537220263288,331.6590442500001,hull,21.350337136675336,22.016392590235828,FF,False,12.370875975318642,11.494352431970094,3,100.0,1.5786389138677923,86.56509695290858,86.56509695290858
"Megill, Tylor",5,23.25286628097088,27.6754,28.46020486662175,32.1646,15.0347,267.7668015932879,311.88862557999994,hull,22.62348117028267,23.289536623843162,FF,False,10.040179525511586,9.16365598216304,2,100.0,1.5504537947551307,86.28808864265928,86.28808864265928
"Thielbar, Caleb",4,15.942924080917104,17.5497,32.730235101453395,34.0761,16.809399999999997,179.51011086584177,195.54026208500005,hull,25.477778941620226,25.71976734273744,FF,False,14.061119426936592,13.742664665155639,3,100.0,1.5314485215115796,86.01108033240997,86.01108033240997
"Baz, Shane",4,22.6718240809171,24.2786,27.786035101453397,29.131899999999998,11.982500000000002,253.83745420084168,269.86760541999996,hull,19.611170226852344,19.85315862796956,FF,False,14.502952700271129,14.184497938490175,3,100.0,1.5310953520802675,85.87257617728532,85.87257617728532
"Povich, Cade",5,21.67026628097088,26.092799999999997,28.12990486662175,31.8343,13.35759999999999,288.4176373982879,332.539461385,hull,20.853272831484105,21.519328285044597,FF,False,11.451389785807633,10.574866242459086,2,100.0,1.51694992167757,85.73407202216067,85.73407202216067
"Dobbins, Hunter",5,22.91596628097088,27.3385,23.567904866621753,27.2723,16.877300000000005,310.6322330482879,354.75405703499996,hull,20.09060761901647,20.756663072576963,FF,False,12.746969844546175,11.870446301197628,3,100.0,1.5141452539025155,85.59556786703601,85.59556786703601
"Canning, Griffin",4,26.645224080917103,28.252000000000002,19.887735101453398,21.2336,12.754100000000008,231.35359328084175,247.38374450000003,hull,22.88355590008483,23.125544301202044,FF,False,13.972219559278303,13.653764797497349,2,100.0,1.4937459756595965,85.0415512465374,85.0415512465374
"Pivetta, Nick",4,14.322224080917103,15.929,35.1696351014534,36.5155,14.81880000000001,193.18335268584175,209.21350390500004,hull,23.756311334026776,23.99829973514399,FF,False,14.079790474405268,13.761335712624314,3,100.0,1.4819349242440172,84.90304709141274,84.90304709141274
