player_name,boundary_type,vertex_order,HB,IVB
"Cruz, Fernando",hull,1,-14.228,13.645
"Cruz, Fernando",hull,2,-4.5735,0.0789
"Cruz, Fernando",hull,3,8.2108,0.2931
"Cruz, Omar",bbox,0,10.8264,17.8296
"Cruz, Omar",bbox,1,10.8264,17.8296
"Cruz, Omar",bbox,2,10.8264,17.8296
"Cruz, Omar",bbox,3,10.8264,17.8296
"Cruz, Steven",hull,0,-9.799,15.0164
"Cruz, Steven",hull,1,5.2231,3.9631
"Cruz, Steven",hull,2,0.3454,9.2773
"Curtiss, John",bbox,0,-7.4099,8.0607
"Curtiss, John",bbox,1,2.5507,8.0607
"Curtiss, John",bbox,2,2.5507,17.4837
"Curtiss, John",bbox,3,-7.4099,17.4837
"Curvelo, Luis",hull,0,-16.2928,10.9952
"Curvelo, Luis",hull,1,3.0696,2.9249
"Curvelo, Luis",hull,2,-12.6689,13.8071
"Dana, Caden",hull,0,-13.6547,6.0176
"Dana, Caden",hull,1,5.2119,-0.4792
"Dana, Caden",hull,2,-10.7018,15.9045
"Daniel, Davis",bbox,0,-6.5303,17.3368
"Daniel, Davis",bbox,1,-6.5303,17.3368
"Daniel, Davis",bbox,2,-6.5303,17.3368
"Daniel, Davis",bbox,3,-6.5303,17.3368
"Darnell, Dugan",bbox,0,-7.2612,6.7344
"Darnell, Dugan",bbox,1,-3.8184,6.7344
"Darnell, Dugan",bbox,2,-3.8184,14.5053
"Darnell, Dugan",bbox,3,-7.2612,14.5053
"Darrell-Hicks, Michael",bbox,0,-17.2341,3.1472
"Darrell-Hicks, Michael",bbox,1,3.3057,3.1472
"Darrell-Hicks, Michael",bbox,2,3.3057,9.8224
"Darrell-Hicks, Michael",bbox,3,-17.2341,9.8224
"Darvish, Yu",hull,0,-16.1522,6.6193
"Darvish, Yu",hull,1,11.7247,-13.7607
"Darvish, Yu",hull,2,13.8431,2.841
"Darvish, Yu",hull,3,-1.4029,10.6161
"Darvish, Yu",hull,4,-10.6667,14.4188
"Davis, Noah",bbox,0,-18.1342,-0.4678
"Davis, Noah",bbox,1,17.3256,-0.4678
"Davis, Noah",bbox,2,17.3256,7.3523
"Davis, Noah",bbox,3,-18.1342,7.3523
"De Los Santos, Enyel",hull,0,-16.2971,7.6343
"De Los Santos, Enyel",hull,1,1.3403,6.3422
"De Los Santos, Enyel",hull,2,-10.6722,12.9851
"De los Santos, Yerry",hull,0,-17.3027,8.1431
"De los Santos, Yerry",hull,1,-14.0687,0.4528
"De los Santos, Yerry",hull,2,4.1186,1.23
"De los Santos, Yerry",hull,3,-13.9477,12.9951
"DeSclafani, Anthony",hull,0,-12.5274,15.2284
"DeSclafani, Anthony",hull,1,-16.6227,9.6627
"DeSclafani, Anthony",hull,2,-8.3833,0.0288
"DeSclafani, Anthony",hull,3,14.9682,-0.7041
"Detmers, Reid",hull,0,7.7685,18.1424
"Detmers, Reid",hull,1,-10.0748,-16.1801
"Detmers, Reid",hull,2,-2.7046,-2.7
"Devenski, Chris",hull,0,-17.7506,2.3918
"Devenski, Chris",hull,1,14.664,-0.0785
"Devenski, Chris",hull,2,-12.4864,16.3864
"Dobbins, Hunter",hull,0,-12.5985,5.0622
"Dobbins, Hunter",hull,1,7.0511,-11.5189
"Dobbins, Hunter",hull,2,14.74,1.0988
"Dobbins, Hunter",hull,3,-2.0511,15.7534
"Dodd, Dylan",bbox,0,1.4529,5.3809
"Dodd, Dylan",bbox,1,11.4286,5.3809
"Dodd, Dylan",bbox,2,11.4286,15.9333
"Dodd, Dylan",bbox,3,1.4529,15.9333
"Dollander, Chase",hull,0,-15.6922,4.593
"Dollander, Chase",hull,1,13.995,-7.3764
"Dollander, Chase",hull,2,4.2575,3.6734
"Dollander, Chase",hull,3,-11.4685,12.394
"Domínguez, Seranthony",hull,0,-5.0468,15.6269
"Domínguez, Seranthony",hull,1,-14.7579,10.0235
"Domínguez, Seranthony",hull,2,-8.5383,3.0817
"Domínguez, Seranthony",hull,3,10.1288,4.4703
"Doval, Camilo",hull,0,-7.4487,5.2148
"Doval, Camilo",hull,1,7.4291,-0.4171
"Doval, Camilo",hull,2,-2.7264,10.4778
"Dreyer, Jack",hull,0,-6.7782,-16.3747
"Dreyer, Jack",hull,1,7.0338,19.626
"Dreyer, Jack",hull,2,-2.5789,3.8352
"Dubin, Shawn",hull,0,10.6455,-14.808
"Dubin, Shawn",hull,1,16.3875,0.2412
"Dubin, Shawn",hull,2,-11.2893,13.8609
"Dubin, Shawn",hull,3,-16.4063,8.261
"Dubin, Shawn",hull,4,-14.2305,-2.493
"Dunning, Dane",hull,0,-16.6997,6.926
"Dunning, Dane",hull,1,-0.8914,12.1396
"Dunning, Dane",hull,2,-14.7395,8.4746
"Duran, Jhoan",hull,0,-13.2739,12.6316
"Duran, Jhoan",hull,1,-14.0813,1.6355
"Duran, Jhoan",hull,2,5.6128,-10.3981
"Duran, Jhoan",hull,3,12.1809,-2.3686
"Díaz, Alexis",bbox,0,-10.896,5.2882
"Díaz, Alexis",bbox,1,2.8504,5.2882
"Díaz, Alexis",bbox,2,2.8504,15.3148
"Díaz, Alexis",bbox,3,-10.896,15.3148
"Díaz, Edwin",bbox,0,-13.0759,3.8229
"Díaz, Edwin",bbox,1,1.6733,3.8229
"Díaz, Edwin",bbox,2,1.6733,12.893
"Díaz, Edwin",bbox,3,-13.0759,12.893
"Early, Connelly",hull,0,9.4726,15.4568
"Early, Connelly",hull,1,-9.8449,-9.8104
"Early, Connelly",hull,2,13.1934,-1.4236
"Early, Connelly",hull,3,18.332,8.566
"Eder, Jake",hull,0,-10.141,0.3986
"Eder, Jake",hull,1,15.0226,4.8679
"Eder, Jake",hull,2,8.9813,14.4951
"Eder, Jake",hull,3,-3.576,6.6698
"Effross, Scott",bbox,0,-17.46,-3.7589
"Effross, Scott",bbox,1,8.2408,-3.7589
"Effross, Scott",bbox,2,8.2408,2.5362
"Effross, Scott",bbox,3,-17.46,2.5362
"Eflin, Zach",hull,0,-9.7635,11.4137
"Eflin, Zach",hull,1,-16.1713,2.3713
"Eflin, Zach",hull,2,-15.5961,1.1301
"Eflin, Zach",hull,3,12.596,-6.9786
"Eflin, Zach",hull,4,13.0387,2.1008
"Eflin, Zach",hull,5,0.9673,8.3608
"Eisert, Brandon",hull,0,-2.4459,5.0823
"Eisert, Brandon",hull,1,12.7672,1.8661
"Eisert, Brandon",hull,2,10.0523,15.1683
"Elder, Bryce",hull,0,-3.5627,15.2711
"Elder, Bryce",hull,1,-14.4205,8.2156
"Elder, Bryce",hull,2,-11.8385,4.6868
"Elder, Bryce",hull,3,1.8593,-0.1489
"Ellard, Fraser",bbox,0,-6.8979,-2.0584
"Ellard, Fraser",bbox,1,11.1586,-2.0584
"Ellard, Fraser",bbox,2,11.1586,14.6857
"Ellard, Fraser",bbox,3,-6.8979,14.6857
"Englert, Mason",hull,0,-7.821,16.8252
"Englert, Mason",hull,1,-14.4029,7.4361
"Englert, Mason",hull,2,-12.6803,0.7413
"Englert, Mason",hull,3,12.5016,-13.2374
"Englert, Mason",hull,4,2.7969,3.2786
"Enns, Dietrich",hull,0,-2.478,0.9912
"Enns, Dietrich",hull,1,11.4838,4.3934
"Enns, Dietrich",hull,2,5.8059,17.6354
"Enright, Nic",bbox,0,-4.645,4.1796
"Enright, Nic",bbox,1,2.7511,4.1796
"Enright, Nic",bbox,2,2.7511,19.8279
"Enright, Nic",bbox,3,-4.645,19.8279
"Eovaldi, Nathan",hull,0,-13.3206,12.9911
"Eovaldi, Nathan",hull,1,-17.6165,9.548
"Eovaldi, Nathan",hull,2,-12.3787,0.2127
"Eovaldi, Nathan",hull,3,8.7065,-8.3579
"Eovaldi, Nathan",hull,4,0.4289,11.4979
"Erceg, Lucas",hull,0,-16.8671,6.8676
"Erceg, Lucas",hull,1,0.1921,-1.3874
"Erceg, Lucas",hull,2,-10.1477,14.4461
"Erceg, Lucas",hull,3,-14.8805,10.2334
"Estes, Joey",bbox,0,-6.8229,16.0774
"Estes, Joey",bbox,1,-6.8229,16.0774
"Estes, Joey",bbox,2,-6.8229,16.0774
"Estes, Joey",bbox,3,-6.8229,16.0774
"Estrada, Jeremiah",hull,0,-10.8343,9.9843
"Estrada, Jeremiah",hull,1,4.3665,3.1157
"Estrada, Jeremiah",hull,2,-1.9925,19.6058
"Estrada, Lazaro",bbox,0,-7.591,18.3476
"Estrada, Lazaro",bbox,1,-7.591,18.3476
"Estrada, Lazaro",bbox,2,-7.591,18.3476
"Estrada, Lazaro",bbox,3,-7.591,18.3476
"Estévez, Carlos",hull,0,-11.3286,9.7936
"Estévez, Carlos",hull,1,5.3933,2.9952
"Estévez, Carlos",hull,2,-7.468,17.2417
"Evans, Logan",hull,0,-17.9072,1.9848
"Evans, Logan",hull,1,11.4458,-10.1927
"Evans, Logan",hull,2,14.323,-0.2838
"Evans, Logan",hull,3,-13.3339,11.3502
"Evans, Logan",hull,4,-17.7011,5.2949
"Fairbanks, Pete",bbox,0,-0.2738,-5.4073
"Fairbanks, Pete",bbox,1,5.2151,-5.4073
"Fairbanks, Pete",bbox,2,5.2151,17.2098
"Fairbanks, Pete",bbox,3,-0.2738,17.2098
"Falter, Bailey",hull,0,-4.74,6.4173
"Falter, Bailey",hull,1,-3.4517,-2.2385
"Falter, Bailey",hull,2,3.7788,10.5195
"Falter, Bailey",hull,3,7.4978,18.2846
"Falter, Bailey",hull,4,3.7996,18.5122
"Farris, Mitch",hull,0,-2.2762,0.8501
"Farris, Mitch",hull,1,13.4822,-1.1256
"Farris, Mitch",hull,2,9.7123,15.7438
"Faucher, Calvin",hull,0,-16.7176,6.1328
"Faucher, Calvin",hull,1,9.8906,-12.7321
"Faucher, Calvin",hull,2,13.8019,-1.4959
"Faucher, Calvin",hull,3,-7.7235,15.4662
"Fedde, Erick",hull,0,-12.2122,2.5328
"Fedde, Erick",hull,1,12.8215,4.2798
"Fedde, Erick",hull,2,1.2394,9.1379
"Fedde, Erick",hull,3,-11.8602,9.3385
"Feltner, Ryan",hull,0,-10.3108,7.2665
"Feltner, Ryan",hull,1,14.4488,-1.3819
"Feltner, Ryan",hull,2,5.3744,5.582
"Feltner, Ryan",hull,3,-3.5331,11.3897
"Ferguson, Caleb",hull,0,-8.944,-12.0465
"Ferguson, Caleb",hull,1,14.6524,11.2713
"Ferguson, Caleb",hull,2,4.8957,15.6761
"Ferguson, Caleb",hull,3,-2.8408,4.6357
"Ferguson, Tyler",hull,0,-16.2473,5.4049
"Ferguson, Tyler",hull,1,11.1065,1.215
"Ferguson, Tyler",hull,2,-8.5443,14.4527
"Fermin, José",bbox,0,-8.7075,1.7016
"Fermin, José",bbox,1,-0.2347,1.7016
"Fermin, José",bbox,2,-0.2347,17.3511
"Fermin, José",bbox,3,-8.7075,17.3511
"Fernandez, Ryan",bbox,0,-8.1848,0.393
"Fernandez, Ryan",bbox,1,2.7887,0.393
"Fernandez, Ryan",bbox,2,2.7887,17.4394
"Fernandez, Ryan",bbox,3,-8.1848,17.4394
"Fernández, Julian",bbox,0,-4.2738,15.6577
"Fernández, Julian",bbox,1,-4.2738,15.6577
"Fernández, Julian",bbox,2,-4.2738,15.6577
"Fernández, Julian",bbox,3,-4.2738,15.6577
"Ferrer, José A.",hull,0,-0.288,3.4013
"Ferrer, José A.",hull,1,18.0494,0.5796
"Ferrer, José A.",hull,2,18.2948,6.5462
"Ferrer, José A.",hull,3,16.5351,8.1374
"Festa, David",hull,0,-12.7402,7.3298
"Festa, David",hull,1,1.62,2.8851
"Festa, David",hull,2,-2.9542,18.3259
"Festa, David",hull,3,-12.2636,14.6282
"Festa, Matt",hull,0,-10.8364,8.4691
"Festa, Matt",hull,1,15.5933,0.6171
"Festa, Matt",hull,2,0.5982,11.6312
"Finnegan, Kyle",bbox,0,-10.2002,3.5893
"Finnegan, Kyle",bbox,1,-8.9805,3.5893
"Finnegan, Kyle",bbox,2,-8.9805,17.1292
"Finnegan, Kyle",bbox,3,-10.2002,17.1292
"Fisher, Braydon",hull,0,-4.8758,17.6961
"Fisher, Braydon",hull,1,4.7187,-14.6462
"Fisher, Braydon",hull,2,2.2368,2.4975
"Fitts, Richard",hull,0,-12.32,14.2455
"Fitts, Richard",hull,1,5.8948,-9.3022
"Fitts, Richard",hull,2,12.6892,1.2815
"Fitts, Richard",hull,3,-2.4038,17.0274
"Flaherty, Jack",hull,0,-5.855,15.8567
"Flaherty, Jack",hull,1,12.1045,-8.6918
"Flaherty, Jack",hull,2,6.4369,2.8785
"Flexen, Chris",hull,0,7.4312,8.1771
"Flexen, Chris",hull,1,-2.1622,17.7353
"Flexen, Chris",hull,2,1.234,-11.2
"Flexen, Chris",hull,3,9.1565,-15.0313
"Fluharty, Mason",bbox,0,-16.2873,1.791
"Fluharty, Mason",bbox,1,-3.5291,1.791
"Fluharty, Mason",bbox,2,-3.5291,10.3189
"Fluharty, Mason",bbox,3,-16.2873,10.3189
"Francis, Bowden",hull,0,-8.543,5.4994
"Francis, Bowden",hull,1,15.5272,-7.3125
"Francis, Bowden",hull,2,-7.2443,18.3072
"Freeland, Kyle",hull,0,7.8991,15.0519
"Freeland, Kyle",hull,1,-9.6139,-3.1674
"Freeland, Kyle",hull,2,-2.0467,-6.5402
"Freeland, Kyle",hull,3,14.0321,8.1308
"Fried, Max",hull,0,-17.317,-3.6565
"Fried, Max",hull,1,-10.5253,-16.9182
"Fried, Max",hull,2,13.4188,3.6125
"Fried, Max",hull,3,3.1396,15.0336
"Fuentes, Didier",bbox,0,-9.3579,-1.002
"Fuentes, Didier",bbox,1,8.2545,-1.002
"Fuentes, Didier",bbox,2,8.2545,15.7356
"Fuentes, Didier",bbox,3,-9.3579,15.7356
"Fulmer, Carson",hull,0,-8.88,16.0737
"Fulmer, Carson",hull,1,-14.4023,9.5615
"Fulmer, Carson",hull,2,-13.9145,2.3594
"Fulmer, Carson",hull,3,4.5556,4.1151
"Funderburk, Kody",hull,0,-14.4083,-2.7842
"Funderburk, Kody",hull,1,16.6193,-0.3697
"Funderburk, Kody",hull,2,16.3711,7.4101
"Funderburk, Kody",hull,3,0.6489,12.4317
"Gaddis, Hunter",hull,0,-17.0268,7.3537
"Gaddis, Hunter",hull,1,5.4333,4.9003
"Gaddis, Hunter",hull,2,-7.3944,16.971
"Gage, Matt",hull,0,-5.0973,0.7071
"Gage, Matt",hull,1,12.1464,14.0976
"Gage, Matt",hull,2,0.1866,14.8701
"Gallen, Zac",hull,0,-12.2558,4.0537
"Gallen, Zac",hull,1,4.9048,-11.4515
"Gallen, Zac",hull,2,4.7394,6.4244
"Gallen, Zac",hull,3,-4.3043,17.1875
"Garcia, Brandyn",bbox,0,-15.7029,-1.7457
"Garcia, Brandyn",bbox,1,16.9829,-1.7457
"Garcia, Brandyn",bbox,2,16.9829,2.4472
"Garcia, Brandyn",bbox,3,-15.7029,2.4472
"Garcia, Luis",bbox,0,-9.6208,17.6977
"Garcia, Luis",bbox,1,-9.6208,17.6977
"Garcia, Luis",bbox,2,-9.6208,17.6977
"Garcia, Luis",bbox,3,-9.6208,17.6977
"Garcia, Rico",hull,0,-14.4521,14.4158
"Garcia, Rico",hull,1,0.1821,-9.9137
"Garcia, Rico",hull,2,0.9204,2.0968
"Garcia, Rico",hull,3,-9.1091,19.6592
"Garcia, Robert",hull,0,-3.7577,3.0864
"Garcia, Robert",hull,1,16.4675,1.6735
"Garcia, Robert",hull,2,10.6748,13.7557
"García, Luis",hull,0,11.9516,3.1771
"García, Luis",hull,1,-13.9041,10.4563
"García, Luis",hull,2,-9.1414,4.7571
"García, Yimi",hull,0,-9.9102,15.7162
"García, Yimi",hull,1,-18.0578,6.7911
"García, Yimi",hull,2,11.3032,-1.2929
"García, Yimi",hull,3,13.6955,7.1323
"Garrett, Reed",hull,0,-16.8333,7.2681
"Garrett, Reed",hull,1,-12.3003,0.6948
"Garrett, Reed",hull,2,12.8354,2.1733
"Garrett, Reed",hull,3,2.9722,7.3317
"Gasser, Robert",bbox,0,-13.0606,5.2142
"Gasser, Robert",bbox,1,7.0272,5.2142
"Gasser, Robert",bbox,2,7.0272,14.2728
"Gasser, Robert",bbox,3,-13.0606,14.2728
"Gausman, Kevin",hull,0,-15.5312,4.2972
"Gausman, Kevin",hull,1,1.6607,2.2039
"Gausman, Kevin",hull,2,-11.0428,16.7852
"Gervase, Paul",bbox,0,-5.8035,15.648
"Gervase, Paul",bbox,1,-5.8035,15.648
"Gervase, Paul",bbox,2,-5.8035,15.648
"Gervase, Paul",bbox,3,-5.8035,15.648
"Gibaut, Ian",hull,0,4.8067,9.9644
"Gibaut, Ian",hull,1,-5.4006,16.9833
"Gibaut, Ian",hull,2,6.1495,1.1495
"Gibaut, Ian",hull,3,15.6956,-0.78
"Gibson, Cade",hull,0,-15.9377,-0.9786
"Gibson, Cade",hull,1,-12.777,-16.2097
"Gibson, Cade",hull,2,15.28,2.1209
"Gibson, Cade",hull,3,16.4813,8.0579
"Gibson, Cade",hull,4,8.6484,12.5023
"Gibson, Kyle",bbox,0,-13.9884,0.6951
"Gibson, Kyle",bbox,1,12.9826,0.6951
"Gibson, Kyle",bbox,2,12.9826,6.6888
"Gibson, Kyle",bbox,3,-13.9884,6.6888
"Gil, Luis",hull,0,-14.4575,4.8666
"Gil, Luis",hull,1,7.943,5.7857
"Gil, Luis",hull,2,-2.6752,16.2152
"Gilbert, Logan",hull,0,13.0657,-3.2495
"Gilbert, Logan",hull,1,-8.211,16.5324
"Gilbert, Logan",hull,2,-4.9083,-0.888
"Gilbert, Tyler",hull,0,-8.8989,0.6954
"Gilbert, Tyler",hull,1,17.5738,3.3363
"Gilbert, Tyler",hull,2,10.1706,10.86
"Gilbert, Tyler",hull,3,0.6203,10.9792
"Gillispie, Connor",hull,0,-17.3688,6.3304
"Gillispie, Connor",hull,1,14.7712,-2.3758
"Gillispie, Connor",hull,2,-7.5512,19.7597
"Ginkel, Kevin",bbox,0,-8.9516,-2.6647
"Ginkel, Kevin",bbox,1,4.3384,-2.6647
"Ginkel, Kevin",bbox,2,4.3384,15.7263
"Ginkel, Kevin",bbox,3,-8.9516,15.7263
"Ginn, J.T.",hull,0,-1.54,9.6731
"Ginn, J.T.",hull,1,-14.3824,3.4355
"Ginn, J.T.",hull,2,-13.7984,1.0411
"Ginn, J.T.",hull,3,4.696,-1.3587
"Giolito, Lucas",hull,0,-13.2128,12.5548
"Giolito, Lucas",hull,1,2.3749,4.7339
"Giolito, Lucas",hull,2,-6.759,18.1334
"Gipson-Long, Sawyer",hull,0,-10.7927,14.3817
"Gipson-Long, Sawyer",hull,1,-15.2809,4.9878
"Gipson-Long, Sawyer",hull,2,-13.6188,1.7657
"Gipson-Long, Sawyer",hull,3,7.0655,-1.4097
"Gipson-Long, Sawyer",hull,4,1.9464,7.7616
"Glasnow, Tyler",hull,0,-10.7435,14.0163
"Glasnow, Tyler",hull,1,5.1662,-16.0015
"Glasnow, Tyler",hull,2,3.0503,-0.1209
"Glasnow, Tyler",hull,3,-1.3004,16.3059
"Gomber, Austin",hull,0,-6.5835,-10.4056
"Gomber, Austin",hull,1,9.3059,10.8044
"Gomber, Austin",hull,2,6.7694,16.3454
"Gomber, Austin",hull,3,-4.6353,3.3145
"Gonsolin, Tony",hull,0,-13.1315,-1.2118
"Gonsolin, Tony",hull,1,7.2454,-12.4241
"Gonsolin, Tony",hull,2,2.0731,5.6865
"Gonsolin, Tony",hull,3,-10.1295,16.5757
"González, Wikelman",hull,0,-16.1179,5.8168
"González, Wikelman",hull,1,17.5312,-4.2544
"González, Wikelman",hull,2,-11.6872,14.2812
"Gordon, Colton",hull,0,15.7712,12.519
"Gordon, Colton",hull,1,9.9866,16.2855
"Gordon, Colton",hull,2,-10.6867,6.1233
"Gordon, Colton",hull,3,-13.1132,-1.7789
"Gordon, Colton",hull,4,12.1337,6.8221
"Gordon, Tanner",hull,0,-12.334,7.3793
"Gordon, Tanner",hull,1,1.4961,2.0163
"Gordon, Tanner",hull,2,-11.1275,14.3642
"Gore, MacKenzie",hull,0,-4.6402,-12.9804
"Gore, MacKenzie",hull,1,14.0313,8.307
"Gore, MacKenzie",hull,2,6.6176,17.0124
"Gore, MacKenzie",hull,3,-1.0505,2.1717
"Graceffo, Gordon",hull,0,1.8848,2.7081
"Graceffo, Gordon",hull,1,-5.3635,16.0756
"Graceffo, Gordon",hull,2,1.6308,-15.7858
"Granillo, Andre",bbox,0,-3.5976,3.5831
"Granillo, Andre",bbox,1,2.1529,3.5831
"Granillo, Andre",bbox,2,2.1529,16.4682
"Granillo, Andre",bbox,3,-3.5976,16.4682
"Graveman, Kendall",hull,0,-7.2138,15.3
"Graveman, Kendall",hull,1,-15.5175,9.5091
"Graveman, Kendall",hull,2,-12.7164,3.2873
"Graveman, Kendall",hull,3,5.5183,1.6259
"Gray, Jon",bbox,0,-9.6873,2.5739
"Gray, Jon",bbox,1,3.4045,2.5739
"Gray, Jon",bbox,2,3.4045,12.4848
"Gray, Jon",bbox,3,-9.6873,12.4848
"Gray, Sonny",hull,0,-13.6496,6.8798
"Gray, Sonny",hull,1,12.713,-13.7323
"Gray, Sonny",hull,2,14.9243,-4.0637
"Gray, Sonny",hull,3,1.4934,10.4828
"Gray, Sonny",hull,4,-10.2808,8.4108
"Green, Chad",bbox,0,-6.8164,3.4405
"Green, Chad",bbox,1,3.3112,3.4405
"Green, Chad",bbox,2,3.3112,18.4025
"Green, Chad",bbox,3,-6.8164,18.4025
"Greene, Hunter",hull,0,-10.5798,4.9002
"Greene, Hunter",hull,1,5.5605,3.5519
"Greene, Hunter",hull,2,-8.9342,16.8767
"Guenther, Sean",bbox,0,-15.5615,-4.0008
"Guenther, Sean",bbox,1,12.8667,-4.0008
"Guenther, Sean",bbox,2,12.8667,5.5505
"Guenther, Sean",bbox,3,-15.5615,5.5505
"Guerrero, Luis",bbox,0,-8.5862,-1.5513
"Guerrero, Luis",bbox,1,3.9919,-1.5513
"Guerrero, Luis",bbox,2,3.9919,16.2852
"Guerrero, Luis",bbox,3,-8.5862,16.2852
"Gusto, Ryan",hull,0,-16.0142,7.9258
"Gusto, Ryan",hull,1,8.3817,-13.2128
"Gusto, Ryan",hull,2,12.7487,3.2647
"Gusto, Ryan",hull,3,-5.7627,18.2096
"Gusto, Ryan",hull,4,-15.8007,8.445
"Gómez, Yoendrys",hull,0,-17.1686,6.7614
"Gómez, Yoendrys",hull,1,12.6456,-8.9089
"Gómez, Yoendrys",hull,2,15.172,3.6751
"Gómez, Yoendrys",hull,3,-6.8377,16.4328
"Gómez, Yoendrys",hull,4,-16.0726,10.3783
"Hader, Josh",bbox,0,-3.2523,0.1802
"Hader, Josh",bbox,1,9.3746,0.1802
"Hader, Josh",bbox,2,9.3746,18.4858
"Hader, Josh",bbox,3,-3.2523,18.4858
"Hagenman, Justin",hull,0,-16.0159,0.0641
"Hagenman, Justin",hull,1,3.9941,2.6951
"Hagenman, Justin",hull,2,0.1814,9.7968
"Hagenman, Justin",hull,3,-12.0875,14.725
"Hall, DL",hull,0,-8.9271,-11.0164
"Hall, DL",hull,1,15.6796,8.6365
"Hall, DL",hull,2,7.1115,15.8619
"Hall, DL",hull,3,-0.0147,10.054
"Hall, DL",hull,4,-6.6771,-0.5097
"Halvorsen, Seth",hull,0,-12.3132,3.0278
"Halvorsen, Seth",hull,1,3.4686,0.8705
"Halvorsen, Seth",hull,2,-10.423,12.8639
"Hamilton, Ian",hull,0,-16.722,8.5242
"Hamilton, Ian",hull,1,0.2892,5.0774
"Hamilton, Ian",hull,2,-10.1682,15.0824
"Hancock, Emerson",hull,0,-12.7371,11.2372
"Hancock, Emerson",hull,1,-18.7217,4.8335
"Hancock, Emerson",hull,2,-16.1404,1.3611
"Hancock, Emerson",hull,3,5.6504,-2.0504
"Hanifee, Brenan",hull,0,-16.1258,4.0005
"Hanifee, Brenan",hull,1,2.3218,1.5397
"Hanifee, Brenan",hull,2,-11.6803,11.0472
"Harrington, Thomas",bbox,0,-10.437,15.1763
"Harrington, Thomas",bbox,1,-10.437,15.1763
"Harrington, Thomas",bbox,2,-10.437,15.1763
"Harrington, Thomas",bbox,3,-10.437,15.1763
"Harris, Hogan",hull,0,-8.2772,-17.4441
"Harris, Hogan",hull,1,16.0638,14.177
"Harris, Hogan",hull,2,8.4113,17.495
"Harrison, Kyle",bbox,0,-10.3163,-2.8509
"Harrison, Kyle",bbox,1,14.3207,-2.8509
"Harrison, Kyle",bbox,2,14.3207,12.4344
"Harrison, Kyle",bbox,3,-10.3163,12.4344
"Hart, Kyle",hull,0,-14.1365,4.4155
"Hart, Kyle",hull,1,17.0855,6.2261
"Hart, Kyle",hull,2,16.705,8.8188
"Hart, Kyle",hull,3,8.3135,14.5243
"Hartlieb, Geoff",bbox,0,-0.086,2.7582
"Hartlieb, Geoff",bbox,1,-0.086,2.7582
"Hartlieb, Geoff",bbox,2,-0.086,2.7582
"Hartlieb, Geoff",bbox,3,-0.086,2.7582
"Harvey, Hunter",bbox,0,-6.6351,17.3461
"Harvey, Hunter",bbox,1,-6.6351,17.3461
"Harvey, Hunter",bbox,2,-6.6351,17.3461
"Harvey, Hunter",bbox,3,-6.6351,17.3461
"Hatch, Thomas",hull,0,-5.5217,16.4897
"Hatch, Thomas",hull,1,-14.0144,9.5406
"Hatch, Thomas",hull,2,-13.96,7.3729
"Hatch, Thomas",hull,3,4.8156,2.7722
"Hatch, Thomas",hull,4,2.037,11.1262
"Headrick, Brent",bbox,0,-3.36,3.2813
"Headrick, Brent",bbox,1,8.2195,3.2813
"Headrick, Brent",bbox,2,8.2195,18.7713
"Headrick, Brent",bbox,3,-3.36,18.7713
"Heaney, Andrew",hull,0,15.9453,12.6796
"Heaney, Andrew",hull,1,-10.069,-3.551
"Heaney, Andrew",hull,2,-9.8068,-6.9675
"Heaney, Andrew",hull,3,18.5518,3.0846
"Heineman, Tyler",bbox,0,-1.6506,22.0528
"Heineman, Tyler",bbox,1,-1.6506,22.0528
"Heineman, Tyler",bbox,2,-1.6506,22.0528
"Heineman, Tyler",bbox,3,-1.6506,22.0528
"Helsley, Ryan",hull,0,3.7834,0.3215
"Helsley, Ryan",hull,1,-2.2048,17.7179
"Helsley, Ryan",hull,2,3.0884,-12.2505
"Henderson, Logan",bbox,0,-18.7727,5.2866
"Henderson, Logan",bbox,1,-10.9878,5.2866
"Henderson, Logan",bbox,2,-10.9878,17.1186
"Henderson, Logan",bbox,3,-18.7727,17.1186
"Hendricks, Kyle",hull,0,-13.861,7.2022
"Hendricks, Kyle",hull,1,15.7466,-10.1066
"Hendricks, Kyle",hull,2,-5.8576,14.2706
"Hendriks, Liam",bbox,0,-7.5562,3.2984
"Hendriks, Liam",bbox,1,2.3416,3.2984
"Hendriks, Liam",bbox,2,2.3416,18.4725
"Hendriks, Liam",bbox,3,-7.5562,18.4725
"Henriquez, Edgardo",hull,0,-14.2961,12.7756
"Henriquez, Edgardo",hull,1,1.0298,9.7265
"Henriquez, Edgardo",hull,2,-8.6434,15.8983
"Henriquez, Ronny",hull,0,-16.7881,3.4656
"Henriquez, Ronny",hull,1,13.073,1.2238
"Henriquez, Ronny",hull,2,-6.3166,18.438
"Henry, Cole",hull,0,-18.2743,7.4853
"Henry, Cole",hull,1,14.3758,0.5362
"Henry, Cole",hull,2,-14.4883,14.199
"Herget, Jimmy",hull,0,-13.0887,8.1787
"Herget, Jimmy",hull,1,-15.4183,0.1827
"Herget, Jimmy",hull,2,-11.6704,-1.5668
"Herget, Jimmy",hull,3,15.5426,1.9568
"Herget, Kevin",bbox,0,-15.7595,10.9367
"Herget, Kevin",bbox,1,-8.8434,10.9367
"Herget, Kevin",bbox,2,-8.8434,17.7676
"Herget, Kevin",bbox,3,-15.7595,17.7676
"Hernandez, Nick",bbox,0,-4.4299,1.6111
